,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
221,Gabon2015,71.2,67.57,5,7.1,3.7,4.8,6.9,5.5,7.4,6.8,6.9,7.1,5,5.1
222,Georgia2015,79.2,64.05,7.3,9.1,7.8,5.8,5.9,5.4,8.8,4.8,5.8,3.9,7.4,7.3
223,Germany2015,28.1,83.67,2.1,2,4.6,2.9,3.3,2.1,1.2,1.6,1.5,2.5,3,1.3
224,Ghana2015,71.8,58.75,4.1,4.9,4.6,6.3,7.1,7.6,5,7.9,5.2,7.1,5.5,6.6
225,Greece2015,52.6,84.81,4.5,3.7,5,6.5,4.2,3.8,6.5,3.9,3.4,3.6,1.6,5.9
226,Grenada2015,63.5,62.42,5.6,5.6,3.8,5.9,5.3,8.4,5.9,3.7,3.7,5.2,3.2,7.1
227,Guatemala2015,80.4,69.56,7,6,7.9,6,8,6.7,6.6,7.4,6.6,7.3,5.5,5.4
228,Guinea2015,104.9,55.32,8.9,9.6,8.7,9.2,7.6,7.2,9.9,9.8,8.2,9,8.7,8.1
229,Guyana2015,70.5,70.54,5.8,5.1,6.5,6.2,6.2,9.1,5.9,6.1,3.9,5.6,3.6,6.5
230,Haiti2015,104.5,42.93,7.5,9.1,6.7,9.1,9.3,9.3,9.4,9.1,7.4,9.5,8.2,9.9
231,Honduras2015,78.1,69.76,6.7,6.6,6.4,6.3,7.7,6.9,6.7,6.7,6.3,6.8,3.7,7.4
232,Hungary2015,49.1,82.33,2.4,5.3,4.7,5.9,4.3,3.3,6.6,3.3,4.5,2.3,2.5,4
233,Iceland2015,23.4,90.48,1,1.8,1.3,3.6,1.6,2.8,0.9,1.7,1.1,1.6,1.4,4.6
234,India2015,79.3,55.08,7.9,7.3,8.3,5.6,7.5,5.5,5.2,7.5,5.9,8,5.4,5.3
235,Indonesia2015,75,65.9,6.2,7,7.3,5.2,6.3,6.3,5.6,6,6.8,7.1,5.9,5.3
236,Iran2015,87.1,64.84,8,9.4,8.5,6.9,6.1,6.2,8.9,5,9.3,5.4,6.5,7
237,Iraq2015,104.4,62.26,10,9.6,10,6.9,7.8,8.1,9.2,7.5,8.9,8.2,8.9,9.4
238,Ireland2015,24.6,87.51,1.8,1.3,1.9,4.1,2.7,2.8,1.5,1.9,1.2,2.2,1.4,1.9
239,Italy2015,43.2,83.48,4.4,4.9,4.9,5.6,3.4,2,4.2,2.3,2.5,3.1,3.7,2.2
240,Jamaica2015,64.6,77.11,6.3,3.7,3.9,7.1,5.9,7.8,5.3,5.8,4.9,5.2,3,5.7
241,Japan2015,36,81.24,1.4,2.6,4.2,4.6,1.9,2.6,1.7,2.1,3.4,4.8,3.1,3.6
242,Jordan2015,76.9,70.7,5.5,6.9,7.7,6.3,5.9,3.6,6.1,4.7,7.6,7,8.8,6.8
243,Kazakhstan2015,68.3,72.84,5.7,7.6,7,6.5,4.7,3.6,8,4.5,7.5,5,3.5,4.7
244,Kenya2015,97.3,62.55,8.4,8.9,9,7.5,8.3,7.5,8.1,7.9,6.5,9,8.3,8
245,Kuwait2015,57.5,62.95,3.9,7.5,4.7,3,4.7,3.1,7.3,2.5,7.3,5.1,4,4.4
246,Kyrgyz Republic2015,82.2,73.19,6.8,8,8.4,7,6.4,6.4,7.8,5.6,7.2,5.9,5.8,6.9
247,Laos2015,84.4,50.04,6,8.3,6.3,5.5,6.9,7.4,9,7.7,8.1,7.1,5.6,6.6
248,Latvia2015,48.5,85.93,3.5,4.3,7.4,4,4.6,4.4,3.9,3.4,3,3.4,2.9,3.8
249,Lebanon2015,88.1,66.46,8.8,9.3,8.6,5.9,5.7,5.4,7.8,5.4,7.2,5.7,9.1,9.2
250,Lesotho2015,79.9,46.52,5.6,7.3,4.4,8.3,7.3,7.4,6.4,8,4.8,7.7,4.9,7.8
251,Liberia2015,97.3,43.06,6.9,8.3,6.2,8.6,8.3,6.6,7.3,9.7,6.7,9.5,9.2,10
252,Libya2015,95.3,62.8,9.3,9.1,7.8,8,6.1,6.4,9.8,7.5,9,5.4,7.4,9.5
253,Lithuania2015,43,84.82,3,3,4.3,5,5,4.2,3.2,4,2.4,3.3,2.6,3
254,Luxembourg2015,22.1,86.31,2,3.4,3.1,1.5,1.5,2.1,1.3,1.3,1,1.7,1.7,1.6
255,Macedonia2015,64.5,75.52,5.4,7,7,5.7,5.6,5.5,5.5,4.4,3.9,3.3,5.3,5.9
256,Madagascar2015,83.6,36.56,7.1,7.6,4.6,7.6,8.5,6.1,7.2,9.1,6.1,8.5,3.9,7.3
257,Malawi2015,86.9,49.32,4.8,7.7,5.4,8.6,8.4,8.1,6.9,7.8,6.2,8.8,6.1,8.1
258,Malaysia2015,65.9,76.19,6.8,6.5,6.2,3.6,5.3,4.5,6.9,4.7,7.2,5.8,4.2,4.2
259,Maldives2015,74.3,56.65,6.1,7.8,4.6,6.4,4.1,5.6,8.5,6.1,7.5,5.8,4.7,7
260,Mali2015,92.9,41.4,8.7,4.9,7.6,8.2,7.4,8.4,6,9,6.7,9.1,7.8,9.3
261,Malta2015,40.9,89.91,3.4,2,3.9,4.2,2.9,4,3.9,2.3,3.3,2.8,4.6,3.6
262,Mauritania2015,94.9,45.9,7.4,8.8,6.9,8,7.1,6.3,7.9,8.9,8,8.6,8.5,8.5
263,Mauritius2015,45.2,72.17,2.8,3.2,3.8,4.7,4.3,4.2,3.5,3.8,3.4,4.1,2.2,5.2
264,Mexico2015,71.9,73.56,8,5.1,6.4,4.6,6.6,5.8,5.9,6.8,6.5,6.2,4.4,5.5
265,Moldova2015,73,75.81,6.6,7.8,6.5,6.3,5.3,6.4,6.3,5.4,5.4,5.3,4.4,7.3
266,Mongolia2015,57,66.84,4,5.5,4.3,4.3,6.4,3.1,4.5,5.7,4.8,5.5,2.4,6.5
267,Montenegro2015,54.2,77.47,4,6.3,7.3,4.6,2.9,3.6,4,3.6,4.2,3.3,4.5,5.9
268,Morocco2015,74.6,74.33,5.7,6.6,7.1,5.3,6.3,7.6,6.5,5.7,7,5.5,5.3,6
269,Mozambique2015,86.9,41.91,7,6.9,5.9,7.8,8.6,7.4,7.2,9,6.1,8.7,5,7.3
270,Myanmar2015,94.7,48.68,8.3,8.3,9.7,6.5,8.2,5.7,9,8.6,8.3,6.8,8.3,7
271,Namibia2015,70.8,71.21,4.9,3.5,5.9,7.1,8.1,6.5,3.8,7.3,4.3,7,5.5,6.9
272,Nepal2015,90.5,50.94,7,8.3,9.1,6.8,7.5,7,7.1,7.1,7.7,7.9,7.6,7.4
273,Netherlands2015,26.9,82.84,1.8,2.6,3.9,3.4,2.7,2.6,1,1.5,1,3,2.1,1.2
274,New Zealand2015,22.6,89.73,1.1,1.1,4.1,3.9,2.8,2.1,0.5,1.9,1,1.9,1.1,1.1
275,Nicaragua2015,79,64.44,5.6,6.8,6.5,6.2,7.9,8.1,7.3,7.2,5.3,6.2,4.6,7.3
276,Niger2015,97.8,37.35,8.7,8.9,7.5,8.2,8.4,6.9,7.5,9.3,6.8,9.6,7.9,8.1
277,Nigeria2015,102.5,58.27,9.9,9.8,9.9,7.6,8.8,7.1,9.1,9.1,8.8,8.8,7.5,6
278,Norway2015,20.9,87.78,2.5,1.1,3.7,1.7,2,1.6,0.4,1.4,1.3,2,1.9,1.2
279,Oman2015,52,60.02,4.7,6.6,3,4.5,4.2,1.9,6.6,3.8,7.5,5,2,2.2
280,Pakistan2015,103,52.71,9.6,9.2,10,7.7,7.3,7,8.6,7.9,8.4,9,8.9,9.3
281,Panama2015,54.6,79.49,5.1,2.5,5.6,3.4,7.3,4,4,5.5,4.8,5.7,3.5,3.2
282,Papua New Guinea2015,83.4,47.44,6.9,7.1,6.3,6.2,9,7.1,6.9,8.7,6.6,7.3,4.6,6.7
283,Paraguay2015,71.3,70.13,6.5,7.8,5.9,5.1,8.4,5.2,7.1,6.7,6.1,5.9,2.2,4.4
284,Peru2015,72,72.94,7.1,6.7,7.5,3.7,7.3,6.7,7.1,7.1,4.6,5.3,4.8,4
285,Philippines2015,86.2,74.04,9.1,8,8.3,6,6.2,6.2,7.5,7.2,5.9,8.2,7.4,6.3
286,Poland2015,39.8,80.09,2.3,3.8,4.4,4.1,3.5,4.4,3.2,2.8,2.5,3.3,2.8,2.7
287,Portugal2015,29.7,88.71,1.6,1.8,2.6,5.1,2.9,2.2,1.8,2.7,2.3,2.6,1.6,2.5
288,Qatar2015,46.3,69.06,2.5,5,4.6,2.6,5.2,3.1,6,1.8,6.2,4.3,1.8,3.2
289,Romania2015,54.2,82.12,3.5,5.2,6.8,5.2,4.7,4.5,5.6,4.3,3.9,3.7,2.7,4.1
290,Russia2015,80,83.06,9.1,8.1,9.3,4.4,6.4,4.5,7.9,4.7,8.9,5.1,5.7,5.9
291,Rwanda2015,90.2,50.97,6.2,8,8.8,6.3,8.2,7.5,6.5,7.3,7.7,8,7.9,7.8
292,Samoa2015,68.2,69.6,5.2,5.1,4.5,6.5,5.4,8.9,6.2,5,4.5,6.2,2.1,8.6
293,Sao Tome and Principe2015,73.7,48.77,5.5,6.3,4.5,8.4,6.5,7.9,6.1,5.8,3.8,6.7,4.3,7.9
294,Saudi Arabia2015,71.6,70.13,6.4,8,7.4,4.4,5.8,3.7,7.8,3.7,9.2,5.8,4.6,4.8
295,Senegal2015,82.9,64.58,6.2,6.6,6.3,7.3,7.3,7.4,5.5,7.9,6.2,8,7.8,6.5
296,Serbia2015,73.8,76.81,6,8,8.1,6.7,5.3,5.3,5.7,4.7,4.9,5.5,7,6.6
297,Seychelles2015,62.1,64.34,6.6,5.7,4.5,4.6,6,5.5,5.7,3.2,4.6,5.1,3.1,7.5
298,Sierra Leone2015,91.9,45.37,4.8,7.7,6.2,8.7,8.8,8.4,6.9,9.3,5.6,9.5,8.2,7.8
299,Singapore2015,34.4,87.64,1.6,4,3.1,2.5,4,3.3,3.8,1.8,4.6,2.9,1.1,1.7
300,Slovenia2015,31.5,86.76,2.1,1.6,3.9,4.2,3.9,2.8,2.6,2,2,2.8,1.4,2.3
301,Solomon Islands2015,85.9,46.64,6.4,8.2,6.5,7.6,8.9,6.3,7.3,7.6,5.7,8.5,4.9,8
302,Somalia2015,114,27.48,9.7,10,9.5,9.1,9,9.2,9.3,9.3,10,9.6,9.8,9.5
303,South Africa2015,67,70.75,5.3,5.6,5.5,6.3,7.4,4.9,5.3,6.4,4.3,7,5.9,3.1
304,South Korea2015,36.3,71.31,2.1,3.8,3.4,2,3.5,3.5,3.3,2.4,2.6,2.8,1.5,5.4
305,Spain2015,40.9,88.73,3.3,6.1,5.8,5,4,2.4,3.3,2.7,1.9,2.5,1.7,2.2
306,Sri Lanka2015,90.7,66.27,7.9,9.1,9.3,5.9,7.6,7.8,8,5.6,8.8,6,8.2,6.4
307,Sudan2015,110.8,40.44,9.5,9.8,9.7,8.6,7.9,8.8,9.6,8.8,9.6,8.7,10,9.8
308,Suriname2015,68.4,70.07,5.4,5.8,5.8,6.8,6.6,7.3,5.5,5.8,4.9,5.3,3,6.2
309,Swaziland2015,86.2,60.65,6,6.8,3.7,9.3,8.1,6.9,8.5,7.5,8.5,8.5,4.9,7.6
310,Sweden2015,20.2,89.74,2.1,1.8,1.3,2.3,1.8,1.5,1,1.6,1,2.5,2.3,1
311,Switzerland2015,22.3,85.68,1.4,1,3.6,2,2.7,2.1,1,1.4,1.8,1.9,2.1,1.3
312,Syria2015,107.8,64.29,10,9.9,10,7.5,7,7.4,9.9,8.2,10,8.1,10,9.9
313,Tajikistan2015,83.4,72.39,6.8,8.4,7.3,7.4,5.6,6.3,9.1,5.9,7.6,7.8,4.8,6.4
314,Tanzania2015,80.8,57.93,5.5,5.7,5.7,6.7,7,7,6,8.7,6,8.8,6.4,7.3
315,Thailand2015,79.1,68.7,8.9,10,8.5,4,5.8,4.1,8,4.9,7.7,6.9,6,4.3
316,Timor-Leste2015,90.5,55.92,7.7,8.3,6.5,8.4,6.7,7,7.4,8.4,5.8,8.9,6.8,8.7
317,Togo2015,86.8,45.86,7,7.6,4.5,6.8,8.1,7.3,8.1,8.6,7.2,8,7.1,6.5
318,Trinidad and Tobago2015,58.7,76.4,5.7,5.6,4.1,4.3,5.5,7.5,5,4.8,4.6,5,3,3.6
319,Tunisia2015,75.7,76.83,7.8,8.1,7.8,6.6,5.4,5.5,7,4.9,7,4.7,4.1,6.9
320,Turkey2015,74.6,66.25,7.7,7.3,9,5,6.2,3.7,6.3,4.9,6.4,5.5,7.5,5
321,Turkmenistan2015,77.4,71.42,6.8,7.8,7.1,5,6.9,5.1,9.7,6.1,8.8,5.7,3.9,4.6
322,Uganda2015,97,57.36,7.6,8.9,8.7,7,7.3,7.3,8,8.3,7.9,8.9,8.8,8.3
323,Ukraine2015,76.3,79.01,7.9,8,7,6.5,4.7,5.5,8.5,3.8,6.4,4.5,4.4,9.1
324,United Arab Emirates2015,46.2,70.89,3.1,3.6,3.9,2.9,4.2,2.5,6.6,2.7,7.1,4.5,2.2,2.9
325,United Kingdom2015,33.4,89.33,2.5,3.5,5.6,3.9,3.7,2.1,2,2.1,1.8,2.6,2.4,1.2
326,Uruguay2015,36.4,73.64,3.7,2.7,3,3.2,4.2,4.4,1.4,3.4,2.2,3.5,1.9,2.9
327,Uzbekistan2015,85.3,64.88,7.6,8.8,7.6,6.8,7,6.3,9.6,5.4,9.1,6.1,6,5.1
328,Venezuela2015,78.7,77.64,6.5,8.1,7.3,6.5,6.7,5.2,8.6,7.2,8.3,5.1,4.8,4.3
329,Yemen2015,108.2,48.31,10,9.4,9.4,9.3,8.1,7.5,9.3,8.2,9.1,9.2,9.1,9.5
330,Zambia2015,85.1,66.05,5,5.7,5.7,7.7,8.6,7.8,7.4,7.6,6.8,9.4,6.9,6.6
331,Zimbabwe2015,100,59.46,7.9,9.7,7.8,8,8.1,8,9,8.5,8.3,8.7,8.4,7.6
332,Afghanistan2014,106.5,39.7,10,9.4,8.7,8.3,7.5,7.8,9.5,9,8.3,8.8,9.3,9.9
333,Albania2014,63.6,72.36,5,6.2,4.7,5.5,4.5,6.9,6.5,4.8,5.5,4.4,3.4,6.2
334,Algeria2014,78.8,72.09,7.5,7.3,7.9,6.1,5.9,5,7.5,6.1,7.4,5.7,6.7,5.7
335,Angola2014,87.4,50.92,5.8,7.2,7.1,5.4,9.5,6,8,9.1,7,9,7.5,5.8
336,Antigua and Barbuda2014,59,65.81,4.9,3.7,4.1,4.5,5.3,7.6,5.8,4.1,4.7,4.9,3.3,6.1
337,Argentina2014,47.3,79.94,3.3,2.8,5.3,4.3,5.7,2.7,4.3,4.1,4.4,4.2,2.3,3.9
338,Armenia2014,71.3,81.52,5.6,7.4,5.7,5.8,5.3,5.7,6.7,4.4,6.8,4.7,6.7,6.5
339,Australia2014,26.3,87.71,2,1.6,3.9,2.4,3,0.9,1,2.1,2.3,3.4,2.4,1.3
340,Austria2014,28.5,85.46,1.4,2.7,4.6,2.2,3.7,1.8,1.6,1.8,2,2.7,2.3,1.7
341,Azerbaijan2014,77.8,83.08,7,7.9,6.7,4.4,6.2,4.7,8.3,5.3,7.7,5.4,7.6,6.6
342,Bahrain2014,64.7,69.82,6.2,7.1,7.6,3.5,5.4,3.3,7.9,2.5,7.8,4.9,2.9,5.6
343,Bangladesh2014,92.8,43.79,7.8,9.3,8.7,7,7.5,7.2,8.4,8.4,8,7.6,6.9,6
344,Barbados2014,51.4,56.9,4.2,4.2,4.4,5.8,5.4,5.9,3.3,3,2.8,4.1,3,5.3
345,Belarus2014,75,80.53,6.1,8.3,7.1,6,5.5,3.7,8.8,5,8.1,5.5,3.6,7.3
346,Belgium2014,32,78.97,2.3,3.9,4.2,4,3.5,1.9,2,2.4,1.5,2.8,1.6,1.9
347,Belize2014,67,74.16,5.5,4.3,4.4,5.6,6.5,6.8,6,6.1,4.4,6.2,4.6,6.6
348,Benin2014,78.2,43.72,5.9,6.1,3.6,6.9,7.2,6.5,6.1,8.7,5.1,8.2,6.3,7.6
349,Bhutan2014,80.9,63.98,5.3,7.5,7.6,6,7.2,7.1,5.5,6.6,7,6.3,7.2,7.6
350,Bolivia2014,78.9,70.78,6.4,8,6.8,5.9,8.6,6.1,6.9,7,6,6.6,4.3,6.3
351,Bosnia and Herzegovina2014,75.9,60.82,6.5,8.7,7.4,5.5,5.9,5.8,6.8,4.4,6.1,4.1,6.8,7.9
352,Botswana2014,64.5,70.77,3.2,3.3,5.1,6.4,7.8,5.3,4.1,6.3,4.6,8,5.5,4.9
353,Brazil2014,61.4,79.87,5.6,4.9,5.6,3.6,8,3.8,5.4,5.6,5.6,6.7,3.6,3
354,Brunei Darussalam2014,63.6,65.53,5.6,7.4,6.2,3.1,7.8,4.9,7.1,2.5,7.4,4.5,3,4.1
355,Bulgaria2014,54.4,80.77,4.4,5.3,4.9,5.2,4.8,4.9,4.9,4.1,3.7,4.1,3.4,4.7
356,Burkina Faso2014,89,43.71,6.9,7.3,5.3,7.4,8.1,6.6,7.8,8.8,6.5,9,7.6,7.7
357,Burundi2014,97.1,42.37,7.4,7.9,8.1,8.8,7.5,6.5,8.1,8.6,8,8.7,9,8.5
358,Cambodia2014,88.5,51.24,6.3,8.6,7.3,6.1,7.4,7.2,8.4,8,7.9,7.5,6.1,7.7
359,Cameroon2014,93.1,57.15,7.7,9.5,7.8,5.9,7.5,7.5,8.2,8.5,8.3,8.1,7.6,6.5
360,Canada2014,27.4,84.6,2.1,2.5,3.4,2.1,3.2,2.2,1.2,2.3,2.1,2.7,2.3,1.3
361,Cape Verde2014,74.1,51.14,5.7,5.5,4.2,6.2,7.2,8.6,6,6.8,4.8,6.8,4.4,7.9
362,Central African Republic2014,110.6,46.54,9.9,9.7,9.5,7.8,9.4,7,9.5,9.7,9.5,8.7,10,9.9
363,Chad2014,108.7,37.81,9.1,9.8,8.5,7.7,8.8,8.3,9.4,10,9.5,9.6,9.8,8.2
364,Chile2014,42,78.43,2.8,1.7,3.8,3.9,5.4,2.9,3.3,4.2,3.7,4.6,2.6,3.1
365,China2014,79,66.17,6.2,7.2,8.6,3.9,7.7,4.8,7.9,6.5,9.1,7.7,5.9,3.5
366,Colombia2014,83.1,77.86,7,7.7,7.7,4.1,7.8,7,7.4,6.3,7.1,6.2,8,6.8
367,Comoros2014,85.1,48.77,7.5,7.5,5.3,8.3,6.7,7.5,7.1,8.2,6.9,7.3,4.8,8
368,Costa Rica2014,48.5,81.07,2.8,3.8,4.4,4.6,5.8,3.2,3.2,4.8,2.3,4.6,4.4,4.6
369,Cote d'Ivoire2014,101.7,59.79,8.8,9.4,9,7.4,7.6,7,8.8,8.7,8.7,7.8,9.1,9.4
370,Croatia2014,52.9,82.92,4.5,4.4,5.6,5,4.1,4.6,3.7,3.2,4.4,3.5,5.2,4.7
371,Cuba2014,70.8,78.68,6,7.2,4.8,4.8,5.9,6,6.8,4.9,7,5.9,5,6.5
372,Cyprus2014,67.9,79.78,4.7,7.9,7.3,6.4,6.7,4.8,5.6,3.3,3.6,4.3,4.2,9.1
373,Czech Republic2014,39.4,83.49,2.3,4.3,3.8,4.8,3.5,3.1,4.2,3.4,2.4,2.4,2.3,2.9
374,Denmark2014,22.8,88.29,1.8,1.4,3.4,2.2,1.8,2,0.8,1.7,1.6,2.8,1.4,1.9
375,Djibouti2014,87.1,40.25,6.9,7.6,6.4,7.2,7.5,5.5,7.9,7.7,6.9,8.1,7.4,8
376,Dominican Republic2014,73.4,76.69,4.9,6.5,6.1,5.5,6.6,7.9,5.7,6.5,5.8,6.5,5.6,5.8
377,Ecuador2014,77.3,68.47,6.4,8.2,7.5,5.6,7.1,6.5,6.9,6.6,5,5.9,5.7,5.9
378,Egypt2014,91,65.98,7.9,9.4,8.6,7.9,6.8,5.1,9,5.7,9.7,7.1,6.4,7.4
379,El Salvador2014,72,69.71,6.1,4.3,6,6.2,6.9,6.6,5.6,6.4,5.8,7.1,5.6,5.4
380,Equatorial Guinea2014,85.3,70.47,7.2,8.2,6.6,4.2,8.8,6.3,9.7,7.4,9.5,8,3.6,5.8
381,Eritrea2014,95.5,35.07,7.6,8.1,6.4,8,7.2,7.5,8.8,8.4,9.2,8.5,7.3,8.5
382,Estonia2014,45.2,88.27,2.8,5.5,6.2,3.8,4,3.8,3.5,3.3,2.5,3.6,3.2,3
383,Ethiopia2014,97.9,45.71,8.1,8.7,8.9,7.4,7.3,6.7,7.1,8.9,8,9.4,9,8.4
384,Fiji2014,79,74.66,7,7.9,7.3,7,7.1,7.3,7.8,4.8,7.2,5,3.7,6.9
385,Finland2014,18.7,90.72,1.3,1.1,1.3,3.5,1.3,2.2,0.8,1.4,1.2,1.8,1.5,1.3
386,France2014,34.8,87.65,2.6,1.9,6.4,4.5,4,2.2,2.1,1.8,2.2,3,2.5,1.6
387,Gabon2014,72.2,68.05,5.1,7.1,3.6,5.1,7,5.5,7.7,7.1,6.6,6.9,5.3,5.2
388,Georgia2014,82.7,64.16,7.6,9.5,8,6.3,6.2,5.5,8.7,5.1,6.1,4.9,7.2,7.6
389,Germany2014,30.6,84.11,2.4,2,4.3,2.9,3.6,2.4,1.5,1.9,1.8,2.9,3.3,1.6
390,Ghana2014,70.7,58.75,4.1,5,4.9,6,6.8,7.3,4.8,7.9,4.9,6.9,5.8,6.3
391,Greece2014,52.1,84.55,4.2,3.5,5.1,6.5,4,4.1,6.4,3.6,3.7,3.5,1.9,5.6
392,Grenada2014,65.2,62.46,5.3,5.6,3.9,6.1,5.6,8.2,6.2,3.9,4,5.5,3.5,7.4
393,Guatemala2014,80.3,70.04,6.7,6,7.6,6.1,7.9,6.8,6.5,7.1,6.7,7.2,6,5.7
394,Guinea2014,102.7,55.16,9.2,9.6,8.4,8.9,7.9,7.5,9.9,9.2,8.5,8,8.3,7.3
395,Guyana2014,71,70.62,5.5,5.1,6.2,6.7,6.5,8.8,5.6,6.3,4.1,5.9,4.1,6.2
396,Haiti2014,104.3,43.39,7.5,9.1,7,9.4,9.3,9.1,8.9,9.5,7.5,8.7,8.5,9.8
397,Honduras2014,77.9,69.53,6.4,7,6.1,6.6,7.8,6.3,7,6.7,6,6.7,4.2,7.1
398,Hungary2014,48.3,82.12,2.6,4.9,4.4,5.6,4.6,3.6,6,3.2,4.1,2.8,2.8,3.7
399,Iceland2014,25.9,90.32,1.3,1.8,1,3.9,1.9,3.1,1.2,1.9,1.4,1.9,1.6,4.9
400,India2014,76.9,55,7.9,6.8,7.8,5.7,7.8,5.2,5.3,7,5.6,7.7,5.1,5
401,Indonesia2014,76.8,65.61,6.5,7,7.6,5.5,6.6,6,6.5,6,6.2,7.4,5.9,5.6
402,Iran2014,87.2,64.82,8.3,9.4,8.8,6.4,6.4,5.9,8.7,4.8,9.3,5.3,6.8,7.1
403,Iraq2014,102.2,61.54,10,9.6,10,7,8.1,8,8.7,7.7,8.7,8,8.5,7.9
404,Ireland2014,26.1,87.9,2.1,1.3,1.6,4.2,2.7,3.1,1.8,2.2,1.2,2.5,1.4,2
405,Italy2014,43.4,84.63,4.7,4.9,4.6,5.1,3.3,2.3,4.2,2.6,2.8,3.6,3.4,1.9
406,Jamaica2014,64.9,77.09,6,3.7,4,6.8,5.8,7.5,5.6,5.6,5.1,5.5,3.3,6
407,Japan2014,36.3,81.4,1.9,2.6,4.1,3.6,2.1,2.3,2,2.4,3.3,4.7,3.4,3.9
408,Jordan2014,76.7,70.25,5.5,6.9,7.4,6.6,6.2,3.9,6.4,5,7.3,6.7,8.3,6.5
409,Kazakhstan2014,68.5,72.94,6,7.6,6.5,5.9,5,3.9,7.7,4.8,7.2,5.1,3.8,5
410,Kenya2014,99,62.28,8.2,9.3,9.3,7.9,8,7.8,8.4,8.2,6.8,8.7,8.2,8.2
411,Kuwait2014,59,63.02,4.2,8,4.9,3.3,5,3.4,7.3,2.8,6.9,5.4,3.7,4.1
412,Kyrgyz Republic2014,83.9,72.88,7.1,8,8.2,7.3,6.7,6.1,8.2,5.9,7.3,6,5.5,7.6
413,Laos2014,84.3,49.71,6.3,8.3,6,5.8,6.6,7.1,8.6,7.4,8,7.4,5.9,6.9
414,Latvia2014,48,86.03,3.3,4.3,5.8,4.3,4.6,4.1,4.2,3.7,3.3,3.7,3.2,3.5
415,Lebanon2014,86.9,66.49,8.6,9.3,8.9,5.6,6,5.7,7.3,5.7,6.8,6,8.6,8.4
416,Lesotho2014,78.6,45.38,4.9,7,4.7,8.2,7,7.1,5.7,8.2,5.1,8,5.2,7.5
417,Liberia2014,94.3,43.58,6.8,8.3,6.5,8,8,6.9,6.9,9.3,6.3,8.5,9.1,9.7
418,Libya2014,87.8,62.69,9.2,8.1,7.5,6.1,6.4,5.5,8.5,7.4,8.7,5.7,5.7,9
419,Lithuania2014,43.2,84.3,2.7,3,4,4.8,5.3,4,3.5,3.7,2.7,3.6,2.9,3
420,Luxembourg2014,24.6,86.34,2.3,3.4,2.8,1.8,1.8,2.4,1.6,1.6,1.3,2,1.7,1.9
421,Macedonia2014,66.4,74.71,5.7,7,7.3,5.9,5.9,5.8,5.8,4.1,4.2,3.8,5,5.9
422,Madagascar2014,83.1,36.58,6.8,7.6,4.9,7.9,8.2,5.8,7.3,8.8,5.8,8.2,4.2,7.6
423,Malawi2014,89.1,49.35,5.1,7.7,5.7,8.3,8.1,8.4,7.6,8.1,6.5,8.8,6.4,8.4
424,Malaysia2014,66.2,76.59,6.5,7,6.2,3.9,5.6,4.8,6.6,4.6,6.9,5.5,4.5,4.1
425,Maldives2014,75.4,56.91,5.8,8.3,4.9,6.7,4.2,5.9,8.4,6.4,7.4,5.7,5,6.7
426,Mali2014,89.8,41.26,8,4.9,7.5,7.9,7.1,8.1,5.9,8.6,6.8,9,7.5,8.5
427,Malta2014,43,89.76,3.7,2,4,3.9,3.2,4.3,3.8,2.6,3.6,3.1,4.9,3.9
428,Mauritania2014,93,45.96,7.7,8.5,7.2,7.7,6.8,6,7.4,8.6,7.7,8.4,8.8,8.2
429,Mauritius2014,46.1,71.23,3.1,3.2,3.5,4.4,4.6,3.9,3.8,4.1,3.7,4.4,2.5,4.9
430,Mexico2014,71.1,73.8,7.6,5.1,6.1,4.9,6.9,5.6,5.8,6.3,6,6.7,4.3,5.8
431,Moldova2014,75.1,75.05,6.9,7.8,6.2,6.6,5.6,6.6,6.6,5.4,5.7,5.6,4.7,7.4
432,Mongolia2014,58.1,67.37,4.3,5.5,4,4.6,6.5,2.8,4.8,6,5.1,5.8,2.5,6.2
433,Montenegro2014,55.7,75.94,4.3,6.3,7,4.9,3.2,3.3,4.3,3.9,4.5,3.6,4.8,5.6
434,Morocco2014,74.4,73.59,6,6.6,6.8,5.6,6.6,7.3,6.6,5.9,6.5,5.7,5.6,5.2
435,Mozambique2014,85.9,41.68,6.6,6.6,5.4,8.1,8.3,7.4,7.5,8.7,6.4,8.9,4.9,7.1
436,Myanmar2014,94.3,49.01,8,8.6,9.3,7,8.1,5.3,9.3,8.3,8,7.3,8.2,6.9
437,Namibia2014,71.5,71.21,4.6,3.5,5.6,6.8,8.4,6.8,4.1,7,4.6,7.1,5.8,7.2
438,Nepal2014,91,50.78,7.3,8.3,9,7.1,7.8,6.2,7.6,7.4,7.6,7.8,7.6,7.3
439,Netherlands2014,28.6,80.77,2.1,2.6,4.1,3.7,2.4,2.4,1,1.8,1.2,3.3,2.4,1.6
440,New Zealand2014,24.1,89.87,1.4,1.1,3.8,3.9,3.1,2.2,0.5,2.1,1.1,2.4,1.2,1.3
441,Nicaragua2014,78.4,64.58,5.3,6.8,6.2,6.5,7.6,7.8,7.6,6.9,5.1,5.9,5.1,7.6
442,Niger2014,97.9,37.01,8.4,8.9,7.5,8.1,7.9,6.6,7.8,9.3,7.3,9.3,8.2,8.6
443,Nigeria2014,99.7,57.87,9.5,9.5,9.8,7.3,8.9,7,8.8,9,8.7,8.3,6.9,6
