,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
665,Algeria2012,78.1,71.5,7.1,6.8,8.1,5.5,6.5,5.4,7.2,5.9,7.4,6.1,6.5,5.5
666,Angola2012,85.1,49.25,5.9,7,6.5,4.8,9.1,5.6,8.2,8.3,7.6,8.9,6.9,6.4
667,Antigua and Barbuda2012,58.9,66.33,4.9,3.7,4.1,4.8,5.6,7.9,5.8,4.3,4.8,4.9,2.7,5.5
668,Argentina2012,46.5,79.58,3,3,4.7,4.1,6.3,3.3,4.3,3.8,3.8,4.4,2.3,3.5
669,Armenia2012,72.2,79.45,5.2,7,5.7,5.6,5.9,6.3,6.8,4.7,6.8,5.2,6.8,6.1
670,Australia2012,29.2,87.84,2,1.6,3.9,2.6,3.6,1.4,1.3,2.1,2.2,4.4,3,1.1
671,Austria2012,27.5,85.7,1.4,2.4,4,2,4.1,1.9,1.3,1.8,1.8,2.6,2.3,1.9
672,Azerbaijan2012,79.8,82.15,6.7,7.8,7.2,5.2,6.6,5.1,8,5.4,7.3,5.6,7.6,7.2
673,Bahrain2012,62.2,68.38,6,7,7.3,3.1,5.7,2.8,7.5,2.7,7,4.6,2.6,5.9
674,Bangladesh2012,92.2,42.26,7.6,8.9,8.9,7.4,8.1,7.8,8.2,7.8,6.8,8,6.8,5.9
675,Barbados2012,52,53.91,4.2,4.2,4.4,5.3,6,6.5,3.6,3,2.8,4.1,2.6,5.3
676,Belarus2012,76.6,79.68,6,8,6.5,6.5,6,4.2,9,5.5,8.3,6,3.3,7.3
677,Belgium2012,33.5,78.89,2.3,4,4.1,3.6,4.1,1.9,2.4,2.5,1.8,2.6,1.9,2.3
678,Belize2012,67.2,73.92,5.5,4.3,4.4,5.4,6.9,7,6,5.9,3.9,6.8,5.1,6
679,Benin2012,78.6,41.53,6,6.4,3.6,7.6,6.9,6.3,6.4,8.3,5.4,8,6.8,7
680,Bhutan2012,82.4,61.84,5.9,7.5,7.6,6.6,7.8,6.5,6.3,6.6,7.3,6.7,6.6,7
681,Bolivia2012,82.1,70.72,6.5,8,7.4,6.5,8.8,6.1,7.1,6.8,6.5,7.5,4.3,6.6
682,Bosnia and Herzegovina2012,77.9,60.67,6.7,8.7,8,5.5,6.5,5.8,7,4.7,6.1,4.7,6.5,7.7
683,Botswana2012,66.5,69.74,3.8,3.3,4.8,6.5,7.7,5.3,4.7,5.9,4.7,8.6,6.1,5.1
684,Brazil2012,64.1,79.29,6.2,4.9,6.2,3.6,8.4,4.2,5.6,5.5,5,7,3.9,3.6
685,Brunei Darussalam2012,64.1,65.77,5.6,7.4,6.2,3.1,7.8,4.3,7.4,2.9,6.6,4.8,3.6,4.4
686,Bulgaria2012,56.3,80.94,4.6,5.3,4.9,5,5.4,5.2,5.1,4.3,4,4,3.3,5.2
687,Burkina Faso2012,87.4,42.46,7.1,7.3,5.2,7.7,8.2,6,8,8.4,7,8.9,5.9,7.7
688,Burundi2012,97.5,41.61,7.4,7.9,8,8.8,7.9,5.9,8.3,8.5,8.1,8.8,8.9,9
689,Cambodia2012,88.7,50.16,6.5,8,7.3,6.9,7.1,7.7,8.2,8.3,7.7,7.5,5.9,7.7
690,Cameroon2012,93.1,54.77,7.9,9.2,7.5,6.5,8.1,7.5,8.9,8.1,7.8,8.2,7,6.5
691,Canada2012,26.8,84.61,1.8,2.5,3,2.1,3.8,2.4,1,2.2,1.9,2.7,2.2,1.1
692,Cape Verde2012,74.7,51.37,5.7,5.7,4.2,6.6,6.6,8.4,6.6,6.6,5.4,7,4,7.9
693,Central African Republic2012,103.8,44.48,9.6,9.1,8.5,8,8.7,5.6,8.9,9.1,8.5,8.8,9.7,9.3
694,Chad2012,107.6,36.72,8.9,9.8,9.1,8.3,8.6,7.7,9.8,9.5,9.3,9.3,9.5,7.8
695,Chile2012,43.5,79.23,2.8,1.4,3.8,4.6,5.5,3.1,3.7,4.5,3.2,4.6,2.7,3.5
696,China2012,78.3,65.44,6,6.9,7.9,3.9,8.3,5.3,7.9,6.3,8.6,7.9,5.9,3.5
697,Colombia2012,84.4,77.11,7,7.7,7.2,4,8.4,7.6,7.4,5.9,7,6.4,8.4,7.4
698,Comoros2012,83,46.44,7.5,7.5,5.3,7.9,6.1,6.9,7.7,7.9,6.3,7.3,4.2,8.4
699,Costa Rica2012,49.7,80.85,2.8,3.5,4.4,4.6,6.4,3.8,3.2,4.5,2.7,4.6,4,5.2
700,Cote d'Ivoire2012,103.6,58.46,8.9,9.9,9,7.4,7.7,7.6,9.6,8.3,8.3,7.9,9,10
701,Croatia2012,56.3,83.31,4.7,4.7,5.6,5.4,4.7,4.7,4.2,3.2,4.6,4,5.2,5.3
702,Cuba2012,73.1,78.17,6.6,6.9,4.8,5.5,5.9,6.6,6.4,5,7.4,6,5,7
703,Cyprus2012,66.8,79.65,5,7.9,7.3,5.4,7,5,5.2,3.1,3.3,4.1,4.7,8.8
704,Czech Republic2012,39.5,84.37,2.1,3.8,3.5,4.3,3.5,3.7,3.5,3.6,2.7,2.8,2.5,3.5
705,Denmark2012,23,88.92,1.8,1,3,2.2,1.8,2.2,0.8,1.7,1.5,2.8,1.9,2.3
706,Djibouti2012,83.8,39.27,6.5,7.5,6.5,6.6,7.1,4.9,7.5,7.2,6.8,8.3,6.9,8
707,Dominican Republic2012,74.1,75.79,5.5,6.5,5.8,5.8,7.2,7.6,5.7,6.5,6,6.5,5.2,5.9
708,Ecuador2012,80.1,68.37,6.5,8.2,6.9,5.9,7.7,7.1,7.5,7.2,5.2,5.6,6,6.3
709,Egypt2012,90.4,66.65,7,8.8,8.8,7.1,7.4,5.7,9.2,5.9,9,7.1,6.4,8
710,El Salvador2012,74.4,69.71,6.7,4.3,6,6,7.3,7.2,6.2,6.6,6.4,7.7,5.2,4.8
711,Equatorial Guinea2012,86.3,69.34,7.8,8.2,6.6,4.8,8.8,6.9,9.4,7.8,9.1,8.2,3,5.7
712,Eritrea2012,94.5,34.78,7.8,8.1,6.4,8.6,6.9,7.1,8.4,8.2,8.7,8.6,7.1,8.5
713,Estonia2012,47.5,88.16,3.2,5.5,5.7,3.8,4.6,4.2,3.8,3,2.7,3.8,3.6,3.6
714,Ethiopia2012,97.9,41.81,8.1,8.7,8.1,7.4,7.9,7,7.2,8.4,8.6,9.6,8.7,8.2
715,Fiji2012,80.5,74.26,7,7.9,7.6,7,7.7,7.3,8.8,5.2,7,5.1,3.3,6.6
716,Finland2012,20,90.73,1.3,1.2,1.4,2.9,1.3,2.6,0.8,1.8,1.4,2.2,1.9,1.2
717,France2012,33.6,87,2.2,1.9,5.6,3.9,4.6,1.8,1.9,1.8,2.7,3,2.5,1.7
718,Gabon2012,74.6,67,5.7,7.1,3.3,5.7,7.6,5.8,7.8,6.9,6.8,6.5,5.9,5.5
719,Georgia2012,84.8,62.27,7.6,9.1,8.3,6.3,6.6,5.2,8.5,5.7,6.7,5.5,7.2,8.2
720,Germany2012,31.7,84.7,2.5,2.1,4.4,2.6,4.1,2.5,1.7,1.8,2,2.5,3.9,1.7
721,Ghana2012,67.5,56.97,3.3,4.7,5.2,6,6.2,7.6,4.8,7.6,4.5,6.7,5.2,5.7
722,Greece2012,50.4,83.88,4,2.5,4.8,5.9,4.6,4.7,5.4,4.2,3.3,3.8,2.3,4.8
723,Grenada2012,65,60.81,5.3,5.6,3.9,6,6.2,8.2,6.2,3.9,4,5.5,2.9,7.4
724,Guatemala2012,79.4,68.87,7.3,6,7.1,6.1,7.6,6.8,6.8,6.7,6.7,7,5.9,5.4
725,Guinea2012,101.9,52.77,9.4,9.2,7.9,8.9,8.1,8,9.5,8.6,8.7,8.3,8,7.3
726,Guyana2012,71.4,69.77,6.1,5.1,6.2,6.1,7.1,8.6,6.5,5.7,4.7,6.1,3.5,5.7
727,Haiti2012,104.9,41.26,8.2,9,7,9.5,8.6,8.8,9.3,9.3,7.7,9.5,8.1,9.7
728,Honduras2012,78.5,68.23,7,6.3,5.6,7.2,8.1,6.9,7,6.7,6.2,7.3,3.6,6.6
729,Hungary2012,48.3,81.55,2.6,4.7,3.8,5.9,5.2,4.2,5.8,3.4,3.2,2.8,2.8,4
730,Iceland2012,29.1,89.57,1.3,1.8,1,5.7,1.9,3.1,1.7,1.9,1.6,1.9,1.3,5.7
731,India2012,78,53.98,7.5,6.8,7.9,5.5,8.4,5.9,5.5,6.9,5.8,7.3,5.5,5
732,Indonesia2012,80.6,64.42,7.1,7,7.1,6,7.2,6.6,6.7,6.2,6.8,7.4,6.3,6.2
733,Iran2012,89.6,64.22,8.3,9.3,8.6,6.4,6.7,6.4,8.8,5.3,8.9,5.8,7.6,7.4
734,Iraq2012,104.3,60.7,9.9,9.6,9.7,7.7,8.7,8.6,8.4,7.8,8.3,8,8.5,9
735,Ireland2012,26.5,87.89,1.7,1.4,1.6,3.8,2.7,3,2.2,2.2,1.3,2.5,1.7,2.4
736,Italy2012,45.8,83.99,4.9,4.8,5,4.6,3.8,2.9,5,2.7,3.2,3.3,3.6,2
737,Jamaica2012,65.8,76.88,6.2,3.7,4,6.6,6.2,7,6.4,5.6,5.2,5.9,3.1,6
738,Japan2012,43.5,80.68,2,2.6,3.8,4,2,2.1,2.5,5,3.2,8.3,4,4
739,Jordan2012,74.8,69.34,5.7,6.3,7,6.4,6.8,4.4,6.3,4.6,7.1,6.5,7.3,6.5
740,Kazakhstan2012,70.9,72.17,6.3,7.7,6.5,6.5,5.6,3.5,7.5,5.4,7.1,5.6,3.5,5.6
741,Kenya2012,98.4,60.72,7.6,9,8.9,7.3,8.2,7.7,8.6,8.1,7.4,8.9,8.4,8.4
742,Kuwait2012,58.8,58.14,4.7,7.2,4.6,3.7,5.6,4,6.5,2.9,6.5,4.9,3.5,4.7
743,Kyrgyz Republic2012,87.4,72.41,7.4,8.3,8.4,7.9,7.3,6.7,8.7,5.4,7.8,6.5,5.3,7.6
744,Laos2012,85.5,48.48,6.9,8.6,6.3,6.7,5.8,7.1,8.3,7.4,8.2,7.8,5.5,6.9
745,Latvia2012,51.9,85.39,3.6,4.3,5.2,5.3,5.4,4.5,4.8,3.7,3.5,3.9,3.6,4.1
746,Lebanon2012,85.8,68.59,8.4,9.1,8.4,5.5,6.5,6.3,7.5,5.5,6.5,6.2,8.2,7.7
747,Lesotho2012,79,43.65,5.5,7,4.7,8.6,6.4,6.5,6.3,8,5.7,8.7,4.6,6.9
748,Liberia2012,93.3,42.13,7,8.4,6.5,8.6,7.7,6.7,6.9,8.8,6.1,8.4,8.9,9.3
749,Libya2012,84.9,61.75,9,8,7,5.5,7,3.9,8.1,7.6,9,5.8,5.1,9
750,Lithuania2012,44.2,83.06,2.8,2.8,4,5,5.4,4.4,3.5,3.1,2.9,3.8,2.9,3.5
751,Luxembourg2012,25.5,87.9,2.3,3.4,2.8,1.8,1.8,1.8,2.2,1.6,1.3,2,2.1,2.3
752,Macedonia2012,69.1,76.03,5.7,6.7,7.6,5.9,6.5,6.4,6.4,4.2,4.6,4.2,4.9,5.9
753,Madagascar2012,82.5,34.85,6.9,7.8,5.2,7.9,7.6,5.2,7.3,8.3,6,8,4.4,8
754,Malawi2012,88.8,45.7,5.1,7.6,5.7,8.5,7.7,7.8,8,7.9,7.1,8.8,6.2,8.4
755,Malaysia2012,68.5,78.12,6.3,6.8,6.4,4.6,6.4,4.4,6.5,4.8,7.4,5.7,4.5,4.7
756,Maldives2012,75.1,56.57,5.7,7.6,4.9,6.4,4.7,6.5,7.9,6.6,7.5,5.7,5.6,6.1
757,Mali2012,77.9,38.94,7.1,4.5,6,7.5,6.4,7.3,5.3,8,4.6,8.8,5.5,7
758,Malta2012,43.8,87.21,3.7,2,4,3.8,3.8,4.4,4,2.6,3.2,3.1,5.1,4.1
759,Mauritania2012,87.6,43.95,7.7,8.1,7.5,7.6,6.3,5.4,7.6,7.9,7.3,8,6.5,7.6
760,Mauritius2012,44.7,71.71,3.6,3.2,3.5,4.2,5.1,3.3,4.4,3.9,3.8,3.6,1.9,4.3
761,Mexico2012,73.6,73.09,7.7,5.2,5.8,5.7,7.5,6.2,6.6,6.1,6.2,6,4.2,6.4
762,Moldova2012,78.7,75.16,7.5,8,6.3,6.2,6.2,7.2,7.4,6,6.2,5.8,4.7,7.2
763,Mongolia2012,58.7,63.87,4.7,5.5,3.7,5.2,6,2.2,5.6,5.6,5.7,5.8,1.9,6.8
764,Montenegro2012,55.5,76.72,4.9,6.2,6.5,4.9,3.8,2.7,4.5,3.9,4.7,4.2,4.2,5
765,Morocco2012,76.1,70.97,6.6,6.6,6.8,5.6,7.2,6.7,6.6,6.2,6.4,6.1,6.2,5.2
766,Mozambique2012,82.4,39.15,6.8,5.6,4.9,7.9,7.7,7.5,7.3,8.3,6.7,8.9,4.3,6.5
767,Myanmar2012,96.2,49.15,7.5,8.6,8.7,7.6,8.7,5.7,9.4,8.4,8.6,7.9,8.2,6.9
768,Namibia2012,71,69.81,5.2,3.5,5.6,6.4,8.5,6.8,4.4,6.6,5.2,7.1,5.3,6.3
769,Nepal2012,93,48.95,7.5,8.2,9,7.6,8.4,5.6,8,7.4,8.2,7.9,7.7,7.4
770,Netherlands2012,28.1,80.82,1.7,2.4,4.1,3.3,2.6,2.5,1,1.8,1.3,2.9,2.7,1.8
771,New Zealand2012,25.6,90.11,1.4,1.1,3.8,3.9,3.7,2.7,0.8,2.1,1.5,2.4,1.4,0.8
772,Nicaragua2012,79.6,63.54,5.9,6.8,6.2,6.9,8.2,7.5,7.4,7,5.7,6.5,4.3,7
773,Niger2012,96.9,35.05,8.2,8.6,7.7,8.6,7.6,6,8.4,9.2,7.9,9.3,6.9,8.4
774,Nigeria2012,101.1,55.29,9.2,9.8,9.7,7.5,8.9,7.6,9.1,9.1,8.6,8.4,6.5,6.6
775,Norway2012,23.9,87.28,3,1.2,3.6,2.4,1.8,1.5,0.8,1.7,2.2,2.3,1.8,1.6
776,Oman2012,51.7,58.72,5.6,6.6,2.7,4.3,3.3,1.5,6.2,4.7,7.2,5.1,1.8,2.7
777,Pakistan2012,101.6,51.3,9.3,9.1,9.6,7.2,8.2,7.2,8.3,7,8.6,8.5,9,9.4
778,Panama2012,56.1,77.75,5.4,2.5,4.9,4.3,7.5,4.8,4.6,5.1,4.4,5.8,3.6,3.3
779,Papua New Guinea2012,83.7,45.64,6.3,7.1,6.9,6.6,8.8,7.2,7.6,8.6,6.1,7.4,4.8,6.1
780,Paraguay2012,70.9,69.1,6.1,7.7,6.2,5.6,8.3,5.2,7.6,5.8,6.1,6,2.2,4.2
781,Peru2012,73.5,71.9,6.9,6.6,7.1,4.6,8,6.4,7.1,6.6,4.9,6.1,4.4,4.8
782,Philippines2012,83.2,72.34,8.4,8,7.6,5.3,6.8,6.5,7.9,6.3,7,7.3,6.2,5.8
783,Poland2012,44.3,79.14,2.8,3.6,3.8,4,4.4,5.3,3.7,3.1,3.2,3.8,3,3.6
784,Portugal2012,34.2,88.03,1.9,1.4,2.3,5.3,3.7,2.9,2,3.8,3,3.1,1.8,3
785,Qatar2012,48,69,2.8,5,4.9,3.2,4.8,2.8,5.9,2.3,5.3,4.2,2.4,4.3
786,Romania2012,59.5,79.31,4.4,5.2,6,6,5.6,5,6.3,4.4,4.2,4.6,2.9,4.9
787,Russia2012,77.1,82.15,8.2,8,7.9,4,7.3,5.4,7.9,5,8.1,6,5,4.3
788,Rwanda2012,89.3,50.16,5.5,7.9,8.5,6.8,7.4,7,6.8,7.5,8,8.6,7.6,7.7
789,Samoa2012,68.5,68.33,5.5,5.1,4.8,5.4,6.3,8.6,6,4.8,4.4,6.7,2.6,8.3
790,Sao Tome and Principe2012,73.9,45.51,5.8,6.3,4.8,7.4,6.1,7.6,6.7,6.7,4.6,6.8,4,7
791,Saudi Arabia2012,73.4,69.45,7.2,7.9,7.7,3.4,6.7,2.9,7.6,4.3,8.6,5.8,5.5,5.9
792,Senegal2012,79.3,64.32,6.3,6.3,6,6.9,6.9,6.3,6,7.5,6.5,7.8,6.7,6
793,Serbia2012,75,75.06,6.4,8,7.9,6.2,6.2,4.7,6.6,4.6,5.8,5,6.3,7.3
794,Seychelles2012,65.1,67.57,6.1,5.7,4.8,4.9,6.9,5.2,6.3,3.8,5.5,5.5,3.6,6.8
795,Sierra Leone2012,90.4,42.6,5.7,7.9,6.2,8.3,8.2,7.7,7.6,8.7,6.4,8.9,7.8,7.1
796,Singapore2012,35.6,90,1.8,4,3,3.3,3.7,3.1,3.5,2.2,5,2.6,0.9,2.5
797,Slovenia2012,34,86.16,2.8,1.6,3.3,3.5,4.4,3.5,2.7,2.4,2.8,2.8,1.5,2.6
798,Solomon Islands2012,85.6,44.24,6.7,8,6.8,7.9,8.3,5.4,7.6,7.8,6.2,7.6,4.8,8.5
799,Somalia2012,114.9,26.05,10,9.8,9.6,9.7,8.1,8.6,9.9,9.8,9.9,9.8,10,9.8
800,South Africa2012,66.8,68.03,4.8,5.9,5.6,5.6,8.2,4,5.2,5.8,4.5,8.1,6.4,2.8
801,South Korea2012,37.6,70.9,2,3.6,3.4,2.3,2.6,4.2,3.2,2.2,2.8,3,2.5,5.7
802,Spain2012,42.8,87.81,4.4,5.6,5.7,5,4.4,2.3,2.6,2.9,2.5,3.1,2.6,1.7
803,Sri Lanka2012,92.2,64.78,8.2,9.2,9.1,5.6,8.1,7.1,8.1,5.8,8.7,7.1,8.7,6.5
804,Sudan2012,109.4,41.43,9.7,9.9,10,7.3,8.8,8.3,9.5,8.5,9.4,8.4,9.9,9.5
805,Suriname2012,71.2,70.62,5.8,5.8,6.1,6.6,7.5,7.3,6.4,5,5.3,5.8,3.2,6.4
806,Swaziland2012,83.5,59.72,6.3,7,3.6,8.3,7,5.8,8.6,7.7,8.3,8.9,4.6,7.4
807,Sweden2012,21.3,89.36,2.5,1.8,1,1.6,1.9,1.8,0.8,1.8,1.6,2.6,2.6,1.3
808,Switzerland2012,23.3,87.78,1.7,1,3.2,2.2,2.6,2.2,0.9,1.7,2,2.4,1.8,1.7
809,Syria2012,94.5,63.2,8.5,8.7,9.2,6.3,7.5,6,9.5,7,9.4,5.5,9,7.9
810,Tajikistan2012,85.7,71.85,7.1,8.3,6.9,7.7,6.5,5.7,8.8,6.6,8.5,7.3,5.6,6.7
811,Tanzania2012,80.4,55.81,5.8,5.7,5.8,6.9,5.9,6.1,6.5,8.5,6.5,8.2,7.1,7.4
812,Thailand2012,77,69.79,7.3,8.8,7.8,4,6.9,4,6.5,4.7,7.2,8.2,6.7,4.9
813,Timor-Leste2012,92.7,53.73,8.3,8.3,6.8,8,7,6.1,8.5,8.4,6.3,8.4,7.7,8.9
814,Togo2012,87.5,43.66,7.3,7.5,5.1,7.7,7.6,6.9,8.2,8.2,7.4,8.1,6.8,6.8
815,Trinidad and Tobago2012,64.4,76.39,6,5.6,4.4,4.7,6.6,7.7,5.9,5.1,5.5,5.5,2.9,4.5
816,Tunisia2012,74.2,76.36,7.5,7.8,5.6,5.5,6.3,5.2,7.8,5,8.3,5.2,4,6
817,Turkey2012,76.6,65.64,7.7,7.5,8.6,5.6,7.1,4.2,6.2,6,5.3,6,6.5,5.9
818,Turkmenistan2012,77.4,71.16,7.2,7.7,6.4,5.7,6.8,4.8,9,6.4,8.4,6.2,3.9,4.9
819,Uganda2012,96.5,55.88,8.3,8.7,7.7,7.5,8.1,6.9,8,8.6,7.8,8.8,8.2,7.9
820,Ukraine2012,67.2,77.27,4.3,8,6.2,5.7,5.6,6,7.7,3.9,5.4,5,2.9,6.5
821,United Arab Emirates2012,48.9,70.52,3.2,3.6,4.3,3.9,5.1,2.7,6.4,3.1,5.9,4.1,2.8,3.8
822,United Kingdom2012,35.3,88.44,3,3.6,4.7,3.7,3.9,2.4,1.9,2.6,2.1,2.8,3,1.6
823,Uruguay2012,40.5,74.33,4,2.7,2.7,3.8,4.6,5,2.2,3.4,2.6,4.1,1.8,3.7
824,Uzbekistan2012,87.5,66,8.2,8.7,7.7,7.1,7.9,6,8.7,5.7,9.1,7,5.7,5.7
825,Venezuela2012,77.3,77.75,6.7,7.3,6.7,5.9,7.2,6.1,7.9,6.3,7.7,5.7,4.5,5.2
826,Yemen2012,104.8,48.09,9.7,9.8,9,8.7,8.4,7,9.1,9,8.4,8.8,8.7,8.3
827,Zambia2012,85.9,63.4,5.3,6,6.3,8.1,7.7,7.1,8,7.7,6.4,9.1,7.3,7
828,Zimbabwe2012,106.3,58.82,8.7,9.8,8.7,8.9,8.9,9,9.4,9.1,8.9,9,8.4,7.5
829,Afghanistan2011,107.5,37.33,9.8,9.4,9.3,8,8.4,7.2,9.7,8.5,8.8,9.1,9.3,10
830,Albania2011,66.1,69.42,5.4,6.3,5.1,5.9,5.4,6.8,6.4,5,5,5.5,3.1,6.3
831,Algeria2011,78,71.35,7.2,6.8,7.8,5.2,6.8,5.7,7.1,6.1,7.5,6.4,6.1,5.3
832,Angola2011,84.6,49.06,6.2,7,6.2,4.5,8.8,5.9,8.5,8.2,7.5,8.6,6.6,6.7
833,Antigua and Barbuda2011,59.9,66.4,4.9,3.7,4.1,5.1,5.9,7.6,5.8,4.3,4.5,5.2,3,5.8
834,Argentina2011,46.8,79.61,2.7,3,4.9,4.4,6,3.5,4,3.5,4,4.4,2.6,3.8
835,Armenia2011,72.3,77.97,5.2,7,6,5.3,6.2,6.6,6.6,5,6.5,5.5,6.6,5.8
836,Australia2011,28.1,87.7,1.7,1.6,3.6,2.9,3.9,1.6,1.6,1.8,1.9,3.3,2.8,1.4
837,Austria2011,27.3,84.99,1.1,2.4,3.8,2.3,4.4,1.6,1.2,1.6,1.5,2.6,2.6,2.2
838,Azerbaijan2011,81.9,81.87,7,7.8,7.5,5.5,6.9,5.4,7.7,5.7,7.2,5.8,7.9,7.5
839,Bahrain2011,59,68.27,4.8,6.6,6.8,3.4,6,3.1,6.9,2.7,5.9,4.5,2.9,5.3
840,Bangladesh2011,94.4,42.05,7.9,8.9,9.2,7.7,8.4,8.1,8,8,7.1,8.3,6.5,6.2
841,Barbados2011,52.8,54.05,4.2,4.2,4.4,5,6.3,6.8,3.9,2.9,2.5,4.3,2.9,5.4
842,Belarus2011,77.6,80.74,6.3,8,6.8,6.2,6.3,4.5,8.8,5.8,8,6.3,3.6,7
843,Belgium2011,34.1,78.64,2,4,4.4,3.6,4.4,1.6,2.7,2.5,1.6,2.5,2.1,2.6
844,Belize2011,67.7,73.49,5.5,4.3,4.4,5.7,6.8,7,6,5.8,3.8,6.7,5.4,6.3
845,Benin2011,80,41.32,6,5,3.9,7.9,7.2,6.6,6.7,8.5,5.7,8.1,7.1,7.3
846,Bhutan2011,85,61.58,6.2,7.5,7.8,6.9,8.2,6.8,6.6,6.9,7.6,6.6,6.9,7
847,Bolivia2011,82.9,70.58,6.5,8,7.7,6.5,8.9,6.4,6.8,7.1,6.3,7.2,4.6,6.9
848,Bosnia and Herzegovina2011,80.9,61.32,7,9.2,8.4,5.2,6.8,5.9,7.6,5,6.1,5,6.8,8
849,Botswana2011,67.9,69.67,4.1,3.3,4.5,6.3,7.4,5.6,5,6,5,8.9,6.4,5.4
850,Brazil2011,65.1,79.05,6.5,4.9,6.5,3.9,8.5,4.5,5.9,5.8,5.1,6.1,3.5,3.9
851,Brunei Darussalam2011,65.8,65.04,5.6,7.4,6.2,3.4,7.8,4.1,7.7,3.2,6.7,5.1,3.9,4.7
852,Bulgaria2011,59,80.62,4.9,5.3,4.3,5.3,5.7,5.5,5.9,4.6,4.3,4.1,3.6,5.5
853,Burkina Faso2011,88.6,42.38,7,7.3,5.5,8,8.5,6.3,7.7,8.7,6.4,8.9,6.2,8
854,Burundi2011,98.6,41.59,7.7,8.2,8.2,8.5,8.1,6.2,8.2,8.8,8,9.1,8.7,9
855,Cambodia2011,88.5,49.65,6.2,8,7.2,7.2,6.8,7.6,8.5,8.4,8,7.7,5.6,7.4
856,Cameroon2011,94.6,52.28,7.8,8.5,7.8,7,8.4,7.8,8.8,8.3,8.1,8,7.3,6.8
857,Canada2011,27.7,84.34,1.5,2.5,3.3,2.4,4.1,2.4,1.2,1.9,1.6,2.9,2.5,1.4
858,Cape Verde2011,75.8,52.17,5.7,5.7,4.2,6.3,6.3,8.3,6.9,6.9,5.7,7.3,4.3,8.2
859,Central African Republic2011,105,43.84,9.7,9.1,8.6,8.1,8.9,5.8,9.1,9,8.6,8.9,9.6,9.6
860,Chad2011,110.3,36.58,9.2,9.8,9.4,8.5,8.9,8,9.8,9.6,9.3,9.2,9.5,9.1
861,Chile2011,40.7,78.71,2.5,1.4,3.5,4.6,5,2.8,2.1,4.3,3.3,5,3,3.3
862,China2011,80.1,65.25,5.7,6.9,7.9,4.4,8.6,5.6,7.9,6.6,8.8,8.2,6.2,3.3
863,Colombia2011,87,76.7,7.5,8,7.5,4.1,8.6,7.9,7.5,5.6,7.2,6.7,8.7,7.7
864,Comoros2011,83.8,46.46,7.5,8,5.3,7.6,5.8,6.6,8,8.2,6.6,7.5,4,8.7
865,Costa Rica2011,50.6,80.81,2.5,3.5,4.1,4.9,6.5,4.1,3.5,4.2,3,5.1,4.3,4.9
866,Cote d'Ivoire2011,102.8,58.48,8.6,9.1,8.7,7.7,8,7.9,9.5,8.4,8.6,8.1,8.5,9.7
867,Croatia2011,57.3,82.94,4.4,4.7,5.5,5.9,5,4.9,4.4,3.4,4.3,4.3,5.5,5
868,Cuba2011,76.6,78.01,6.9,6.9,5.1,6,6.3,6.9,6.6,5.3,7.4,6.3,5.4,7.5
869,Cyprus2011,67.6,79.4,5.3,7.9,7.6,5,7.3,5.3,5,3.3,3.3,4.4,4.4,8.8
870,Czech Republic2011,42.4,84.53,2.1,3.8,3.8,4.6,3.8,4,3.7,3.9,3,3,2.8,3.8
871,Denmark2011,23.8,88.99,1.5,1,3.3,2.5,1.7,2.1,1.2,1.6,1.3,2.9,2.1,2.6
872,Djibouti2011,82.6,39.07,6.2,7.5,6.2,6,6.8,5.2,7.2,7.2,7,7.8,7.2,8.3
873,Dominican Republic2011,76.9,75.69,5.8,6.8,6.1,5.6,7.5,7.9,5.8,6.8,6.3,6.5,5.5,6.2
874,Ecuador2011,82.2,67.92,7,8.2,6.9,6.3,7.7,7.1,7.5,7.2,5.7,5.9,6.4,6.3
875,Egypt2011,86.8,66.06,6.8,8,8.3,6.5,7.4,5.7,8.6,5.9,8.3,7.1,6.4,7.8
876,El Salvador2011,76,69.13,7,4.3,5.8,6.3,7.6,7.1,6.5,6.9,6.7,7.6,5.3,4.9
877,Equatorial Guinea2011,88.1,69.06,8.1,8.2,6.6,4.5,9.1,7.2,9.6,8.1,9.4,8.5,2.7,6
878,Eritrea2011,93.6,33.62,7.7,8.1,6.1,8.3,6.5,7.4,8.5,8.4,8.9,8.3,6.8,8.5
879,Estonia2011,49.3,87.85,2.9,5.5,5.4,4.3,4.9,4.5,4.1,2.9,3,4.1,3.9,3.9
880,Ethiopia2011,98.2,41.34,7.9,9,8.4,7.7,8.2,7.2,7.5,8.4,8.5,9.1,8.2,8.1
881,Fiji2011,81.1,73.52,7,7.9,7.6,7,7.7,6.9,8.6,5.5,6.5,5.9,3.9,6.6
882,Finland2011,19.7,90.52,1,1.2,1.7,2.8,1.3,2.5,1,1.5,1.1,2,2.1,1.5
883,France2011,34,86.61,1.9,1.9,5.9,3.5,4.9,1.8,1.6,1.9,2.5,3.3,2.8,2
884,Gabon2011,75.3,67.09,5.7,7.1,3.3,5.5,7.9,6.1,7.5,6.7,6.7,6.8,6.2,5.8
885,Georgia2011,86.4,61.85,7.9,9,8,6,6.9,5.5,8.4,6,6.9,5.8,7.5,8.5
886,Germany2011,33.9,84.47,2.2,2.1,4.7,2.9,4.4,2.6,1.9,2,2,2.9,4.2,2
