,EPI,FSI,country,fragile
523,49.59,88.0,Cambodia2013,0.9205498931548043
524,54.49,93.5,Cameroon2013,0.9762743180218536
525,84.56,26.0,Canada2013,0.0517619572090285
526,50.65,73.7,Cape Verde2013,0.6648333178363265
527,44.43,105.3,Central African Republic2013,0.999906703035417
528,35.89,109.0,Chad2013,0.9963372233894733
529,78.33,42.3,Chile2013,0.06885891736138931
530,65.21,80.9,China2013,0.5023867975495955
531,77.14,83.8,Colombia2013,0.5397237418409743
532,46.11,84.0,Comoros2013,0.8049821611450758
533,80.4,48.7,Costa Rica2013,0.08794641657980573
534,58.37,103.5,Cote d'Ivoire2013,1.6185903275091915
535,81.72,54.1,Croatia2013,0.16674923294145555
536,77.55,72.8,Cuba2013,0.33208310314825523
537,79.04,67.0,Cyprus2013,0.22947097195816715
538,83.8,39.9,Czech Republic2013,0.07648901007011817
539,87.57,21.9,Denmark2013,0.04082612813001862
540,38.85,85.5,Djibouti2013,0.9372931388110991
541,75.65,73.2,Dominican Republic2013,0.33370079758007054
542,68.39,78.6,Ecuador2013,0.4183041837210101
543,65.69,90.6,Egypt2013,0.7478333044189883
544,70.15,73.2,El Salvador2013,0.3311919576886084
545,69.38,86.1,Equatorial Guinea2013,0.5577568320326223
546,33.26,95.0,Eritrea2013,0.9338436353220891
547,87.9,45.3,Estonia2013,0.11581347489406771
548,42.08,98.9,Ethiopia2013,0.9725960540135242
549,73.85,80.8,Fiji2013,0.46109595385452673
550,90.59,18.0,Finland2013,0.032056816391223666
551,86.7,32.6,France2013,0.0705631646979666
552,66.93,72.9,Gabon2013,0.3197894393501751
553,61.43,84.2,Georgia2013,0.547471376568612
554,83.1,29.7,Germany2013,0.06343830302499262
555,56.62,69.1,Ghana2013,0.26318327775180306
556,83.34,50.6,Greece2013,0.10104653119702044
557,60.84,64.6,Grenada2013,0.20275155206586834
558,68.8,80.7,Guatemala2013,0.4734320477603884
559,52.8,101.3,Guinea2013,0.9544960928470516
560,70.24,70.8,Guyana2013,0.278928960578537
561,41.08,105.8,Haiti2013,0.936412287733359
562,68.05,78.3,Honduras2013,0.39053300142255293
563,80.52,47.6,Hungary2013,0.11564267859840965
564,90.06,24.7,Iceland2013,0.032607763977828816
565,53.74,77.5,India2013,0.8929573876736336
566,64.45,78.2,Indonesia2013,0.42370609226973804
567,63.85,89.7,Iran2013,0.6834704937418707
568,60.26,103.9,Iraq2013,1.4115065347856675
569,87.83,24.8,Ireland2013,0.03799548093288605
570,83.46,44.6,Italy2013,0.11624969785827426
571,77.01,65.6,Jamaica2013,0.20640594142771315
572,80.6,36.1,Japan2013,0.059103718432532086
573,69.57,75.7,Jordan2013,0.4019662615332338
574,71.69,69.8,Kazakhstan2013,0.2982577822411324
575,60.64,99.6,Kenya2013,1.49814448046172
576,62.85,59.6,Kuwait2013,0.24434884138271187
577,72.24,85.7,Kyrgyz Republic2013,0.5865991717004178
578,48.35,83.7,Laos2013,0.9588597375225
579,85.1,47.9,Latvia2013,0.12061623550667011
580,67.78,86.3,Lebanon2013,0.6028372649002958
581,43.23,79.4,Lesotho2013,0.8041549857599234
582,42.0,95.1,Liberia2013,0.9211085883985943
583,61.35,84.5,Libya2013,0.5068237927160503
584,82.9,43.0,Lithuania2013,0.08481947352520314
585,86.12,23.3,Luxembourg2013,0.04884412446113801
586,73.52,68.0,Macedonia2013,0.2993520954515195
587,35.13,82.7,Madagascar2013,0.8372847118384553
588,45.98,89.2,Malawi2013,0.8647011963863104
589,77.48,66.1,Malaysia2013,0.28509943775339014
590,57.08,75.4,Maldives2013,0.3892359072587029
591,38.92,89.3,Mali2013,0.8505404535222261
592,87.52,42.4,Malta2013,0.10909522890294376
593,43.74,91.7,Mauritania2013,0.9516557273906214
594,71.17,44.5,Mauritius2013,0.08281558275123668
595,73.28,73.1,Mexico2013,0.30037313910733127
596,74.22,76.5,Moldova2013,0.38380760866091057
597,65.36,57.8,Mongolia2013,0.12354584951442531
598,75.57,54.4,Montenegro2013,0.1601172311783635
599,71.01,74.3,Morocco2013,0.37797799992169845
600,39.03,82.8,Mozambique2013,0.799413655693948
601,48.28,94.6,Myanmar2013,1.074180169051743
602,69.09,70.4,Namibia2013,0.25759067961347115
603,48.97,91.8,Nepal2013,1.0285405019014182
604,80.41,26.9,Netherlands2013,0.0486120619145158
605,89.85,22.7,New Zealand2013,0.03808410029385632
606,63.33,79.2,Nicaragua2013,0.4200203084006115
607,35.2,99.0,Niger2013,0.9527142647575779
608,55.07,100.7,Nigeria2013,1.3681774563787845
609,87.46,21.5,Norway2013,0.044047501667473156
610,59.22,52.0,Oman2013,0.14768074917090057
611,51.02,102.9,Pakistan2013,1.0142491624424137
612,77.9,55.8,Panama2013,0.14151544225513274
613,45.73,84.9,Papua New Guinea2013,0.8202565259143583
614,68.92,71.8,Paraguay2013,0.30152099955928113
615,71.81,72.3,Peru2013,0.3220058447574877
616,72.16,82.8,Philippines2013,0.5300866147815517
617,77.96,40.9,Poland2013,0.09060671204840859
618,88.46,32.6,Portugal2013,0.04303050241071422
619,69.02,47.1,Qatar2013,0.13762909425512682
620,79.24,57.4,Romania2013,0.16571938120224236
621,81.73,77.1,Russia2013,0.4806523535452742
622,49.71,89.3,Rwanda2013,0.9565183306324636
623,68.18,68.7,Samoa2013,0.2289543883274662
624,45.63,74.6,Sao Tome and Principe2013,0.6858536872942234
625,69.25,72.7,Saudi Arabia2013,0.39436412028713497
626,63.72,81.4,Senegal2013,0.5807483360233945
627,73.38,74.4,Serbia2013,0.36646595607449584
628,67.22,64.0,Seychelles2013,0.20574694065306498
629,42.92,91.2,Sierra Leone2013,0.8873151211049343
630,89.69,34.0,Singapore2013,0.07969095105367906
631,84.59,32.3,Slovenia2013,0.06000854881135725
632,44.12,85.2,Solomon Islands2013,0.8695923055809539
633,25.65,113.9,Somalia2013,0.9838959191959774
634,67.82,67.6,South Africa2013,0.2540298739564725
635,70.71,35.4,South Korea2013,0.06644107782342566
636,87.4,44.4,Spain2013,0.10580353428712691
637,64.8,92.9,Sri Lanka2013,0.7740537097681729
638,41.1,111.0,Sudan2013,1.0073746260839582
639,69.84,71.2,Suriname2013,0.2815610033546802
640,59.51,85.6,Swaziland2013,0.7803733545537431
641,88.86,19.7,Sweden2013,0.034975606743492337
642,87.39,21.5,Switzerland2013,0.04122004041488503
643,62.34,97.4,Syria2013,0.8958033896433739
644,71.7,85.2,Tajikistan2013,0.6119706293169235
645,55.33,81.1,Tanzania2013,0.5966173769567743
646,69.42,75.1,Thailand2013,0.4076296116153294
647,53.62,91.5,Timor-Leste2013,0.9013601335114177
648,43.26,87.8,Togo2013,0.891635037597729
649,75.84,62.6,Trinidad and Tobago2013,0.2163698806900155
650,75.72,76.5,Tunisia2013,0.4133200190430454
651,64.49,75.9,Turkey2013,0.39385063050304914
652,71.02,76.7,Turkmenistan2013,0.41810161114703
653,55.77,96.6,Uganda2013,1.312445062580833
654,76.74,65.9,Ukraine2013,0.2639949732834872
655,69.75,47.3,United Arab Emirates2013,0.132575249517303
656,88.54,33.2,United Kingdom2013,0.06786448832556753
657,74.12,38.4,Uruguay2013,0.0637241569726678
658,64.19,86.9,Uzbekistan2013,0.6329783101494285
659,77.29,75.3,Venezuela2013,0.3831334394709579
660,47.46,107.0,Yemen2013,0.9803523460147371
661,63.38,86.6,Zambia2013,0.8399760123498448
662,58.52,105.2,Zimbabwe2013,2.2187932084891693
663,37.95,106.0,Afghanistan2012,0.9914013888080554
664,70.01,66.1,Albania2012,0.24178749521972767
665,71.5,78.1,Algeria2012,0.43982606071021146
666,49.25,85.1,Angola2012,0.9728303200617602
667,66.33,58.9,Antigua and Barbuda2012,0.17322649040778276
668,79.58,46.5,Argentina2012,0.0958506206061995
669,79.45,72.2,Armenia2012,0.351965962205559
670,87.84,29.2,Australia2012,0.05131629779793455
671,85.7,27.5,Austria2012,0.052420917389305176
672,82.15,79.8,Azerbaijan2012,0.4617117180633049
673,68.38,62.2,Bahrain2012,0.26087918351721057
674,42.26,92.2,Bangladesh2012,0.9307627859652076
675,53.91,52.0,Barbados2012,0.6254004182061852
676,79.68,76.6,Belarus2012,0.37035868128392274
677,78.89,33.5,Belgium2012,0.061438272285995
678,73.92,67.2,Belize2012,0.22302529893025472
679,41.53,78.6,Benin2012,0.807342625566263
680,61.84,82.4,Bhutan2012,0.5175162049420123
681,70.72,82.1,Bolivia2012,0.47873678291740757
682,60.67,77.9,Bosnia and Herzegovina2012,0.42658100987522696
683,69.74,66.5,Botswana2012,0.2228780358257055
684,79.29,64.1,Brazil2012,0.20946339443662138
685,65.77,64.1,Brunei Darussalam2012,0.29270555983304136
686,80.94,56.3,Bulgaria2012,0.15417762827801806
687,42.46,87.4,Burkina Faso2012,0.880780739702425
688,41.61,97.5,Burundi2012,0.97357667556608
689,50.16,88.7,Cambodia2012,0.8998974446016007
690,54.77,93.1,Cameroon2012,0.9570349382868052
691,84.61,26.8,Canada2012,0.05021903505603798
692,51.37,74.7,Cape Verde2012,0.6756900847364532
693,44.48,103.8,Central African Republic2012,1.0032036752954416
694,36.72,107.6,Chad2012,1.0010512561840692
695,79.23,43.5,Chile2012,0.07068886432095796
696,65.44,78.3,China2012,0.45607663829565054
697,77.11,84.4,Colombia2012,0.5463701839496117
698,46.44,83.0,Comoros2012,0.802136320305258
699,80.85,49.7,Costa Rica2012,0.09259692294202597
700,58.46,103.6,Cote d'Ivoire2012,1.5734706113959636
701,83.31,56.3,Croatia2012,0.17378685850668155
702,78.17,73.1,Cuba2012,0.3324526815769483
703,79.65,66.8,Cyprus2012,0.23204128725029002
704,84.37,39.5,Czech Republic2012,0.07409945046332964
705,88.92,23.0,Denmark2012,0.03869153169866501
706,39.27,83.8,Djibouti2012,0.9415232208602697
707,75.79,74.1,Dominican Republic2012,0.3437403193948069
708,68.37,80.1,Ecuador2012,0.451165612476271
709,66.65,90.4,Egypt2012,0.707766125419209
710,69.71,74.4,El Salvador2012,0.34841329320073666
711,69.34,86.3,Equatorial Guinea2012,0.5613577676756805
712,34.78,94.5,Eritrea2012,0.9259087138463149
713,88.16,47.5,Estonia2012,0.12413382808289809
714,41.81,97.9,Ethiopia2012,0.9640268290441133
715,74.26,80.5,Fiji2012,0.4520530090027946
716,90.73,20.0,Finland2012,0.03453201399181103
717,87.0,33.6,France2012,0.06897148191139787
718,67.0,74.6,Gabon2012,0.34849043176085837
719,62.27,84.8,Georgia2012,0.5538936697748937
720,84.7,31.7,Germany2012,0.07045169267503687
721,56.97,67.5,Ghana2012,0.2413170271427861
722,83.88,50.4,Greece2012,0.10586911983125158
723,60.81,65.0,Grenada2012,0.2030391283866359
724,68.87,79.4,Guatemala2012,0.446151251490503
725,52.77,101.9,Guinea2012,0.9561318054398428
726,69.77,71.4,Guyana2012,0.28957387944755164
727,41.26,104.9,Haiti2012,0.9325027192366163
728,68.23,78.5,Honduras2012,0.39965297148310097
729,81.55,48.3,Hungary2012,0.11233300055816038
730,89.57,29.1,Iceland2012,0.0338554004665374
731,53.98,78.0,India2012,0.8791859264082404
732,64.42,80.6,Indonesia2012,0.47445367377823366
733,64.22,89.6,Iran2012,0.6839879550310346
734,60.7,104.3,Iraq2012,1.49968849503797
735,87.89,26.5,Ireland2012,0.03980289382590387
736,83.99,45.8,Italy2012,0.12997683606015345
737,76.88,65.8,Jamaica2012,0.2070891741578205
738,80.68,43.5,Japan2012,0.06297677088288754
739,69.34,74.8,Jordan2012,0.3716033834802474
740,72.17,70.9,Kazakhstan2012,0.2973480922983849
741,60.72,98.4,Kenya2012,1.3440156951419722
742,58.14,58.8,Kuwait2012,0.21790489045129016
743,72.41,87.4,Kyrgyz Republic2012,0.6194120974806999
744,48.48,85.5,Laos2012,0.9164862498214728
745,85.39,51.9,Latvia2012,0.1322975553342622
746,68.59,85.8,Lebanon2012,0.5919673126423791
747,43.65,79.0,Lesotho2012,0.8042950869405954
748,42.13,93.3,Liberia2012,0.9166609048378266
749,61.75,84.9,Libya2012,0.5119945045403217
750,83.06,44.2,Lithuania2012,0.08817940683921784
751,87.9,25.5,Luxembourg2012,0.05026956718534064
752,76.03,69.1,Macedonia2012,0.29931279298257796
753,34.85,82.5,Madagascar2012,0.8501499282591776
754,45.7,88.8,Malawi2012,0.8703326430367582
755,78.12,68.5,Malaysia2012,0.30033572290020594
756,56.57,75.1,Maldives2012,0.38718548164153505
757,38.94,77.9,Mali2012,0.7429359558390656
758,87.21,43.8,Malta2012,0.10745847226922547
759,43.95,87.6,Mauritania2012,0.9411341095996163
760,71.71,44.7,Mauritius2012,0.08545920354903724
761,73.09,73.6,Mexico2012,0.3091543118833954
762,75.16,78.7,Moldova2012,0.4175835963231822
763,63.87,58.7,Mongolia2012,0.12676369109683236
764,76.72,55.5,Montenegro2012,0.16380433722662868
765,70.97,76.1,Morocco2012,0.3969316388513282
766,39.15,82.4,Mozambique2012,0.7833335319272433
767,49.15,96.2,Myanmar2012,1.047516131557905
768,69.81,71.0,Namibia2012,0.26664819068768475
769,48.95,93.0,Nepal2012,1.0271725353408103
770,80.82,28.1,Netherlands2012,0.05113388939623958
771,90.11,25.6,New Zealand2012,0.043510926198444044
772,63.54,79.6,Nicaragua2012,0.41936593087490437
773,35.05,96.9,Niger2012,0.9486101687713885
774,55.29,101.1,Nigeria2012,1.3586347898303597
775,87.28,23.9,Norway2012,0.045604026780208806
776,58.72,51.7,Oman2012,0.13892386002548718
777,51.3,101.6,Pakistan2012,1.0201362498501976
778,77.75,56.1,Panama2012,0.14293214172005067
779,45.64,83.7,Papua New Guinea2012,0.8333713365511471
780,69.1,70.9,Paraguay2012,0.2905147836506661
781,71.9,73.5,Peru2012,0.3269851143645719
782,72.34,83.2,Philippines2012,0.5302272578187097
783,79.14,44.3,Poland2012,0.09959827821636312
784,88.03,34.2,Portugal2012,0.04696619254717382
785,69.0,48.0,Qatar2012,0.13397984707650476
786,79.31,59.5,Romania2012,0.1755431137460421
787,82.15,77.1,Russia2012,0.4580455565330932
788,50.16,89.3,Rwanda2012,0.9624107645978808
789,68.33,68.5,Samoa2012,0.22233773368584914
790,45.51,73.9,Sao Tome and Principe2012,0.6962724594508395
791,69.45,73.4,Saudi Arabia2012,0.3900533126822411
792,64.32,79.3,Senegal2012,0.4826858554155529
793,75.06,75.0,Serbia2012,0.36944838481657755
794,67.57,65.1,Seychelles2012,0.2171489387098071
795,42.6,90.4,Sierra Leone2012,0.8894921867322073
796,90.0,35.6,Singapore2012,0.08103988650698846
797,86.16,34.0,Slovenia2012,0.06264791830560273
798,44.24,85.6,Solomon Islands2012,0.883612009791344
799,26.05,114.9,Somalia2012,0.9859184215739006
800,68.03,66.8,South Africa2012,0.24638342404684413
801,70.9,37.6,South Korea2012,0.0728381608578319
802,87.81,42.8,Spain2012,0.10145350831109652
803,64.78,92.2,Sri Lanka2012,0.7610002925689273
804,41.43,109.4,Sudan2012,1.027753413860611
805,70.62,71.2,Suriname2012,0.2795816287469213
806,59.72,83.5,Swaziland2012,0.6511813367107998
807,89.36,21.3,Sweden2012,0.038431376521351215
808,87.78,23.3,Switzerland2012,0.04302773456869761
809,63.2,94.5,Syria2012,0.8113262030247019
810,71.85,85.7,Tajikistan2012,0.6225728832488903
811,55.81,80.4,Tanzania2012,0.5582330298949467
812,69.79,77.0,Thailand2012,0.42830325845396966
813,53.73,92.7,Timor-Leste2012,0.9197306931211988
814,43.66,87.5,Togo2012,0.8790811875210157
815,76.39,64.4,Trinidad and Tobago2012,0.22878978241636633
816,76.36,74.2,Tunisia2012,0.3677913512858575
817,65.64,76.6,Turkey2012,0.3870472731057862
818,71.16,77.4,Turkmenistan2012,0.4102698106058446
819,55.88,96.5,Uganda2012,1.3100392256540958
820,77.27,67.2,Ukraine2012,0.2627605110741883
821,70.52,48.9,United Arab Emirates2012,0.13255125700610554
822,88.44,35.3,United Kingdom2012,0.07368016328070556
823,74.33,40.5,Uruguay2012,0.06940584373211815
824,66.0,87.5,Uzbekistan2012,0.6369365401261308
825,77.75,77.3,Venezuela2012,0.40920210353503883
826,48.09,104.8,Yemen2012,0.9829186598003924
827,63.4,85.9,Zambia2012,0.79347224639158
828,58.82,106.3,Zimbabwe2012,2.251025530144343
829,37.33,107.5,Afghanistan2011,0.9981949858464912
830,69.42,66.1,Albania2011,0.22803291342614015
831,71.35,78.0,Algeria2011,0.4349951127420944
832,49.06,84.6,Angola2011,0.9591126485705785
833,66.4,59.9,Antigua and Barbuda2011,0.17120842883207507
834,79.61,46.8,Argentina2011,0.09880589820856064
835,77.97,72.3,Armenia2011,0.3515471367747203
836,87.7,28.1,Australia2011,0.05046790700404553
837,84.99,27.3,Austria2011,0.049197676333215555
838,81.87,81.9,Azerbaijan2011,0.4988686580265138
839,68.27,59.0,Bahrain2011,0.21931654330513978
840,42.05,94.4,Bangladesh2011,0.9194443851780675
841,54.05,52.8,Barbados2011,0.6218754713674483
842,80.74,77.6,Belarus2011,0.38871428612666337
843,78.64,34.1,Belgium2011,0.0617816955617401
844,73.49,67.7,Belize2011,0.2289782190775152
845,41.32,80.0,Benin2011,0.8101570912894501
846,61.58,85.0,Bhutan2011,0.5891034483273602
847,70.58,82.9,Bolivia2011,0.49943630481750856
848,61.32,80.9,Bosnia and Herzegovina2011,0.47721456595687445
849,69.67,67.9,Botswana2011,0.2438043305710176
850,79.05,65.1,Brazil2011,0.21980649878643216
851,65.04,65.8,Brunei Darussalam2011,0.29766861754844426
852,80.62,59.0,Bulgaria2011,0.16967758002820413
853,42.38,88.6,Burkina Faso2011,0.876597978236862
854,41.59,98.6,Burundi2011,0.9680339788381267
855,49.65,88.5,Cambodia2011,0.9055548684000304
856,52.28,94.6,Cameroon2011,0.9507751598404423
857,84.34,27.7,Canada2011,0.051397042216525086
858,52.17,75.8,Cape Verde2011,0.6986551777501602
859,43.84,105.0,Central African Republic2011,1.001403302561118
860,36.58,110.3,Chad2011,0.9928261981426084
861,78.71,40.7,Chile2011,0.06089086758934287
862,65.25,80.1,China2011,0.48883945553357433
863,76.7,87.0,Colombia2011,0.602685136569779
864,46.46,83.8,Comoros2011,0.823947752414575
865,80.81,50.6,Costa Rica2011,0.09931948033286184
866,58.48,102.8,Cote d'Ivoire2011,1.5765269021774337
867,82.94,57.3,Croatia2011,0.17626256996304268
868,78.01,76.6,Cuba2011,0.38162591221611836
869,79.4,67.6,Cyprus2011,0.23741634917395274
870,84.53,42.4,Czech Republic2011,0.08213757139960129
871,88.99,23.8,Denmark2011,0.03924231221846672
872,39.07,82.6,Djibouti2011,0.9449868022582966
873,75.69,76.9,Dominican Republic2011,0.3893903805613209
874,67.92,82.2,Ecuador2011,0.5069615719953818
875,66.06,86.8,Egypt2011,0.6035609332501835
876,69.13,76.0,El Salvador2011,0.37579494770663924
877,69.06,88.1,Equatorial Guinea2011,0.5942456539706884
878,33.62,93.6,Eritrea2011,0.9169203076243329
879,87.85,49.3,Estonia2011,0.1310038339441466
880,41.34,98.2,Ethiopia2011,0.9636462380055233
881,73.52,81.1,Fiji2011,0.45854297153880896
882,90.52,19.7,Finland2011,0.0349367497906748
883,86.61,34.0,France2011,0.06798326001216812
884,67.09,75.3,Gabon2011,0.3585422630036331
885,61.85,86.4,Georgia2011,0.5852092711584875
886,84.47,33.9,Germany2011,0.07295518550663999
887,57.21,67.7,Ghana2011,0.24494803722560776
888,83.12,47.4,Greece2011,0.09732437673110679
889,61.21,66.4,Grenada2011,0.21142537684762885
890,68.49,80.1,Guatemala2011,0.45924046620938136
891,52.54,102.5,Guinea2011,0.9564290136343552
892,68.89,72.6,Guyana2011,0.3002420197252057
893,40.98,108.0,Haiti2011,0.9496051099135829
894,67.9,78.3,Honduras2011,0.3971267531203904
895,81.07,48.7,Hungary2011,0.1084483617973181
896,90.17,30.1,Iceland2011,0.035333646616207755
897,53.75,79.3,India2011,0.8656936792883106
898,63.9,81.6,Indonesia2011,0.4987543179804229
899,63.9,90.2,Iran2011,0.6948217236454709
900,60.56,104.8,Iraq2011,1.5393320733175875
901,87.85,25.3,Ireland2011,0.03679345331146649
902,83.62,45.8,Italy2011,0.1281767200878165
903,76.18,67.1,Jamaica2011,0.21703393122569195
904,79.55,31.0,Japan2011,0.05159549021964789
905,69.39,74.5,Jordan2011,0.3611242397330627
906,71.96,70.2,Kazakhstan2011,0.2882705162273279
907,60.45,98.7,Kenya2011,1.252451332430802
908,56.04,59.5,Kuwait2011,0.21413559170927882
909,72.0,91.8,Kyrgyz Republic2011,0.7803515798314861
910,48.24,86.7,Laos2011,0.9283599281743632
911,84.74,54.2,Latvia2011,0.13926922809369718
912,67.49,87.7,Lebanon2011,0.6397264826686785
913,44.3,80.4,Lesotho2011,0.8142571835530067
914,41.96,94.0,Liberia2011,0.9103917226401123
915,61.65,68.7,Libya2011,0.3210103315513472
916,83.27,45.3,Lithuania2011,0.09090582697873402
917,86.28,26.1,Luxembourg2011,0.04808768373961462
918,74.35,71.0,Macedonia2011,0.31713440037876617
919,34.5,83.2,Madagascar2011,0.8647737336474186
920,45.31,91.2,Malawi2011,0.8786611590165685
921,78.03,68.7,Malaysia2011,0.2837642859492557
922,56.49,75.6,Maldives2011,0.40074715446980713
923,38.35,79.3,Mali2011,0.7558838875908134
924,86.02,45.4,Malta2011,0.10839027869231056
925,43.36,88.0,Mauritania2011,0.9354115286209324
926,72.12,44.2,Mauritius2011,0.08244074551765546
927,72.94,75.1,Mexico2011,0.3276108061381542
928,75.32,81.2,Moldova2011,0.4674582374130706
929,62.87,59.6,Mongolia2011,0.13147913547727175
930,76.5,56.3,Montenegro2011,0.16594789311707694
931,71.66,76.3,Morocco2011,0.39581329906227003
932,39.14,83.6,Mozambique2011,0.7857973898838421
933,48.41,98.3,Myanmar2011,1.0372547952259878
934,69.56,71.7,Namibia2011,0.2844173319783531
935,48.36,93.7,Nepal2011,1.0105218350554994
936,81.29,28.3,Netherlands2011,0.050637978610474185
937,90.14,24.8,New Zealand2011,0.04218411022688966
938,63.12,81.2,Nicaragua2011,0.48014630506890826
939,34.79,99.1,Niger2011,0.9527277603149831
940,54.94,99.9,Nigeria2011,0.9710196584813885
941,87.19,20.4,Norway2011,0.034436769367123775
942,58.64,49.3,Oman2011,0.12859077328403096
943,51.24,102.3,Pakistan2011,1.0192178811831611
944,77.93,57.8,Panama2011,0.1485375602124234
945,45.53,84.2,Papua New Guinea2011,0.8248718855465103
946,68.79,72.4,Paraguay2011,0.3115271520123518
947,71.42,73.6,Peru2011,0.32695756244726537
948,71.77,85.0,Philippines2011,0.5752130141058955
949,78.66,46.8,Poland2011,0.10722634046410257
950,87.68,32.3,Portugal2011,0.047158985482637944
951,68.88,49.5,Qatar2011,0.13825961208865853
952,79.54,59.8,Romania2011,0.17030397832192523
953,81.94,77.7,Russia2011,0.4476510382678323
954,50.04,91.0,Rwanda2011,0.9604698296786905
955,67.38,69.5,Samoa2011,0.22918220817570914
956,45.5,74.5,Sao Tome and Principe2011,0.7229058509596957
957,69.6,75.2,Saudi Arabia2011,0.41934439982378746
958,64.08,76.8,Senegal2011,0.4013619500289151
959,75.38,74.4,Serbia2011,0.35856704428232783
960,67.44,67.0,Seychelles2011,0.23012049455850192
961,41.88,92.1,Sierra Leone2011,0.8889119370279802
962,89.8,35.1,Singapore2011,0.07725548144520039
963,86.31,35.5,Slovenia2011,0.061837453620593265
964,44.26,85.9,Solomon Islands2011,0.8956689324311407
965,26.16,113.4,Somalia2011,0.9898476337223442
966,67.96,67.6,South Africa2011,0.25807841837418816
967,70.79,38.8,South Korea2011,0.07776604409492571
968,87.6,43.1,Spain2011,0.10478860795703583
969,64.18,93.1,Sri Lanka2011,0.7718506710262497
970,41.35,108.7,Sudan2011,1.0359979651790994
971,70.18,71.1,Suriname2011,0.27773227031967623
972,59.5,82.5,Swaziland2011,0.6038144073957269
973,89.24,22.8,Sweden2011,0.04109766793708285
974,87.25,23.2,Switzerland2011,0.044660640822230285
975,62.89,85.9,Syria2011,0.6255854888734904
976,72.23,88.3,Tajikistan2011,0.7052937186321238
977,56.02,81.3,Tanzania2011,0.6121110787860788
978,69.05,78.3,Thailand2011,0.4665187877881565
979,53.65,94.9,Timor-Leste2011,0.9434022734844535
980,43.55,89.4,Togo2011,0.8848121606105268
981,76.37,63.7,Trinidad and Tobago2011,0.22106822548363467
982,76.21,70.1,Tunisia2011,0.30794429629451797
983,65.29,74.9,Turkey2011,0.3593372873463814
984,70.91,79.7,Turkmenistan2011,0.44820261204806777
985,55.57,96.3,Uganda2011,1.2505975296060736
986,77.2,69.0,Ukraine2011,0.2749204162254322
987,70.52,50.4,United Arab Emirates2011,0.13502018336301938
988,87.78,34.1,United Kingdom2011,0.0688750291838369
989,65.85,88.3,Uzbekistan2011,0.6523640265304056
990,77.69,78.2,Venezuela2011,0.42487934707964947
991,47.87,100.3,Yemen2011,0.9683489981208139
992,62.95,83.8,Zambia2011,0.7048698361320926
993,59.0,107.9,Zimbabwe2011,2.427821084529876
994,37.29,109.3,Afghanistan2010,1.000762985409039
995,70.71,67.1,Albania2010,0.23773766983413838
996,71.46,81.3,Algeria2010,0.49257007248482126
997,49.3,83.7,Angola2010,0.9507652351982734
998,66.44,60.9,Antigua and Barbuda2010,0.1765817579751135
999,79.49,45.8,Argentina2010,0.09063057569008694
1000,79.17,74.1,Armenia2010,0.37522246522599945
1001,87.57,27.3,Australia2010,0.046406185828183864
1002,85.09,27.2,Austria2010,0.0464391764511851
1003,81.85,84.4,Azerbaijan2010,0.5551332228098107
1004,69.12,58.8,Bahrain2010,0.19534077187008367
1005,42.19,96.1,Bangladesh2010,0.9138876961579021
1006,53.74,55.4,Barbados2010,0.6599298382357969
1007,79.55,78.7,Belarus2010,0.4066804929621106
1008,78.47,32.0,Belgium2010,0.05345811496783343
1009,73.2,68.7,Belize2010,0.2411469270970907
1010,41.26,76.8,Benin2010,0.7797653326066697
1011,63.13,87.3,Bhutan2010,0.6970540472374149
1012,70.22,84.9,Bolivia2010,0.5783536380405291
1013,60.87,83.5,Bosnia and Herzegovina2010,0.515110941661985
1014,70.06,68.6,Botswana2010,0.25002238680711547
1015,79.04,67.4,Brazil2010,0.23960400072061644
1016,65.45,67.6,Brunei Darussalam2010,0.31160467163212524
1017,79.75,61.2,Bulgaria2010,0.18075698774810736
1018,42.1,90.7,Burkina Faso2010,0.8840951518738259
1019,41.9,96.7,Burundi2010,0.9494966213537481
1020,49.43,88.7,Cambodia2010,0.877151282552867
1021,52.15,95.4,Cameroon2010,0.9410075597080074
1022,83.95,27.9,Canada2010,0.051666908858907866
1023,52.25,77.2,Cape Verde2010,0.7253176229250897
1024,44.06,106.4,Central African Republic2010,0.9948711829904786
1025,36.53,113.3,Chad2010,0.9926803357515893
1026,78.88,38.0,Chile2010,0.05606747756622883
1027,65.28,83.0,China2010,0.5512828755799036
1028,77.29,88.2,Colombia2010,0.6363024226403796
1029,46.8,85.1,Comoros2010,0.8410276289953681
1030,80.92,52.0,Costa Rica2010,0.10832970601162563
1031,58.43,101.2,Cote d'Ivoire2010,1.5457239088066639
1032,82.29,59.0,Croatia2010,0.17839652326385835
1033,79.45,79.4,Cuba2010,0.43820768941723615
1034,79.18,68.0,Cyprus2010,0.2418562383255731
1035,84.38,41.5,Czech Republic2010,0.08096604348057082
1036,88.73,22.9,Denmark2010,0.03683807540588104
1037,39.65,81.9,Djibouti2010,0.9007584335504528
1038,76.07,76.8,Dominican Republic2010,0.3900620464707488
1039,68.0,81.7,Ecuador2010,0.5000566342472668
1040,64.93,87.6,Egypt2010,0.6447630079635267
1041,68.62,78.1,El Salvador2010,0.4244424098515932
1042,68.95,88.5,Equatorial Guinea2010,0.6122815751190495
1043,34.36,93.3,Eritrea2010,0.9210394413558421
1044,86.72,50.7,Estonia2010,0.1314729172430356
