,EPI,FSI,country,fragile
1045,41.48,98.8,Ethiopia2010,0.9618745615484919
1046,73.66,80.5,Fiji2010,0.4584393649822542
1047,90.37,19.3,Finland2010,0.032069563827486304
1048,86.13,34.9,France2010,0.070435907353678
1049,67.28,75.3,Gabon2010,0.3613122720085105
1050,62.35,90.4,Georgia2010,0.7029667116460799
1051,84.12,35.4,Germany2010,0.07464420665810723
1052,57.37,67.1,Ghana2010,0.23982210926866362
1053,82.58,45.9,Greece2010,0.09698807621106273
1054,61.6,67.0,Grenada2010,0.2191985725019512
1055,68.76,81.2,Guatemala2010,0.48920431656078095
1056,52.45,105.0,Guinea2010,0.9584874801066646
1057,69.08,73.0,Guyana2010,0.31384456650156867
1058,41.12,101.6,Haiti2010,0.9123559559585845
1059,68.46,80.0,Honduras2010,0.4476290106029124
1060,80.86,50.1,Hungary2010,0.11475077228839718
1061,89.93,29.8,Iceland2010,0.03601668745663876
1062,53.84,79.2,India2010,0.8499949795751925
1063,63.86,83.1,Indonesia2010,0.5376563087687163
1064,64.04,92.2,Iran2010,0.7515069034686798
1065,62.07,107.3,Iraq2010,1.8514095416637193
1066,87.88,22.4,Ireland2010,0.03469329524834695
1067,83.38,45.7,Italy2010,0.11247346392454079
1068,76.46,67.4,Jamaica2010,0.21783252563171723
1069,79.61,31.3,Japan2010,0.051762464681834326
1070,69.79,77.0,Jordan2010,0.4059061181048947
1071,71.77,72.7,Kazakhstan2010,0.3143167826134636
1072,60.22,100.7,Kenya2010,1.4676178124957655
1073,55.86,61.5,Kuwait2010,0.23131084820927728
1074,72.13,88.4,Kyrgyz Republic2010,0.6848193479020859
1075,49.26,88.7,Laos2010,0.9384402516152514
1076,84.27,55.4,Latvia2010,0.14162882593660228
1077,67.16,90.9,Lebanon2010,0.7369509212686802
1078,45.1,82.2,Lesotho2010,0.8375442279522448
1079,41.77,91.7,Liberia2010,0.9081206543193576
1080,61.9,69.1,Libya2010,0.3117285977680264
1081,82.7,47.8,Lithuania2010,0.0980047948276296
1082,86.24,27.3,Luxembourg2010,0.04893849414353026
1083,73.89,72.7,Macedonia2010,0.32509701821195947
1084,34.52,82.6,Madagascar2010,0.8567085305363811
1085,45.27,93.6,Malawi2010,0.8897149970972552
1086,78.1,69.2,Malaysia2010,0.27887874825847947
1087,55.86,78.3,Maldives2010,0.46254551984762843
1088,38.83,79.3,Mali2010,0.7486654710932316
1089,86.25,48.2,Malta2010,0.11765051543497822
1090,43.62,89.1,Mauritania2010,0.9430372766858476
1091,72.68,44.4,Mauritius2010,0.08232078655959231
1092,72.9,76.1,Mexico2010,0.341610504820955
1093,74.81,83.8,Moldova2010,0.5294223108442808
1094,62.4,60.1,Mongolia2010,0.14035590641469614
1095,75.6,57.3,Montenegro2010,0.16846639109712927
1096,71.92,77.0,Morocco2010,0.4228285980623144
1097,39.26,81.7,Mozambique2010,0.7779338425376723
1098,49.69,99.4,Myanmar2010,1.0238934687959738
1099,68.77,74.5,Namibia2010,0.33525176212986907
1100,48.48,95.4,Nepal2010,1.006117932244483
1101,80.49,27.9,Netherlands2010,0.05103324414230882
1102,86.1,23.9,New Zealand2010,0.042158308200757645
1103,63.39,82.5,Nicaragua2010,0.5347351013449746
1104,34.89,97.8,Niger2010,0.9484324533020643
1105,55.34,100.2,Nigeria2010,1.2014414428650022
1106,87.04,18.7,Norway2010,0.03177509193371555
1107,58.94,48.7,Oman2010,0.12701720169512187
1108,51.24,102.5,Pakistan2010,1.0397874840641999
1109,78.1,59.3,Panama2010,0.14935188602550925
1110,45.98,83.9,Papua New Guinea2010,0.8194125106602337
1111,68.45,72.1,Paraguay2010,0.31047467092648895
1112,71.4,76.9,Peru2010,0.3776087170672733
1113,71.62,87.1,Philippines2010,0.6263391576982423
1114,78.54,49.0,Poland2010,0.10988587222831805
1115,87.42,33.1,Portugal2010,0.0456008002886788
1116,68.9,51.8,Qatar2010,0.14257054238399375
1117,79.09,60.2,Romania2010,0.1680333562393071
1118,81.86,79.0,Russia2010,0.4571047178950836
1119,50.23,88.7,Rwanda2010,0.9495236776463479
1120,67.11,71.1,Samoa2010,0.2556808686773941
1121,44.79,75.8,Sao Tome and Principe2010,0.7497196164896565
1122,69.58,77.5,Saudi Arabia2010,0.4559002108592434
1123,64.08,74.6,Senegal2010,0.34876354126898124
1124,75.07,77.8,Serbia2010,0.41445075013850513
1125,67.59,67.9,Seychelles2010,0.24338881743112153
1126,41.88,93.6,Sierra Leone2010,0.8895757875710554
1127,89.88,34.8,Singapore2010,0.07423551304030848
1128,86.34,36.0,Slovenia2010,0.060940599119019355
1129,44.33,88.6,Solomon Islands2010,0.903456647312892
1130,26.47,114.3,Somalia2010,0.9922100088454615
1131,68.31,67.9,South Africa2010,0.2639873855127945
1132,70.73,41.3,South Korea2010,0.0835361745848228
1133,87.44,43.5,Spain2010,0.10479247092255904
1134,64.6,95.7,Sri Lanka2010,0.8667640074577814
1135,40.89,111.8,Sudan2010,1.023237811692341
1136,70.75,72.5,Suriname2010,0.30173679555116956
1137,59.55,82.8,Swaziland2010,0.6249905672782374
1138,89.09,20.9,Sweden2010,0.03698442379642503
1139,86.96,21.8,Switzerland2010,0.042157641352455755
1140,63.25,87.9,Syria2010,0.667329200480437
1141,72.6,89.2,Tajikistan2010,0.7651578811062105
1142,56.09,81.2,Tanzania2010,0.5843731934334636
1143,69.47,78.8,Thailand2010,0.45285219688836204
1144,53.45,98.2,Timor-Leste2010,0.9600114740005397
1145,43.77,88.1,Togo2010,0.8720303572541718
1146,76.47,66.1,Trinidad and Tobago2010,0.23535920169296523
1147,76.51,67.5,Tunisia2010,0.2734666211513668
1148,65.03,77.1,Turkey2010,0.3942179201347552
1149,71.1,82.5,Turkmenistan2010,0.5077360031636127
1150,55.51,97.5,Uganda2010,1.2649474344056113
1151,77.06,69.5,Ukraine2010,0.2815915475871795
1152,70.99,52.4,United Arab Emirates2010,0.148008259842152
1153,87.79,33.9,United Kingdom2010,0.06488331269383052
1154,73.49,41.3,Uruguay2010,0.0664307226235743
1155,66.2,90.5,Uzbekistan2010,0.7149811588045064
1156,77.63,78.7,Venezuela2010,0.430827187965578
1157,47.58,100.0,Yemen2010,0.9646811536059748
1158,63.01,83.9,Zambia2010,0.7463890286371772
1159,58.96,110.2,Zimbabwe2010,2.987603382262552
1160,34.38,108.2,Afghanistan2009,0.9897376647066106
1161,66.12,70.0,Albania2009,0.27002537572942015
1162,71.15,80.6,Algeria2009,0.4767226787263408
1163,49.01,85.0,Angola2009,0.9626085609584829
1164,67.2,62.8,Antigua and Barbuda2009,0.20116304465648424
1165,79.52,44.7,Argentina2009,0.0874378974438956
1166,77.78,74.3,Armenia2009,0.3749944812136527
1167,87.19,25.9,Australia2009,0.04740667772448804
1168,82.53,27.6,Austria2009,0.04688231837254727
1169,79.9,84.6,Azerbaijan2009,0.5653411909193435
1170,69.11,59.0,Bahrain2009,0.19447357096295867
1171,41.91,98.1,Bangladesh2009,0.9350029445984367
1172,54.08,57.2,Barbados2009,0.6782395624964507
1173,77.94,82.3,Belarus2009,0.4825583013094334
1174,78.24,33.5,Belgium2009,0.06026750888623911
1175,73.44,69.5,Belize2009,0.2513417853557943
1176,39.79,75.5,Benin2009,0.7579893439915582
1177,63.76,87.3,Bhutan2009,0.6791358726119896
1178,69.32,86.3,Bolivia2009,0.6363537530402493
1179,56.86,83.3,Bosnia and Herzegovina2009,0.5003953466351395
1180,68.97,68.8,Botswana2009,0.25322503786818534
1181,79.56,69.1,Brazil2009,0.25980875126661035
1182,65.38,68.1,Brunei Darussalam2009,0.32183037289711125
1183,72.7,61.5,Bulgaria2009,0.1859041654055113
1184,40.73,91.3,Burkina Faso2009,0.8859258748947798
1185,40.49,95.7,Burundi2009,0.9393466370144706
1186,47.69,87.3,Cambodia2009,0.8629580518157314
1187,49.89,95.3,Cameroon2009,0.9465758389518734
1188,83.16,27.7,Canada2009,0.05313655152173478
1189,51.12,78.5,Cape Verde2009,0.7346081100262329
1190,45.47,105.4,Central African Republic2009,1.0028950821327203
1191,36.04,112.2,Chad2009,0.9976274447355892
1192,78.01,37.5,Chile2009,0.05518006913401675
1193,64.15,84.6,China2009,0.5857392195604053
1194,78.64,89.2,Colombia2009,0.6609035772272006
1195,46.04,86.3,Comoros2009,0.8572684339028874
1196,76.39,52.5,Costa Rica2009,0.11212687155728701
1197,58.38,102.5,Cote d'Ivoire2009,1.6352001186257232
1198,80.64,60.1,Croatia2009,0.184483213355873
1199,78.87,80.6,Cuba2009,0.4609642093495904
1200,78.01,68.9,Cyprus2009,0.24853756498475382
1201,82.19,42.6,Czech Republic2009,0.0845641757712077
1202,87.18,23.2,Denmark2009,0.03805492481333747
1203,40.45,80.6,Djibouti2009,0.8856063842662206
1204,76.01,77.7,Dominican Republic2009,0.4100109560849079
1205,68.08,81.2,Ecuador2009,0.48843136695075184
1206,64.19,89.0,Egypt2009,0.7019148352016716
1207,68.51,77.2,El Salvador2009,0.39807201733083747
1208,64.11,88.3,Equatorial Guinea2009,0.596714709481268
1209,34.39,90.3,Eritrea2009,0.9139811689734798
1210,86.5,51.2,Estonia2009,0.13399529580197178
1211,41.4,98.9,Ethiopia2009,0.9519028897523482
1212,68.56,78.8,Fiji2009,0.4260034951159928
1213,90.47,19.2,Finland2009,0.03248769886839811
1214,85.4,35.3,France2009,0.07185195054641304
1215,65.85,74.4,Gabon2009,0.33835771573569845
1216,61.45,91.8,Georgia2009,0.729107587439709
1217,80.91,36.2,Germany2009,0.07697574689395849
1218,55.05,66.2,Ghana2009,0.23047148427928427
1219,81.52,46.1,Greece2009,0.09831994752071299
1220,57.46,67.9,Grenada2009,0.228818266563278
1221,68.03,80.6,Guatemala2009,0.4694300694034382
1222,49.34,104.6,Guinea2009,0.944814524788874
1223,69.85,73.0,Guyana2009,0.31360312729920564
1224,40.53,101.8,Haiti2009,0.9134167448090343
1225,68.68,77.2,Honduras2009,0.3872236500589446
1226,79.64,50.7,Hungary2009,0.11661259060840709
1227,88.14,29.0,Iceland2009,0.038030924667330136
1228,53.91,77.8,India2009,0.8168082262132605
1229,62.79,84.1,Indonesia2009,0.57072069160371
1230,64.0,90.0,Iran2009,0.7039679983301977
1231,63.02,108.6,Iraq2009,1.992840138530884
1232,87.69,21.6,Ireland2009,0.0343060591151042
1233,82.03,43.9,Italy2009,0.10296549829902174
1234,76.3,68.6,Jamaica2009,0.22729429972623102
1235,80.17,31.2,Japan2009,0.05234065901674954
1236,69.54,77.9,Jordan2009,0.42130841840660005
1237,71.52,72.5,Kazakhstan2009,0.3049869173569165
1238,59.47,101.4,Kenya2009,1.5023401333908855
1239,57.16,63.4,Kuwait2009,0.24946975745548589
1240,71.46,89.1,Kyrgyz Republic2009,0.7056322957610289
1241,47.55,89.0,Laos2009,0.9324490988220704
1242,82.98,54.6,Latvia2009,0.1412155723226184
1243,65.76,93.5,Lebanon2009,0.8224936993579393
1244,43.54,81.8,Lesotho2009,0.8458514517099388
1245,41.03,91.8,Liberia2009,0.9023699467091455
1246,61.94,69.4,Libya2009,0.30397224602698814
1247,81.2,48.0,Lithuania2009,0.10062947036077494
1248,84.63,27.6,Luxembourg2009,0.04925240923005184
1249,72.85,74.4,Macedonia2009,0.34736104884605645
1250,34.36,81.6,Madagascar2009,0.8650872105812776
1251,42.74,93.8,Malawi2009,0.8907557284134348
1252,77.33,68.9,Malaysia2009,0.2682858573539695
1253,55.21,78.8,Maldives2009,0.47258276200996874
1254,38.63,78.7,Mali2009,0.7539063693914784
1255,86.83,48.8,Malta2009,0.1167139185565233
1256,43.5,88.7,Mauritania2009,0.937507976141757
1257,73.92,44.7,Mauritius2009,0.08240161578850964
1258,71.85,75.4,Mexico2009,0.32995280911873726
1259,73.28,85.1,Moldova2009,0.5546287718651467
1260,61.08,61.9,Mongolia2009,0.1517742061056535
1261,74.73,58.0,Montenegro2009,0.16956998634204706
1262,71.47,77.1,Morocco2009,0.4248057334589598
1263,39.01,80.7,Mozambique2009,0.7760295671167076
1264,47.97,101.5,Myanmar2009,1.023319843380214
1265,68.03,75.6,Namibia2009,0.3484789082622349
1266,48.36,95.4,Nepal2009,0.9900670573184654
1267,79.47,27.0,Netherlands2009,0.05126075622792195
1268,86.21,23.3,New Zealand2009,0.043098981285037606
1269,62.51,82.6,Nicaragua2009,0.5575956675259283
1270,34.89,96.5,Niger2009,0.9450945810429698
1271,53.23,99.8,Nigeria2009,0.9615924640953927
1272,86.94,18.3,Norway2009,0.031153611277444454
1273,58.4,47.2,Oman2009,0.11649490978363265
1274,50.12,104.1,Pakistan2009,1.0204131846911357
1275,77.26,59.7,Panama2009,0.15107561402423078
1276,42.41,84.1,Papua New Guinea2009,0.8224764823087862
1277,67.6,72.0,Paraguay2009,0.30216489093077664
1278,71.37,77.1,Peru2009,0.3786408424644667
1279,71.82,85.8,Philippines2009,0.5825784577324695
1280,78.38,49.6,Poland2009,0.10867856673791616
1281,86.0,32.7,Portugal2009,0.043358367977942854
1282,70.28,51.9,Qatar2009,0.14199466429436186
1283,76.87,61.3,Romania2009,0.17758490258545417
1284,80.27,80.8,Russia2009,0.49935975769898605
1285,49.72,89.0,Rwanda2009,0.9464048860269267
1286,67.42,71.4,Samoa2009,0.2613708668670568
1287,39.6,76.7,Sao Tome and Principe2009,0.7483969962691958
1288,70.65,77.5,Saudi Arabia2009,0.4499277593912245
1289,63.11,74.2,Senegal2009,0.3378191669637124
1290,67.59,67.7,Seychelles2009,0.24291758359007132
1291,40.48,92.1,Sierra Leone2009,0.873296905145392
1292,90.78,33.8,Singapore2009,0.07465932127250953
1293,83.0,36.3,Slovenia2009,0.06335088466111966
1294,43.18,89.6,Solomon Islands2009,0.924958797559626
1295,27.09,114.7,Somalia2009,0.988211357234709
1296,68.52,67.4,South Africa2009,0.25660364605495306
1297,70.83,41.6,South Korea2009,0.08681167952152713
1298,86.15,43.3,Spain2009,0.1002331119974903
1299,64.14,96.7,Sri Lanka2009,0.9044343917259254
1300,39.4,112.4,Sudan2009,1.003772779792413
1301,66.91,73.2,Suriname2009,0.31529305258264617
1302,59.13,82.4,Swaziland2009,0.611017858473421
1303,88.3,20.6,Sweden2009,0.036999968840935774
1304,84.45,21.2,Switzerland2009,0.03834227059965845
1305,65.96,89.8,Syria2009,0.7149196707029688
1306,72.92,90.3,Tajikistan2009,0.8256341715104359
1307,53.56,81.1,Tanzania2009,0.871769941713618
1308,69.07,79.2,Thailand2009,0.4483113956242034
1309,45.23,97.2,Timor-Leste2009,0.9671909986189089
1310,40.64,87.2,Togo2009,0.8686053160369669
1311,76.99,66.7,Trinidad and Tobago2009,0.2363594758269579
1312,76.26,67.6,Tunisia2009,0.2703502030530106
1313,60.08,78.2,Turkey2009,0.4148193043799265
1314,70.76,84.3,Turkmenistan2009,0.5533406118068026
1315,55.12,96.9,Uganda2009,1.2745810794097903
1316,75.13,69.7,Ukraine2009,0.2841373124874882
1317,70.22,51.8,United Arab Emirates2009,0.14472597935332754
1318,86.31,33.6,United Kingdom2009,0.06529585874999655
1319,73.52,41.2,Uruguay2009,0.064643059537675
1320,65.43,92.8,Uzbekistan2009,0.7943956197585614
1321,73.06,79.5,Venezuela2009,0.4462972985081956
1322,46.77,98.1,Yemen2009,0.9398064841299117
1323,60.7,84.2,Zambia2009,0.8140286428850099
1324,58.99,114.0,Zimbabwe2009,3.955169324169354
1325,34.19,105.4,Afghanistan2008,0.9832829066129024
1326,66.58,69.7,Albania2008,0.2632958257104699
1327,71.14,77.8,Algeria2008,0.4238071462973068
1328,48.98,83.8,Angola2008,1.0086901957783276
1329,67.04,64.1,Antigua and Barbuda2008,0.22447148952389878
1330,79.53,41.4,Argentina2008,0.0762133110134963
1331,78.12,70.7,Armenia2008,0.31309856362892435
1332,87.33,24.6,Australia2008,0.04588616770632709
1333,82.37,25.9,Austria2008,0.044482485467101866
1334,79.74,81.0,Azerbaijan2008,0.4898271388095531
1335,69.37,56.8,Bahrain2008,0.17323671732609702
1336,41.99,100.3,Bangladesh2008,0.9703461890971921
1337,56.2,58.5,Barbados2008,0.1899743499959375
1338,78.11,84.4,Belarus2008,0.543816113051875
1339,78.33,29.0,Belgium2008,0.05286035587950595
1340,73.6,70.2,Belize2008,0.26676462058617906
1341,39.39,72.8,Benin2008,0.7264390549298726
1342,63.37,85.4,Bhutan2008,0.6288056116751402
1343,69.16,84.2,Bolivia2008,0.5535607240484671
1344,56.41,84.3,Bosnia and Herzegovina2008,0.5328252081494547
1345,68.58,65.9,Botswana2008,0.20806299108195092
1346,79.63,67.6,Brazil2008,0.23773008016331285
1347,65.22,68.5,Brunei Darussalam2008,0.3345128324504239
1348,72.99,58.5,Bulgaria2008,0.16283824779181685
1349,40.45,89.9,Burkina Faso2008,0.8742673058365036
1350,40.74,94.1,Burundi2008,0.9309258845447596
1351,47.2,85.8,Cambodia2008,0.8771402484786266
1352,49.64,91.2,Cameroon2008,0.9275169765975942
1353,82.71,26.3,Canada2008,0.05053381149266091
1354,51.44,80.7,Cape Verde2008,0.7633493226376438
1355,45.34,103.7,Central African Republic2008,1.0097845483658077
1356,35.89,110.9,Chad2008,0.9979986462148198
1357,77.92,36.3,Chile2008,0.05735075285371869
1358,64.2,80.3,China2008,0.48201204834753936
1359,78.45,89.0,Colombia2008,0.6548799829054573
1360,46.05,79.6,Comoros2008,0.8209706968047871
1361,76.55,50.9,Costa Rica2008,0.11019444645103627
1362,58.53,104.6,Cote d'Ivoire2008,1.721146552813996
1363,79.96,59.4,Croatia2008,0.17941361596221547
1364,78.83,78.6,Cuba2008,0.4122889554411468
1365,77.59,69.7,Cyprus2008,0.25524461403935406
1366,82.24,42.1,Czech Republic2008,0.08741065316718288
1367,87.86,21.5,Denmark2008,0.03592133652660626
1368,40.83,80.0,Djibouti2008,0.8793655426287816
1369,76.06,78.4,Dominican Republic2008,0.4264941843359792
1370,67.58,80.3,Ecuador2008,0.4674114132934491
1371,63.8,88.7,Egypt2008,0.674805326028136
1372,67.06,75.5,El Salvador2008,0.36512131070183124
1373,64.04,88.0,Equatorial Guinea2008,0.5732533627883125
1374,34.73,87.4,Eritrea2008,0.9049248781833151
1375,86.6,51.0,Estonia2008,0.1408965714046868
1376,41.16,96.1,Ethiopia2008,0.9503859738191011
1377,68.97,76.6,Fiji2008,0.39978197470437454
1378,90.76,18.4,Finland2008,0.030829446743152404
1379,85.11,34.8,France2008,0.07425894427410484
1380,65.06,75.0,Gabon2008,0.34893414359562847
1381,61.01,83.8,Georgia2008,0.510626291397757
1382,81.73,37.3,Germany2008,0.08380478230422181
1383,54.66,64.6,Ghana2008,0.6869995477673057
1384,81.66,45.4,Greece2008,0.09440543953801409
1385,57.9,69.0,Grenada2008,0.24122192456420719
1386,68.36,80.6,Guatemala2008,0.4740899724249916
1387,49.04,101.8,Guinea2008,0.9562843781243449
1388,68.33,72.2,Guyana2008,0.300672628987598
1389,40.38,99.3,Haiti2008,0.9055485482864022
1390,68.43,74.9,Honduras2008,0.32103649990768096
1391,79.61,50.9,Hungary2008,0.12865941927935923
1392,89.09,20.9,Iceland2008,0.036446085141165645
1393,53.9,72.9,India2008,0.7676785283432033
1394,62.37,83.3,Indonesia2008,0.5429310051202548
1395,64.72,85.7,Iran2008,0.5970095796889006
1396,61.67,110.6,Iraq2008,2.2392486281023887
1397,87.26,19.9,Ireland2008,0.033373921448748504
1398,81.87,39.9,Italy2008,0.08779116036455774
1399,76.21,65.7,Jamaica2008,0.1989002588116209
1400,80.17,29.7,Japan2008,0.05118396724414381
1401,69.34,77.3,Jordan2008,0.4067219535377317
1402,71.38,72.4,Kazakhstan2008,0.2962593292354922
1403,59.64,93.4,Kenya2008,0.9890287757673467
1404,57.23,62.0,Kuwait2008,0.2441903656712349
1405,71.35,88.8,Kyrgyz Republic2008,0.691094941164978
1406,47.48,88.7,Laos2008,0.9419731596765502
1407,83.26,54.5,Latvia2008,0.14458115316762246
1408,65.37,95.7,Lebanon2008,0.9161145449654987
1409,43.46,81.7,Lesotho2008,0.8526286696095452
1410,41.21,91.0,Liberia2008,0.9099448328313262
1411,61.7,70.0,Libya2008,0.30319754026352314
1412,80.7,48.7,Lithuania2008,0.10308205559104068
1413,85.9,27.9,Luxembourg2008,0.052554563209012695
1414,73.11,74.6,Macedonia2008,0.35054160947636853
1415,34.65,76.7,Madagascar2008,0.8070302116802649
1416,43.1,92.9,Malawi2008,0.8897689093811597
1417,76.66,67.2,Malaysia2008,0.24565008812851913
1418,55.19,80.4,Maldives2008,0.5342469927290818
1419,38.35,75.6,Mali2008,0.7316054359613946
1420,86.65,48.3,Malta2008,0.11984725516353761
1421,43.51,86.1,Mauritania2008,0.9272864893396501
1422,74.32,42.4,Mauritius2008,0.079696463258766
1423,71.52,72.2,Mexico2008,0.27789690660875566
1424,72.93,85.7,Moldova2008,0.6008965097508455
1425,61.1,57.8,Mongolia2008,0.12113957008131282
1426,74.74,55.8,Montenegro2008,0.16216193273231985
1427,71.47,75.8,Morocco2008,0.40544419315033614
1428,38.95,76.8,Mozambique2008,0.7220924991009943
1429,48.04,100.3,Myanmar2008,1.0980786622189675
1430,68.27,72.9,Namibia2008,0.294196391342597
1431,48.14,94.2,Nepal2008,0.9893347427568688
1432,79.86,27.3,Netherlands2008,0.05168942572309273
1433,85.96,21.4,New Zealand2008,0.04025168065134247
1434,62.62,81.7,Nicaragua2008,0.5291616111923177
1435,34.91,94.5,Niger2008,0.9412769712030796
1436,52.87,95.7,Nigeria2008,0.9320781343497867
1437,86.97,16.8,Norway2008,0.030229527896618518
1438,58.57,47.4,Oman2008,0.12577726270174436
1439,50.16,103.8,Pakistan2008,1.0752491803832478
1440,77.55,58.6,Panama2008,0.14298310357221983
1441,42.44,84.6,Papua New Guinea2008,0.7993815252964964
1442,67.33,72.3,Paraguay2008,0.3095469847607314
1443,71.35,77.5,Peru2008,0.3880881475937521
1444,71.74,83.4,Philippines2008,0.5165898832446393
1445,78.51,47.6,Poland2008,0.1034576421197455
1446,85.99,31.8,Portugal2008,0.03901261959752886
1447,69.11,52.7,Qatar2008,0.14918746907490307
1448,75.85,59.9,Romania2008,0.16585114752530025
1449,80.44,79.7,Russia2008,0.4894831726248057
1450,49.2,88.0,Rwanda2008,0.949840736863795
1451,67.93,72.4,Samoa2008,0.27142017684522607
1452,41.32,78.3,Sao Tome and Principe2008,0.7624630331647744
1453,70.83,76.9,Saudi Arabia2008,0.4445956455389586
1454,63.28,70.9,Senegal2008,0.27802188999034294
1455,67.72,69.5,Seychelles2008,0.2790354820427094
1456,40.38,92.3,Sierra Leone2008,0.8788509511930563
1457,91.05,33.3,Singapore2008,0.07359918494259904
1458,83.26,37.1,Slovenia2008,0.0679323457539797
1459,41.86,92.4,Solomon Islands2008,0.938123915466013
1460,27.0,114.2,Somalia2008,0.9877667504380364
1461,68.44,62.7,South Africa2008,0.19758713939608616
1462,70.98,40.6,South Korea2008,0.08681228679040502
1463,86.03,41.6,Spain2008,0.09752657726845841
1464,64.43,95.6,Sri Lanka2008,0.8590139559131337
1465,40.38,113.0,Sudan2008,1.0075322718255173
1466,67.17,72.4,Suriname2008,0.2990019783044842
1467,59.03,80.0,Swaziland2008,0.506500139485211
1468,88.63,19.8,Sweden2008,0.03618995730515489
1469,83.79,20.3,Switzerland2008,0.03865679063356011
1470,66.24,90.1,Syria2008,0.7210250982123213
1471,73.37,88.9,Tajikistan2008,0.7211062568282522
1472,53.61,79.1,Tanzania2008,0.8530200681742879
1473,69.07,75.6,Thailand2008,0.38218110649404974
1474,44.7,93.8,Timor-Leste2008,0.9645798453972938
1475,40.76,86.8,Togo2008,0.87582278229682
1476,77.3,67.0,Trinidad and Tobago2008,0.24482831869185936
1477,73.81,65.6,Tunisia2008,0.26006961040055865
1478,59.74,75.4,Turkey2008,0.359730509786852
1479,71.15,86.2,Turkmenistan2008,0.6086595418069873
1480,55.16,96.1,Uganda2008,1.1909824859094622
1481,75.34,70.8,Ukraine2008,0.30362771020534474
1482,70.48,51.2,United Arab Emirates2008,0.14083033718672922
1483,86.71,32.9,United Kingdom2008,0.07366975870828861
1484,73.55,41.4,Uruguay2008,0.06293659844316407
1485,66.74,93.4,Uzbekistan2008,0.8379358817290385
1486,72.87,77.9,Venezuela2008,0.4202133972951078
1487,47.16,95.4,Yemen2008,0.9225156780095696
1488,61.45,81.6,Zambia2008,0.6134740658032659
1489,58.53,112.5,Zimbabwe2008,3.4655634218590934
1490,34.17,102.3,Afghanistan2007,0.9785055405185399
1491,65.57,70.5,Albania2007,0.27283761551251134
1492,70.81,75.9,Algeria2007,0.38542633580984254
1493,49.08,84.9,Angola2007,1.0150667736192753
1494,66.4,65.7,Antigua and Barbuda2007,0.24028379772163394
1495,79.63,41.4,Argentina2007,0.07644269569900383
1496,77.29,70.3,Armenia2007,0.30877143462649054
1497,87.22,23.2,Australia2007,0.04286803338195074
1498,82.61,26.0,Austria2007,0.044610002244408545
1499,79.57,81.2,Azerbaijan2007,0.4847909767545045
1500,69.32,57.0,Bahrain2007,0.1744611905970067
1501,42.11,95.9,Bangladesh2007,0.9634996924818116
1502,54.94,59.9,Barbados2007,0.7562826022367948
1503,79.2,85.2,Belarus2007,0.5760402043744881
1504,78.11,25.5,Belgium2007,0.043660828288428266
1505,73.91,69.8,Belize2007,0.26093809587066547
1506,39.41,72.0,Benin2007,0.706102442259018
1507,63.42,86.4,Bhutan2007,0.6533605447291276
1508,69.53,82.0,Bolivia2007,0.4896385149663067
1509,56.49,84.5,Bosnia and Herzegovina2007,0.5380574112493367
1510,67.67,66.4,Botswana2007,0.21488440511333096
1511,79.44,66.9,Brazil2007,0.22469952463075674
1512,65.43,71.2,Brunei Darussalam2007,0.36989608005720875
1513,73.16,60.3,Bulgaria2007,0.17296407907858793
1514,40.3,89.7,Burkina Faso2007,0.873711164425578
1515,40.69,95.2,Burundi2007,0.9338096142526326
1516,47.03,85.7,Cambodia2007,0.8887602851471506
1517,49.42,89.4,Cameroon2007,0.9134823174185144
1518,82.57,25.1,Canada2007,0.045891803208052875
1519,51.52,81.1,Cape Verde2007,0.7621116713669635
1520,45.22,101.0,Central African Republic2007,1.0032868934743513
1521,35.74,108.8,Chad2007,0.9905029134698676
1522,78.26,33.8,Chile2007,0.04856519881008883
1523,64.24,81.2,China2007,0.5078771817296197
1524,78.2,89.7,Colombia2007,0.6805933784190195
1525,40.42,77.8,Comoros2007,0.8170160265441715
1526,76.13,50.5,Costa Rica2007,0.1123054443150381
1527,58.77,107.3,Cote d'Ivoire2007,2.00093607317501
1528,80.01,60.5,Croatia2007,0.18670676944386028
1529,78.61,78.6,Cuba2007,0.41242218755649335
1530,77.66,70.2,Cyprus2007,0.2584954394162718
1531,82.11,42.1,Czech Republic2007,0.08997391430146269
1532,87.98,22.2,Denmark2007,0.03798556959139186
1533,40.82,80.3,Djibouti2007,0.878732133257438
1534,76.1,80.6,Dominican Republic2007,0.4838464792582636
1535,67.7,79.9,Ecuador2007,0.45623575566408564
1536,63.85,89.2,Egypt2007,0.7111728819766594
1537,66.59,74.9,El Salvador2007,0.3507215560740343
1538,64.31,88.2,Equatorial Guinea2007,0.5837301835714745
1539,35.12,85.5,Eritrea2007,0.9012083564400979
1540,87.09,50.5,Estonia2007,0.13700798407571338
1541,41.18,95.3,Ethiopia2007,0.9643156647232477
1542,68.79,75.7,Fiji2007,0.3914881292273122
1543,90.86,18.5,Finland2007,0.03083241003407135
1544,85.25,34.1,France2007,0.07349548024825227
1545,65.03,73.3,Gabon2007,0.31879460869889503
1546,60.68,82.3,Georgia2007,0.47799515174180235
1547,81.35,38.4,Germany2007,0.09109769981061894
1548,55.17,61.9,Ghana2007,0.18324025384892234
1549,81.46,43.5,Greece2007,0.08879023123230757
1550,57.7,71.6,Grenada2007,0.2724798940889812
