,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
888,Greece2011,47.4,85.9,3.8,2.5,4.5,5.1,4.3,4.4,4.9,3.8,3.1,4.1,2.6,4.3
889,Grenada2011,66.4,86.18,5.3,5.6,3.9,5.7,6.5,8,6.2,4.2,4.3,5.8,3.2,7.7
890,Guatemala2011,80.1,78.02,7.6,6,6.9,6.5,7.7,6.5,6.8,6.9,6.9,7.3,5.6,5.3
891,Guinea2011,102.5,75.52,9.3,9.2,7.9,8.6,8.4,8.3,9.4,8.7,9.2,8.2,7.7,7.6
892,Guyana2011,72.6,74.71,6.3,5.1,5.9,6.4,7.4,8.4,6.5,5.5,5,6.4,3.6,6
893,Haiti2011,108,73.52,8.4,8.8,7.3,9.2,8.8,8.9,9.4,10,8,10,9.2,10
894,Honduras2011,78.3,76.03,6.5,6.3,5.3,7,8.1,6.6,7.3,6.6,6.3,7.6,3.9,6.9
895,Hungary2011,48.7,74.35,2.5,4.7,3.5,5.4,5.5,4.5,5.4,3.7,3,3.1,3.1,4.3
896,Iceland2011,30.1,73.89,1,1.8,1,6.2,2.2,3.3,2,1.9,1.6,1.6,1.5,6
897,India2011,79.3,72.85,7.8,6.8,8.2,5.4,8.5,6.2,5.8,7.2,5.9,8,5,4.5
898,Indonesia2011,81.6,73.11,7.1,7,6.6,6.4,7.5,6.9,6.7,6.5,6.3,7.4,6.6,6.5
899,Iran2011,90.2,72.91,8.6,9.2,8.5,5.4,7,6.7,9.1,5.6,9,6.1,7.9,7
900,Iraq2011,104.8,37.1,9.5,9.6,9,7,9,8.9,8.7,8,8.6,8.3,9,9.3
901,Ireland2011,25.3,36.56,1.6,1.4,1.3,3.9,2.6,2.4,2,2.2,1.2,2.3,2,2.4
902,Italy2011,45.8,36.58,4.9,4.4,5.3,4.2,4.1,3.2,4.7,2.8,3.1,3.6,3.5,2
903,Jamaica2011,67.1,35.13,6.3,3.7,4.3,6.3,6.2,6.7,6.5,5.9,5.3,6.2,3.4,6.3
904,Japan2011,31,34.85,2,2.6,3.9,3.5,2.3,1.8,2,1.7,3,3.6,1.1,3.5
905,Jordan2011,74.5,34.5,6,6.3,6.7,5.8,6.9,4.7,5.7,4.9,6.8,6.4,7.6,6.8
906,Kazakhstan2011,70.2,34.52,6.2,7.7,6,6.2,5.9,3.8,7.2,5.1,6.9,5.5,3.8,5.9
907,Kenya2011,98.7,34.36,7.9,8.8,8.7,7,8.5,7.6,8.9,7.8,7.7,8.8,8.5,8.5
908,Kuwait2011,59.5,34.65,4.5,7.2,4.9,4,5.9,4.3,5.7,2.9,6.2,5.1,3.8,5
909,Kyrgyz Republic2011,91.8,34.61,8,8.3,8.3,7.6,7.6,7,9,6,8,7.6,6.5,7.9
910,Laos2011,86.7,49.69,7.1,8.6,6.5,7.2,5.7,6.8,8,7.7,8.5,7.6,5.8,7.2
911,Latvia2011,54.2,49.32,3.3,4.3,4.9,5.8,5.7,4.8,5.3,3.9,3.6,4.2,3.9,4.4
912,Lebanon2011,87.7,49.35,8.7,8.8,8.7,5.7,6.8,6.6,7,5.8,6.6,6.5,8.5,8
913,Lesotho2011,80.4,45.98,5.5,7,5,8.1,6.1,6.8,6.9,8.2,6,9,4.6,7.2
914,Liberia2011,94,45.7,7.3,8.1,6.8,8.4,8,7,7,8.8,6.3,8.3,8.6,9.3
915,Libya2011,68.7,45.31,5.9,7,6,4.6,6.9,3.9,7.3,4.3,8.3,5.5,4.6,4.4
916,Lithuania2011,45.3,45.27,2.5,2.8,3.7,5.3,5.7,4.6,3.6,2.9,3.1,4.1,3.2,3.8
917,Luxembourg2011,26.1,42.74,2.3,3.4,2.8,2.3,2,1.5,2.5,1.9,1,1.7,2.1,2.6
918,Macedonia2011,71,43.1,6,6.7,7.4,6.2,6.8,6.7,6.7,4.2,5,4.5,4.6,6.2
919,Madagascar2011,83.2,43.07,6.8,8,5.2,7.6,7.8,4.9,7.1,8.6,6,8.3,4.6,8.3
920,Malawi2011,91.2,74.23,5.2,7.6,6,8.8,8,8.1,7.9,8.2,7,9.1,6.5,8.7
921,Malaysia2011,68.7,76.19,6,6.4,6.7,4.9,6.7,4.2,6,5.1,6.9,6,4.8,5
922,Maldives2011,75.6,76.59,5.7,7.6,4.9,6.7,5,6.8,7.4,6.9,7,6,5.9,5.8
923,Mali2011,79.3,77.48,7.1,4.5,6,7.8,6.7,7.3,5.5,8.2,4.9,8.8,5.3,7.2
924,Malta2011,45.4,78.12,3.7,2,4,4.1,4.1,4.4,3.7,2.9,3.4,3.4,5.4,4.4
925,Mauritania2011,88,78.03,7.9,7.9,7.8,7.3,6.5,5.5,7.3,7.9,7,8.2,6.8,7.9
926,Mauritius2011,44.2,78.1,3.6,3.2,3.5,4.5,5.4,3,4.7,3.9,3.5,3.3,1.6,4
927,Mexico2011,75.1,77.33,7.9,5.2,6.1,6,7.7,6.5,6.6,5.8,5.9,6.5,4.2,6.7
928,Moldova2011,81.2,76.66,7.8,8,6.6,6.7,6.5,7.5,7.6,6.3,6.5,6.1,4.4,7.2
929,Mongolia2011,59.6,77.21,5,5.5,4,5.3,6.2,1.9,5.9,5.6,6,5.5,1.6,7.1
930,Montenegro2011,56.3,57.1,4.8,6.2,6.4,5.2,4.1,2.4,4.3,3.6,5,4.5,4.5,5.3
931,Morocco2011,76.3,56.65,5.9,6.3,6.4,6,7.5,6.4,6.9,6.6,6.4,6.4,6.5,4.9
932,Mozambique2011,83.6,56.91,7.1,5.6,4.6,8.2,7.4,7.7,7.6,8.6,7,9,4,6.7
933,Myanmar2011,98.3,57.08,8.5,8.3,8.7,7.9,9,6,9.7,8.3,9,8.2,8,6.7
934,Namibia2011,71.7,56.57,5.5,3.5,5.3,6.3,8.5,7.1,4.4,6.7,5.5,7.2,5.6,6.2
935,Nepal2011,93.7,56.49,7.8,8,9,7.9,8.7,5.9,7.9,7.7,8.5,7.8,7.4,7.1
936,Netherlands2011,28.3,55.86,1.4,2.4,4.4,3.2,2.9,2.2,1.1,1.7,1,3,3,2.1
937,New Zealand2011,24.8,55.21,1.1,1.1,3.5,3.8,4,2.4,1.1,1.9,1.2,2,1.7,1.1
938,Nicaragua2011,81.2,55.19,6.2,6.8,6,7.3,8.2,7.2,7.3,7.3,6,6.9,4.9,7.1
939,Niger2011,99.1,54.19,8,8.6,7.8,8.9,7.9,6.2,8.9,9.5,8.2,9.8,6.6,8.7
940,Nigeria2011,99.9,41.48,9.1,9.5,9.6,7.3,9,7.7,9,9,8.6,8.3,6,6.9
941,Norway2011,20.4,41.4,1.2,1.2,1.3,2.9,2.1,1.5,1,1.4,1.9,2,2,1.9
942,Oman2011,49.3,41.26,5.3,6.3,3,3.8,3,1.5,5.9,4.4,6.9,5.1,1.5,2.4
943,Pakistan2011,102.3,38.92,9.4,9.1,9.3,6.6,8.5,7.5,8.6,7.3,8.7,8.8,9.2,9.3
944,Panama2011,57.8,38.94,5.7,2.5,4.6,4.9,7.4,4.9,4.6,5.2,4.5,6,3.9,3.6
945,Papua New Guinea2011,84.2,38.35,6.6,7.1,6.9,6.4,9.1,7.4,7.5,8.7,6.3,7.4,4.5,6.4
946,Paraguay2011,72.4,38.83,6.4,7.7,6.5,5.9,8.3,5.5,7.9,5.5,6.4,5.9,1.9,4.5
947,Peru2011,73.6,38.63,7.2,6.6,6.8,5.1,8,6.7,6.6,6.1,5.2,6.1,4.1,5.1
948,Philippines2011,85,38.35,8.3,8.5,7.2,5.6,7.1,6.7,8.3,6.1,7.3,7.3,6.5,6.1
949,Poland2011,46.8,38.32,2.5,3.6,3.5,4.3,4.7,5.6,4.2,3.3,3.5,4.3,3.5,3.9
950,Portugal2011,32.3,88.48,1.6,1.4,2.5,4.8,3.6,2.5,1.6,3.3,3.3,3.3,2,2.5
951,Qatar2011,49.5,89.91,3,5,4.9,3.7,5,3.1,6,2.3,5,4.2,2.7,4.6
952,Romania2011,59.8,89.76,4.1,5.2,6,5.8,5.8,5,5.9,4.5,4,5.1,3.2,5.2
953,Russia2011,77.7,87.52,7.2,7.8,7.6,4.6,7.6,5.7,7.8,5.3,8.1,6.3,5.1,4.6
954,Rwanda2011,91,87.21,5.8,8.4,8.2,7,7.4,6.8,7.1,7.8,8.2,8.9,7.3,8
955,Samoa2011,69.5,86.02,5.5,5.1,4.8,5.9,6.6,8.3,6.2,4.7,4.2,7,2.7,8.6
956,Sao Tome and Principe2011,74.5,86.25,5.8,6.3,4.8,6.9,6.2,7.3,6.9,7,4.9,7.1,4.3,6.9
957,Saudi Arabia2011,75.2,86.83,7.5,7.9,7.5,3.4,7,3.2,7.9,4.2,8.9,6,5.8,5.9
958,Senegal2011,76.8,86.65,6.3,4.5,6.3,6.5,7.2,6,5.9,7.8,6.2,7.6,6.4,6.1
959,Serbia2011,74.4,86.51,6.5,8,7.5,5.7,6.5,5,6.5,4.9,5.3,5.3,6.4,6.8
960,Seychelles2011,67,46.31,6.1,5.7,4.8,5.4,6.6,4.9,6.8,4.1,5.8,5.8,3.9,7.1
961,Sierra Leone2011,92.1,45.9,6,7.9,6.5,8,8.5,8,7.7,8.8,6.7,8.9,7.5,7.6
962,Singapore2011,35.1,45.96,1.5,4,3,3.6,3.4,2.8,3.9,2,4.7,2.5,0.9,2.8
963,Slovenia2011,35.5,43.74,3,1.1,3.1,3.7,4.7,3.6,3,2.8,2.8,3.1,1.7,2.9
964,Solomon Islands2011,85.9,43.95,6.7,8,6.8,7.6,8,5.1,7.9,8.1,6.5,7.9,4.5,8.8
965,Somalia2011,113.4,43.36,10,9.8,9.5,9.3,8.4,8.2,9.8,9.4,9.7,9.7,10,9.7
966,South Africa2011,67.6,43.62,4.5,5.9,5.9,5.3,8.2,4.1,5.5,5.5,4.6,8.4,6.7,3
967,South Korea2011,38.8,43.5,1.7,3.6,3.7,2.2,2.3,4.5,3.7,2.2,2.6,3.3,3,6
968,Spain2011,43.1,43.51,4.9,5.6,6,4.5,4.7,1.9,2.1,2.4,2.6,3.3,2.9,2.2
969,Sri Lanka2011,93.1,43.58,8,9.5,9.4,5.3,8.4,6.9,8.5,6.1,8.6,7,8.6,6.8
970,Sudan2011,108.7,70.85,9.6,9.9,9.9,6.4,9.1,8.2,9.4,9,9.7,8.5,9.6,9.5
971,Suriname2011,71.1,72.17,5.8,5.8,6.1,6.1,7.5,7,6.1,4.9,5.6,6,3.5,6.7
972,Swaziland2011,82.5,71.23,6.6,7,3.9,7.8,6.5,5.9,8.5,7.5,8.2,9.2,4.6,6.9
973,Sweden2011,22.8,71.17,2.3,1.8,1.3,1.9,2.2,2,0.9,1.5,1.6,2.8,2.9,1.6
974,Switzerland2011,23.2,71.71,1.4,1,3.5,2.4,2.8,2.1,1,1.6,2,2.1,1.9,1.4
975,Syria2011,85.9,72.12,7.5,7.9,8.7,5.8,7.4,6.3,8.3,5.8,8.6,5.6,8.5,5.5
976,Tajikistan2011,88.3,72.68,7.4,8.6,7.2,7.4,6.8,6,8.9,6.9,8.5,7.7,5.9,7
977,Tanzania2011,81.3,73.92,5.5,6,6.1,7.4,6.3,5.8,6.5,8.6,6.2,8.1,7.4,7.4
978,Thailand2011,78.3,74.32,7.6,8.5,8,4,7.2,4.4,8.4,5,7.3,6.4,6.6,4.9
979,Timor-Leste2011,94.9,73.85,8.3,8.3,7.1,7.9,7.3,5.8,8.8,8.7,6.8,8.5,8,9.3
980,Togo2011,89.4,73.59,7.3,7.8,5.4,8,7.9,7,8,8.5,7.7,8.1,6.5,7.1
981,Trinidad and Tobago2011,63.7,73.56,5.5,5.6,4.7,4.5,6.9,7.7,5.5,4.9,5.1,5.3,3.2,4.8
982,Tunisia2011,70.1,73.8,7,6.8,5.6,5,6.6,5.2,7.2,5.3,7.7,5.5,3.4,4.8
983,Turkey2011,74.9,73.28,7.4,7.5,8.3,5.5,7.4,4.5,5.9,5.7,5.2,5.9,6,5.6
984,Turkmenistan2011,79.7,73.09,7.5,7.7,6.6,6,7.1,5.1,8.4,6.7,8.7,6.5,4.2,5.2
985,Uganda2011,96.3,72.94,8.6,8.6,8,7.5,8.4,6.6,7.7,8.3,7.5,8.8,8,8.2
986,Ukraine2011,69,72.9,4,8,6.5,6,5.9,6.3,7.4,4.1,5.5,5.3,3.1,6.8
987,United Arab Emirates2011,50.4,71.85,3,3.6,4.6,4.2,5.4,3,6.5,3.3,5.7,4.1,2.8,4.1
988,United Kingdom2011,34.1,71.52,2.7,3.6,4.4,3.3,4.2,2.1,1.4,2.2,2,2.9,3.3,1.9
989,Uzbekistan2011,88.3,70.5,8.5,8.7,7.4,6.8,8.2,6.3,8.4,6,9,7.3,5.7,6
990,Venezuela2011,78.2,76.69,7,7.3,7,6.1,7.3,6.4,7.5,5.8,7.4,6,4.8,5.5
991,Yemen2011,100.3,75.81,9.3,9.3,8.6,7.7,8.3,6.9,8.6,8.7,7.7,8.7,8.4,8.2
992,Zambia2011,83.8,75.05,5.3,5.8,5.7,7.7,7.3,6.8,7.6,7.8,6.1,8.9,7.6,7.3
993,Zimbabwe2011,107.9,74.22,9,9.6,9,9,9.2,9.3,9.3,9,9.2,9.3,8.2,7.8
994,Afghanistan2010,109.3,75.16,9.7,9.4,9.7,8.3,8.2,7.2,10,8.9,9.2,9.5,9.2,10
995,Albania2010,67.1,75.32,5.4,6,4.9,6.1,5.7,7.1,6.8,5.6,5.3,5.9,2.8,5.5
996,Algeria2010,81.3,74.81,7.5,6.8,8.2,5.1,7.1,6.1,7.5,6.5,7.6,6.7,6.5,5.7
997,Angola2010,83.7,73.28,5.9,6.8,5.9,5,9.1,5.6,8.1,8,7.3,8.4,6.9,6.7
998,Antigua and Barbuda2010,60.9,72.93,4.6,4,4.5,5.5,6.1,7.3,5.3,4.6,4.7,4.7,3.4,6.2
999,Argentina2010,45.8,73.63,2.4,3.2,4.5,5.1,5.8,3.8,3.6,3.7,3.8,4.6,2.2,3.1
1000,Armenia2010,74.1,64.39,5.1,7,6,5.8,6.5,7,6.6,5.3,6.4,5.7,6.9,5.8
1001,Australia2010,27.3,66.84,1.4,1.5,3.4,3.2,4.2,1.2,1.5,1.8,2,3.5,2.5,1.1
1002,Austria2010,27.2,67.37,1.1,1.9,3.8,2.7,4.7,1.2,1.4,1.4,1.6,2.7,2.3,2.4
1003,Azerbaijan2010,84.4,65.36,7.3,7.9,7.9,5.9,7.3,5.7,8,5.5,7.2,6.2,8.1,7.4
1004,Bahrain2010,58.8,63.87,4.7,6.1,6.5,4,6,3.5,6.7,3.1,5.4,4.5,2.6,5.7
1005,Bangladesh2010,96.1,62.87,8.1,8.9,8.9,7.9,8.8,8.4,8,8.3,7.4,8.4,6.7,6.3
1006,Barbados2010,55.4,62.4,4.5,4.5,4.9,5.4,6.7,6.5,4.1,3.1,2.8,4,3.2,5.7
1007,Belarus2010,78.7,61.08,6.2,7.8,6.4,6.7,6.7,4.8,8.7,6.2,7.9,6.7,3.7,6.9
1008,Belgium2010,32,61.1,1.8,3,4.4,3.7,4.7,1.3,2.3,2.1,1.5,2.6,1.8,2.8
1009,Belize2010,68.7,62.48,5.7,4.6,4.9,6.2,7.1,6.7,6.2,5.8,3.8,6.5,5.1,6.1
1010,Benin2010,76.8,78.89,5.3,4.1,4.2,7.4,7.4,6.7,6.4,8.4,5.5,7.7,6.7,7
1011,Bhutan2010,87.3,77.47,5.8,7.7,7.7,7.5,8.5,7.1,6.9,7.3,7.9,7,7.3,6.6
1012,Bolivia2010,84.9,75.94,6.5,8.3,7.7,6.8,8.7,6.7,7.1,7.5,6.6,7.6,4.7,6.7
1013,Bosnia and Herzegovina2010,83.5,75.57,7.2,9.2,8.7,5.7,7.1,5.6,8,5.4,5.9,5.3,7.1,8.3
1014,Botswana2010,68.6,76.72,4,2.9,4.1,6.1,7.7,5.9,5.3,6.4,4.8,9,6.6,5.8
1015,Brazil2010,67.4,76.5,6.7,5.1,6.2,4,8.8,4.8,6.2,6,5.4,6.3,3.7,4.2
1016,Brunei Darussalam2010,67.6,75.6,5.9,7.4,6.6,3.7,7.8,3.8,7.7,3.5,6.9,5.4,4.2,4.7
1017,Bulgaria2010,61.2,74.73,5.1,4.6,4.5,5.3,6.1,5.8,6,5,4.6,4.5,3.9,5.8
1018,Burkina Faso2010,90.7,74.74,7.3,7.6,5.9,8,8.8,6.6,7.7,8.8,6.6,9.3,6.2,7.9
1019,Burundi2010,96.7,75.16,7.1,7.9,7.8,8.2,8.4,6.5,7.6,9,7.7,9.4,8.4,8.7
1020,Cambodia2010,88.7,74.18,6.4,7.7,6.9,7.7,7.1,7.9,8.7,8.3,7.7,8,5.3,7
1021,Cameroon2010,95.4,74.33,7.8,8.7,7.5,7,8.7,8.1,9,8,7.8,8.2,7.6,7
1022,Canada2010,27.9,73.59,1.2,2.4,3.1,2.5,4.5,2.1,1.5,1.5,1.9,3.2,2.5,1.5
1023,Cape Verde2010,77.2,71.01,5.5,6.1,4.4,7,6,8.2,7.2,7.4,6,7.7,4.1,7.6
1024,Central African Republic2010,106.4,70.97,9.7,9.1,8.9,8.4,9.2,6.1,9,9.2,8.8,9.1,9.3,9.6
1025,Chad2010,113.3,71.66,9.9,9.8,9.8,8.5,9.3,8.3,9.9,9.6,9.6,9.4,9.5,9.7
1026,Chile2010,38,71.92,2.3,1.5,3.4,4.6,4.5,2.5,1.8,4,3.4,4.1,2.6,3.3
1027,China2010,83,71.47,5.8,7.2,8,4.3,9,5.9,8.3,7,9,8.8,6.6,3.1
1028,Colombia2010,88.2,71.47,7.7,8,7.2,4.6,8.3,8.3,7.7,5.8,6.9,6.7,9,8
1029,Comoros2010,85.1,70.34,7.5,8,5.6,7.6,6.1,6.4,8.2,8.5,6.8,7.5,3.9,9
1030,Costa Rica2010,52,41.82,2.5,3.2,3.9,5.4,6.5,4.5,3.9,4.1,3.3,5.5,4.6,4.6
1031,Cote d'Ivoire2010,101.2,41.91,8.2,8.5,8.9,8,7.9,8.2,9,8.3,8.3,8.4,8,9.5
1032,Croatia2010,59,41.68,4.4,4.3,5.2,6.2,5.3,4.6,4.8,3.7,4.5,4.7,5.9,5.4
1033,Cuba2010,79.4,39.03,7.3,7.1,5.5,6.3,6.6,7.2,7,5,7.5,6.7,5.7,7.5
1034,Cyprus2010,68,39.15,5.3,7.9,7.6,4.3,7.6,5,5.2,3.4,3.6,4.8,4.5,8.8
1035,Czech Republic2010,41.5,39.14,2.1,3.3,3.4,4.4,4.1,4.3,3.4,3.6,3.3,3.3,2.8,3.5
1036,Denmark2010,22.9,39.26,1.5,1,3,3.1,2,1.8,1.1,1.3,1.3,2.8,1.7,2.3
1037,Djibouti2010,81.9,39.01,6,7.1,5.9,6.4,6.5,5.5,7.2,7.3,6.6,7.9,6.8,8.7
1038,Dominican Republic2010,76.8,38.95,5.6,6.8,5.8,5.9,7.8,8.3,5.6,6.9,6.5,6.5,5.1,6
1039,Ecuador2010,81.7,38.86,6.6,7.8,6.4,6.7,8,7.5,7.4,7,5.8,6.3,6.1,6.1
1040,Egypt2010,87.6,48.98,6.5,8.1,8.2,6.8,7.4,6,8.4,6.1,8.2,7.4,6.7,7.8
1041,El Salvador2010,78.1,48.68,6.7,4.5,5.9,6.6,7.9,7.1,6.8,7,6.7,8.1,5.7,5.1
1042,Equatorial Guinea2010,88.5,49.01,8.4,8.4,6.8,4.7,8.8,7.4,9.6,8.4,9.4,8.4,2.3,5.9
1043,Eritrea2010,93.3,48.28,7.6,7.9,6.1,8.6,6.2,7.1,8.8,8.6,8.4,8.7,7.2,8.1
1044,Estonia2010,50.7,49.15,2.6,5.5,5,5,5.2,4.1,4.5,3.3,3.3,4.5,4.2,3.5
1045,Ethiopia2010,98.8,48.41,7.8,9,8.6,8,8.5,7.5,7.7,8.1,8.7,9.2,7.8,7.9
1046,Fiji2010,80.5,49.69,6.8,8.2,7.4,6.7,7.5,6.6,8.9,5.5,6.7,5.9,4.2,6.1
1047,Finland2010,19.3,47.97,1,1,1.2,3,1.7,2.2,0.7,1.2,1.5,2.3,1.7,1.8
1048,France2010,34.9,48.04,1.6,2,5.6,3.6,5.3,1.8,1.8,1.5,2.7,3.7,3.1,2.2
1049,Gabon2010,75.3,48.35,5.7,7.2,3,5.9,7.9,6.4,7.8,6.6,6.4,7,5.9,5.5
1050,Georgia2010,90.4,70.84,8,9.1,8.4,6.5,7.2,5.8,9,6.4,7.3,6.2,7.8,8.7
1051,Germany2010,35.4,71.21,2.2,2,4.7,3.6,4.7,2.6,2.1,1.7,2.3,3.3,4,2.2
1052,Ghana2010,67.1,71.21,2.6,4.2,5.2,5.8,6.4,7.9,5.1,7.6,4.7,7.1,5.3,5.2
1053,Greece2010,45.9,69.09,3.4,2.4,4.2,4.3,4.6,4.5,4.6,3.7,3.4,4.5,2.8,3.5
1054,Grenada2010,67,69.81,5.4,5.8,4.2,6.1,6.7,7.6,6.4,3.9,4.6,5.8,2.9,7.6
1055,Guatemala2010,81.2,69.56,7.2,6.3,6.8,6.9,8,6.7,7.1,6.8,6.9,7.4,5.6,5.5
1056,Guinea2010,105,68.77,9.4,9.3,8.2,8.9,8.7,8.6,9.8,9,9.5,8.3,7.5,7.8
1057,Guyana2010,73,68.03,6.6,5.1,6.2,6.9,7.7,8,6.8,5.3,5.2,6.1,3.6,5.5
1058,Haiti2010,101.6,68.27,8.2,8.4,7.3,9.2,8.3,8.6,9.3,9.5,8.3,9.3,5.6,9.6
1059,Honduras2010,80,67.63,7,6.8,5,7.5,8.3,6.5,7.5,6.9,6.3,7.6,4.1,6.5
1060,Hungary2010,50.1,50.21,2.2,5,3.2,5.4,5.9,4.8,5.7,3.6,3.3,3.3,3.1,4.6
1061,Iceland2010,29.8,50.94,1.1,2,1,7.2,2.3,3,2,1.5,1.9,0.8,1.1,5.9
1062,India2010,79.2,50.78,7.6,6.2,7.8,5.1,8.7,6.5,5.8,7.2,6.1,8.1,5.2,4.9
1063,Indonesia2010,83.1,48.97,7.3,7.1,6.3,6.7,7.9,7.3,6.9,6.7,6.5,7.2,6.5,6.7
1064,Iran2010,92.2,48.95,8.9,9.5,8.1,5.5,7.3,7.1,9,5.9,9.4,6.4,8.3,6.8
1065,Iraq2010,107.3,48.36,9.5,9.6,9.3,7.6,8.8,9.3,9,8.4,9.1,8.5,8.7,9.5
1066,Ireland2010,22.4,48.48,1.4,1.5,1,3.3,2.8,2,1.6,2.4,1.5,2,1.6,1.3
1067,Italy2010,45.7,48.36,4.2,4,4.8,4.7,4.5,2.8,4.5,3.1,3,4,3.9,2.2
1068,Jamaica2010,67.4,48.14,5.8,4,4.5,6.8,6.5,6.4,6.8,6.2,5.5,6,2.8,6.1
1069,Japan2010,31.3,47.79,2.1,2.2,3.6,3.5,2.6,2.1,1.8,1.3,3.2,4,1.2,3.7
1070,Jordan2010,77,82.03,5.9,6.5,6.9,6.2,7.2,4.8,5.9,5.2,7,6.8,7.9,6.7
1071,Kazakhstan2010,72.7,82.84,6.3,7.6,5.7,6.7,6.2,4.1,7.5,5.5,7.1,5.8,4,6.2
1072,Kenya2010,100.7,80.77,7.5,8.7,8.9,7.4,8.7,7.9,9.3,8.1,8,9.1,8.7,8.4
1073,Kuwait2010,61.5,80.41,4.9,7.2,5.1,3.8,6.1,4.1,6,3.1,6.5,5.5,4.1,5.1
1074,Kyrgyz Republic2010,88.4,80.82,7.6,7.4,7.4,7.9,7.9,7.3,8.4,6.3,7.6,7.8,5.2,7.6
1075,Laos2010,88.7,81.29,7.4,8.5,6.8,7.3,5.8,6.7,8.3,8.1,8.7,7.9,5.9,7.3
1076,Latvia2010,55.4,80.49,3,4.3,4.6,6.3,6,5,5.4,4.2,3.5,4.3,4.3,4.5
1077,Lebanon2010,90.9,79.47,8.9,8.8,9,6.1,7.2,7,7.3,6,6.8,6.8,8.9,8.1
1078,Lesotho2010,82.2,79.86,5.9,7.2,5.2,8.7,5.7,6.7,7.2,8.5,6.3,9.2,4.8,6.8
1079,Liberia2010,91.7,80.02,6.7,8.1,6.3,8,8.3,6.7,7.1,8.5,6.5,8.4,8.2,8.9
1080,Libya2010,69.1,88,5.2,7.1,5.8,5.3,6.9,4.2,7.3,4.2,8.3,5.7,4.3,4.8
1081,Lithuania2010,47.8,89.73,2.2,3.2,4,5.7,6,5,3.9,3.2,3.3,4.3,2.9,4.1
1082,Luxembourg2010,27.3,89.87,2.1,3.6,3.2,2.8,2.3,1.2,2.7,2.2,1.3,1.9,1.7,2.3
1083,Macedonia2010,72.7,89.85,5.6,6.5,7.6,6.6,7.1,6.7,6.9,4.6,5.1,4.8,4.6,6.6
1084,Madagascar2010,82.6,90.11,6.4,7.7,5.4,7.2,7.7,5.3,7.1,8.6,5.8,8.6,4.8,8
1085,Malawi2010,93.6,90.14,5.4,7.8,6.2,9.2,8.3,8.4,8.1,8.6,7.3,9.2,6.5,8.6
1086,Malaysia2010,69.2,86.1,5.9,6.3,6.6,5.1,7,3.9,5.9,5,6.8,6.3,5,5.4
1087,Maldives2010,78.3,86.21,6.1,7.4,5.2,7,5.3,7.1,7.3,7.1,7.3,6.3,6.4,5.8
1088,Mali2010,79.3,85.96,7,4,6.3,8.1,7,7.5,5.4,8.5,5,8.7,4.8,7
1089,Malta2010,48.2,85.76,4,2,4.2,4.2,4.4,4.1,4.1,3.2,3.7,3.7,5.8,4.8
1090,Mauritania2010,89.1,64.19,7.9,7.9,8,7.7,6.8,5.2,7.5,8.3,7.3,8.5,6.4,7.6
1091,Mauritius2010,44.4,64.44,3.7,3.3,3.5,4.1,5.7,2.6,5.1,4.2,3.7,3.7,1.2,3.6
1092,Mexico2010,76.1,64.58,7.5,5.5,5.8,6.5,8,6.8,6.6,5.8,5.8,6.8,4.1,6.9
1093,Moldova2010,83.8,63.33,7.8,8,6.9,7,6.8,7.8,7.9,6.7,6.8,6.4,4.3,7.4
1094,Mongolia2010,60.1,63.54,4.8,5.3,4.3,5.7,5.9,2.3,6.2,5.3,6.4,5.6,1.4,6.9
1095,Montenegro2010,57.3,63.12,4.5,5.9,6.6,4.9,4.4,2.7,4.5,3.8,5.3,4.9,4.2,5.6
1096,Morocco2010,77,63.39,5.4,6.2,6.6,6.5,7.6,6.4,7.2,6.6,6.8,6.8,6.6,4.3
1097,Mozambique2010,81.7,62.51,6.2,5.4,4.8,7.8,7.5,7.8,7.5,8.9,7.3,8.8,3.5,6.2
1098,Myanmar2010,99.4,62.62,8.2,8.2,8.7,8.2,9.3,6.3,9.6,8.5,9.1,8.5,8.3,6.5
1099,Namibia2010,74.5,62.6,5.6,3.7,5.6,6.5,8.9,7.5,4.8,6.9,5.8,7.5,5.7,6
1100,Nepal2010,95.4,37.48,7.7,8.5,9.2,8.3,9,6.2,8.1,7.6,8.7,8.1,7,7
1101,Netherlands2010,27.9,37.35,1.1,1.7,4.7,3,3.2,1.9,1.2,1.5,1.3,2.7,3.2,2.4
1102,New Zealand2010,23.9,37.01,1.1,1.2,3.3,4,4.3,2.1,1,1.6,1.5,1.5,1.4,0.9
1103,Nicaragua2010,82.5,35.2,6.5,7,6.3,7.9,7.9,6.9,7.6,7.6,6.2,6.8,5,6.8
1104,Niger2010,97.8,35.05,7.3,7.6,8,9.2,7.8,6.5,8.9,9.7,8.5,9.6,6.5,8.2
1105,Nigeria2010,100.2,34.79,9.3,9.4,9.5,6.9,9.3,8.1,9.4,9.1,8.8,8.4,5.8,6.2
1106,Norway2010,18.7,34.89,1.2,1.1,1.3,2.6,2.4,1.2,0.8,1.1,1.6,1.7,1.6,2.1
1107,Oman2010,48.7,34.89,5.2,6.6,3,4.5,2.7,1.7,6,4.5,6.7,4.7,1.1,2
1108,Pakistan2010,102.5,34.91,9.7,9.5,9.4,6.2,8.4,7.9,8.9,7.3,8.9,8.1,8.9,9.3
