,C1,C2,C3,E1,E2,E3,FSI,P1,P2,P3,S1,S2,X1,country
825,6.7,7.3,6.7,5.9,7.2,6.1,77.3,7.9,6.3,7.7,5.7,4.5,5.2,Venezuela2012
826,9.7,9.8,9.0,8.7,8.4,7.0,104.8,9.1,9.0,8.4,8.8,8.7,8.3,Yemen2012
827,5.3,6.0,6.3,8.1,7.7,7.1,85.9,8.0,7.7,6.4,9.1,7.3,7.0,Zambia2012
828,8.7,9.8,8.7,8.9,8.9,9.0,106.3,9.4,9.1,8.9,9.0,8.4,7.5,Zimbabwe2012
829,9.8,9.4,9.3,8.0,8.4,7.2,107.5,9.7,8.5,8.8,9.1,9.3,10.0,Afghanistan2011
830,5.4,6.3,5.1,5.9,5.4,6.8,66.1,6.4,5.0,5.0,5.5,3.1,6.3,Albania2011
831,7.2,6.8,7.8,5.2,6.8,5.7,78.0,7.1,6.1,7.5,6.4,6.1,5.3,Algeria2011
832,6.2,7.0,6.2,4.5,8.8,5.9,84.6,8.5,8.2,7.5,8.6,6.6,6.7,Angola2011
833,4.9,3.7,4.1,5.1,5.9,7.6,59.9,5.8,4.3,4.5,5.2,3.0,5.8,Antigua and Barbuda2011
834,2.7,3.0,4.9,4.4,6.0,3.5,46.8,4.0,3.5,4.0,4.4,2.6,3.8,Argentina2011
835,5.2,7.0,6.0,5.3,6.2,6.6,72.3,6.6,5.0,6.5,5.5,6.6,5.8,Armenia2011
836,1.7,1.6,3.6,2.9,3.9,1.6,28.1,1.6,1.8,1.9,3.3,2.8,1.4,Australia2011
837,1.1,2.4,3.8,2.3,4.4,1.6,27.3,1.2,1.6,1.5,2.6,2.6,2.2,Austria2011
838,7.0,7.8,7.5,5.5,6.9,5.4,81.9,7.7,5.7,7.2,5.8,7.9,7.5,Azerbaijan2011
839,4.8,6.6,6.8,3.4,6.0,3.1,59.0,6.9,2.7,5.9,4.5,2.9,5.3,Bahrain2011
840,7.9,8.9,9.2,7.7,8.4,8.1,94.4,8.0,8.0,7.1,8.3,6.5,6.2,Bangladesh2011
841,4.2,4.2,4.4,5.0,6.3,6.8,52.8,3.9,2.9,2.5,4.3,2.9,5.4,Barbados2011
842,6.3,8.0,6.8,6.2,6.3,4.5,77.6,8.8,5.8,8.0,6.3,3.6,7.0,Belarus2011
843,2.0,4.0,4.4,3.6,4.4,1.6,34.1,2.7,2.5,1.6,2.5,2.1,2.6,Belgium2011
844,5.5,4.3,4.4,5.7,6.8,7.0,67.7,6.0,5.8,3.8,6.7,5.4,6.3,Belize2011
845,6.0,5.0,3.9,7.9,7.2,6.6,80.0,6.7,8.5,5.7,8.1,7.1,7.3,Benin2011
846,6.2,7.5,7.8,6.9,8.2,6.8,85.0,6.6,6.9,7.6,6.6,6.9,7.0,Bhutan2011
847,6.5,8.0,7.7,6.5,8.9,6.4,82.9,6.8,7.1,6.3,7.2,4.6,6.9,Bolivia2011
848,7.0,9.2,8.4,5.2,6.8,5.9,80.9,7.6,5.0,6.1,5.0,6.8,8.0,Bosnia and Herzegovina2011
849,4.1,3.3,4.5,6.3,7.4,5.6,67.9,5.0,6.0,5.0,8.9,6.4,5.4,Botswana2011
850,6.5,4.9,6.5,3.9,8.5,4.5,65.1,5.9,5.8,5.1,6.1,3.5,3.9,Brazil2011
851,5.6,7.4,6.2,3.4,7.8,4.1,65.8,7.7,3.2,6.7,5.1,3.9,4.7,Brunei Darussalam2011
852,4.9,5.3,4.3,5.3,5.7,5.5,59.0,5.9,4.6,4.3,4.1,3.6,5.5,Bulgaria2011
853,7.0,7.3,5.5,8.0,8.5,6.3,88.6,7.7,8.7,6.4,8.9,6.2,8.0,Burkina Faso2011
854,7.7,8.2,8.2,8.5,8.1,6.2,98.6,8.2,8.8,8.0,9.1,8.7,9.0,Burundi2011
855,6.2,8.0,7.2,7.2,6.8,7.6,88.5,8.5,8.4,8.0,7.7,5.6,7.4,Cambodia2011
856,7.8,8.5,7.8,7.0,8.4,7.8,94.6,8.8,8.3,8.1,8.0,7.3,6.8,Cameroon2011
857,1.5,2.5,3.3,2.4,4.1,2.4,27.7,1.2,1.9,1.6,2.9,2.5,1.4,Canada2011
858,5.7,5.7,4.2,6.3,6.3,8.3,75.8,6.9,6.9,5.7,7.3,4.3,8.2,Cape Verde2011
859,9.7,9.1,8.6,8.1,8.9,5.8,105.0,9.1,9.0,8.6,8.9,9.6,9.6,Central African Republic2011
860,9.2,9.8,9.4,8.5,8.9,8.0,110.3,9.8,9.6,9.3,9.2,9.5,9.1,Chad2011
861,2.5,1.4,3.5,4.6,5.0,2.8,40.7,2.1,4.3,3.3,5.0,3.0,3.3,Chile2011
862,5.7,6.9,7.9,4.4,8.6,5.6,80.1,7.9,6.6,8.8,8.2,6.2,3.3,China2011
863,7.5,8.0,7.5,4.1,8.6,7.9,87.0,7.5,5.6,7.2,6.7,8.7,7.7,Colombia2011
864,7.5,8.0,5.3,7.6,5.8,6.6,83.8,8.0,8.2,6.6,7.5,4.0,8.7,Comoros2011
865,2.5,3.5,4.1,4.9,6.5,4.1,50.6,3.5,4.2,3.0,5.1,4.3,4.9,Costa Rica2011
866,8.6,9.1,8.7,7.7,8.0,7.9,102.8,9.5,8.4,8.6,8.1,8.5,9.7,Cote d'Ivoire2011
867,4.4,4.7,5.5,5.9,5.0,4.9,57.3,4.4,3.4,4.3,4.3,5.5,5.0,Croatia2011
868,6.9,6.9,5.1,6.0,6.3,6.9,76.6,6.6,5.3,7.4,6.3,5.4,7.5,Cuba2011
869,5.3,7.9,7.6,5.0,7.3,5.3,67.6,5.0,3.3,3.3,4.4,4.4,8.8,Cyprus2011
870,2.1,3.8,3.8,4.6,3.8,4.0,42.4,3.7,3.9,3.0,3.0,2.8,3.8,Czech Republic2011
871,1.5,1.0,3.3,2.5,1.7,2.1,23.8,1.2,1.6,1.3,2.9,2.1,2.6,Denmark2011
872,6.2,7.5,6.2,6.0,6.8,5.2,82.6,7.2,7.2,7.0,7.8,7.2,8.3,Djibouti2011
873,5.8,6.8,6.1,5.6,7.5,7.9,76.9,5.8,6.8,6.3,6.5,5.5,6.2,Dominican Republic2011
874,7.0,8.2,6.9,6.3,7.7,7.1,82.2,7.5,7.2,5.7,5.9,6.4,6.3,Ecuador2011
875,6.8,8.0,8.3,6.5,7.4,5.7,86.8,8.6,5.9,8.3,7.1,6.4,7.8,Egypt2011
876,7.0,4.3,5.8,6.3,7.6,7.1,76.0,6.5,6.9,6.7,7.6,5.3,4.9,El Salvador2011
877,8.1,8.2,6.6,4.5,9.1,7.2,88.1,9.6,8.1,9.4,8.5,2.7,6.0,Equatorial Guinea2011
878,7.7,8.1,6.1,8.3,6.5,7.4,93.6,8.5,8.4,8.9,8.3,6.8,8.5,Eritrea2011
879,2.9,5.5,5.4,4.3,4.9,4.5,49.3,4.1,2.9,3.0,4.1,3.9,3.9,Estonia2011
880,7.9,9.0,8.4,7.7,8.2,7.2,98.2,7.5,8.4,8.5,9.1,8.2,8.1,Ethiopia2011
881,7.0,7.9,7.6,7.0,7.7,6.9,81.1,8.6,5.5,6.5,5.9,3.9,6.6,Fiji2011
882,1.0,1.2,1.7,2.8,1.3,2.5,19.7,1.0,1.5,1.1,2.0,2.1,1.5,Finland2011
883,1.9,1.9,5.9,3.5,4.9,1.8,34.0,1.6,1.9,2.5,3.3,2.8,2.0,France2011
884,5.7,7.1,3.3,5.5,7.9,6.1,75.3,7.5,6.7,6.7,6.8,6.2,5.8,Gabon2011
885,7.9,9.0,8.0,6.0,6.9,5.5,86.4,8.4,6.0,6.9,5.8,7.5,8.5,Georgia2011
886,2.2,2.1,4.7,2.9,4.4,2.6,33.9,1.9,2.0,2.0,2.9,4.2,2.0,Germany2011
887,3.0,4.2,5.5,6.1,6.3,7.6,67.7,4.8,7.7,4.5,6.8,5.5,5.6,Ghana2011
888,3.8,2.5,4.5,5.1,4.3,4.4,47.4,4.9,3.8,3.1,4.1,2.6,4.3,Greece2011
889,5.3,5.6,3.9,5.7,6.5,8.0,66.4,6.2,4.2,4.3,5.8,3.2,7.7,Grenada2011
890,7.6,6.0,6.9,6.5,7.7,6.5,80.1,6.8,6.9,6.9,7.3,5.6,5.3,Guatemala2011
891,9.3,9.2,7.9,8.6,8.4,8.3,102.5,9.4,8.7,9.2,8.2,7.7,7.6,Guinea2011
892,6.3,5.1,5.9,6.4,7.4,8.4,72.6,6.5,5.5,5.0,6.4,3.6,6.0,Guyana2011
893,8.4,8.8,7.3,9.2,8.8,8.9,108.0,9.4,10.0,8.0,10.0,9.2,10.0,Haiti2011
894,6.5,6.3,5.3,7.0,8.1,6.6,78.3,7.3,6.6,6.3,7.6,3.9,6.9,Honduras2011
895,2.5,4.7,3.5,5.4,5.5,4.5,48.7,5.4,3.7,3.0,3.1,3.1,4.3,Hungary2011
896,1.0,1.8,1.0,6.2,2.2,3.3,30.1,2.0,1.9,1.6,1.6,1.5,6.0,Iceland2011
897,7.8,6.8,8.2,5.4,8.5,6.2,79.3,5.8,7.2,5.9,8.0,5.0,4.5,India2011
898,7.1,7.0,6.6,6.4,7.5,6.9,81.6,6.7,6.5,6.3,7.4,6.6,6.5,Indonesia2011
899,8.6,9.2,8.5,5.4,7.0,6.7,90.2,9.1,5.6,9.0,6.1,7.9,7.0,Iran2011
900,9.5,9.6,9.0,7.0,9.0,8.9,104.8,8.7,8.0,8.6,8.3,9.0,9.3,Iraq2011
901,1.6,1.4,1.3,3.9,2.6,2.4,25.3,2.0,2.2,1.2,2.3,2.0,2.4,Ireland2011
902,4.9,4.4,5.3,4.2,4.1,3.2,45.8,4.7,2.8,3.1,3.6,3.5,2.0,Italy2011
903,6.3,3.7,4.3,6.3,6.2,6.7,67.1,6.5,5.9,5.3,6.2,3.4,6.3,Jamaica2011
904,2.0,2.6,3.9,3.5,2.3,1.8,31.0,2.0,1.7,3.0,3.6,1.1,3.5,Japan2011
905,6.0,6.3,6.7,5.8,6.9,4.7,74.5,5.7,4.9,6.8,6.4,7.6,6.8,Jordan2011
906,6.2,7.7,6.0,6.2,5.9,3.8,70.2,7.2,5.1,6.9,5.5,3.8,5.9,Kazakhstan2011
907,7.9,8.8,8.7,7.0,8.5,7.6,98.7,8.9,7.8,7.7,8.8,8.5,8.5,Kenya2011
908,4.5,7.2,4.9,4.0,5.9,4.3,59.5,5.7,2.9,6.2,5.1,3.8,5.0,Kuwait2011
909,8.0,8.3,8.3,7.6,7.6,7.0,91.8,9.0,6.0,8.0,7.6,6.5,7.9,Kyrgyz Republic2011
910,7.1,8.6,6.5,7.2,5.7,6.8,86.7,8.0,7.7,8.5,7.6,5.8,7.2,Laos2011
911,3.3,4.3,4.9,5.8,5.7,4.8,54.2,5.3,3.9,3.6,4.2,3.9,4.4,Latvia2011
912,8.7,8.8,8.7,5.7,6.8,6.6,87.7,7.0,5.8,6.6,6.5,8.5,8.0,Lebanon2011
913,5.5,7.0,5.0,8.1,6.1,6.8,80.4,6.9,8.2,6.0,9.0,4.6,7.2,Lesotho2011
914,7.3,8.1,6.8,8.4,8.0,7.0,94.0,7.0,8.8,6.3,8.3,8.6,9.3,Liberia2011
915,5.9,7.0,6.0,4.6,6.9,3.9,68.7,7.3,4.3,8.3,5.5,4.6,4.4,Libya2011
916,2.5,2.8,3.7,5.3,5.7,4.6,45.3,3.6,2.9,3.1,4.1,3.2,3.8,Lithuania2011
917,2.3,3.4,2.8,2.3,2.0,1.5,26.1,2.5,1.9,1.0,1.7,2.1,2.6,Luxembourg2011
918,6.0,6.7,7.4,6.2,6.8,6.7,71.0,6.7,4.2,5.0,4.5,4.6,6.2,Macedonia2011
919,6.8,8.0,5.2,7.6,7.8,4.9,83.2,7.1,8.6,6.0,8.3,4.6,8.3,Madagascar2011
920,5.2,7.6,6.0,8.8,8.0,8.1,91.2,7.9,8.2,7.0,9.1,6.5,8.7,Malawi2011
921,6.0,6.4,6.7,4.9,6.7,4.2,68.7,6.0,5.1,6.9,6.0,4.8,5.0,Malaysia2011
922,5.7,7.6,4.9,6.7,5.0,6.8,75.6,7.4,6.9,7.0,6.0,5.9,5.8,Maldives2011
923,7.1,4.5,6.0,7.8,6.7,7.3,79.3,5.5,8.2,4.9,8.8,5.3,7.2,Mali2011
924,3.7,2.0,4.0,4.1,4.1,4.4,45.4,3.7,2.9,3.4,3.4,5.4,4.4,Malta2011
925,7.9,7.9,7.8,7.3,6.5,5.5,88.0,7.3,7.9,7.0,8.2,6.8,7.9,Mauritania2011
926,3.6,3.2,3.5,4.5,5.4,3.0,44.2,4.7,3.9,3.5,3.3,1.6,4.0,Mauritius2011
927,7.9,5.2,6.1,6.0,7.7,6.5,75.1,6.6,5.8,5.9,6.5,4.2,6.7,Mexico2011
928,7.8,8.0,6.6,6.7,6.5,7.5,81.2,7.6,6.3,6.5,6.1,4.4,7.2,Moldova2011
929,5.0,5.5,4.0,5.3,6.2,1.9,59.6,5.9,5.6,6.0,5.5,1.6,7.1,Mongolia2011
930,4.8,6.2,6.4,5.2,4.1,2.4,56.3,4.3,3.6,5.0,4.5,4.5,5.3,Montenegro2011
931,5.9,6.3,6.4,6.0,7.5,6.4,76.3,6.9,6.6,6.4,6.4,6.5,4.9,Morocco2011
932,7.1,5.6,4.6,8.2,7.4,7.7,83.6,7.6,8.6,7.0,9.0,4.0,6.7,Mozambique2011
933,8.5,8.3,8.7,7.9,9.0,6.0,98.3,9.7,8.3,9.0,8.2,8.0,6.7,Myanmar2011
934,5.5,3.5,5.3,6.3,8.5,7.1,71.7,4.4,6.7,5.5,7.2,5.6,6.2,Namibia2011
935,7.8,8.0,9.0,7.9,8.7,5.9,93.7,7.9,7.7,8.5,7.8,7.4,7.1,Nepal2011
936,1.4,2.4,4.4,3.2,2.9,2.2,28.3,1.1,1.7,1.0,3.0,3.0,2.1,Netherlands2011
937,1.1,1.1,3.5,3.8,4.0,2.4,24.8,1.1,1.9,1.2,2.0,1.7,1.1,New Zealand2011
938,6.2,6.8,6.0,7.3,8.2,7.2,81.2,7.3,7.3,6.0,6.9,4.9,7.1,Nicaragua2011
939,8.0,8.6,7.8,8.9,7.9,6.2,99.1,8.9,9.5,8.2,9.8,6.6,8.7,Niger2011
940,9.1,9.5,9.6,7.3,9.0,7.7,99.9,9.0,9.0,8.6,8.3,6.0,6.9,Nigeria2011
941,1.2,1.2,1.3,2.9,2.1,1.5,20.4,1.0,1.4,1.9,2.0,2.0,1.9,Norway2011
942,5.3,6.3,3.0,3.8,3.0,1.5,49.3,5.9,4.4,6.9,5.1,1.5,2.4,Oman2011
943,9.4,9.1,9.3,6.6,8.5,7.5,102.3,8.6,7.3,8.7,8.8,9.2,9.3,Pakistan2011
944,5.7,2.5,4.6,4.9,7.4,4.9,57.8,4.6,5.2,4.5,6.0,3.9,3.6,Panama2011
945,6.6,7.1,6.9,6.4,9.1,7.4,84.2,7.5,8.7,6.3,7.4,4.5,6.4,Papua New Guinea2011
946,6.4,7.7,6.5,5.9,8.3,5.5,72.4,7.9,5.5,6.4,5.9,1.9,4.5,Paraguay2011
947,7.2,6.6,6.8,5.1,8.0,6.7,73.6,6.6,6.1,5.2,6.1,4.1,5.1,Peru2011
948,8.3,8.5,7.2,5.6,7.1,6.7,85.0,8.3,6.1,7.3,7.3,6.5,6.1,Philippines2011
949,2.5,3.6,3.5,4.3,4.7,5.6,46.8,4.2,3.3,3.5,4.3,3.5,3.9,Poland2011
950,1.6,1.4,2.5,4.8,3.6,2.5,32.3,1.6,3.3,3.3,3.3,2.0,2.5,Portugal2011
951,3.0,5.0,4.9,3.7,5.0,3.1,49.5,6.0,2.3,5.0,4.2,2.7,4.6,Qatar2011
952,4.1,5.2,6.0,5.8,5.8,5.0,59.8,5.9,4.5,4.0,5.1,3.2,5.2,Romania2011
953,7.2,7.8,7.6,4.6,7.6,5.7,77.7,7.8,5.3,8.1,6.3,5.1,4.6,Russia2011
954,5.8,8.4,8.2,7.0,7.4,6.8,91.0,7.1,7.8,8.2,8.9,7.3,8.0,Rwanda2011
955,5.5,5.1,4.8,5.9,6.6,8.3,69.5,6.2,4.7,4.2,7.0,2.7,8.6,Samoa2011
956,5.8,6.3,4.8,6.9,6.2,7.3,74.5,6.9,7.0,4.9,7.1,4.3,6.9,Sao Tome and Principe2011
957,7.5,7.9,7.5,3.4,7.0,3.2,75.2,7.9,4.2,8.9,6.0,5.8,5.9,Saudi Arabia2011
958,6.3,4.5,6.3,6.5,7.2,6.0,76.8,5.9,7.8,6.2,7.6,6.4,6.1,Senegal2011
959,6.5,8.0,7.5,5.7,6.5,5.0,74.4,6.5,4.9,5.3,5.3,6.4,6.8,Serbia2011
960,6.1,5.7,4.8,5.4,6.6,4.9,67.0,6.8,4.1,5.8,5.8,3.9,7.1,Seychelles2011
961,6.0,7.9,6.5,8.0,8.5,8.0,92.1,7.7,8.8,6.7,8.9,7.5,7.6,Sierra Leone2011
962,1.5,4.0,3.0,3.6,3.4,2.8,35.1,3.9,2.0,4.7,2.5,0.9,2.8,Singapore2011
963,3.0,1.1,3.1,3.7,4.7,3.6,35.5,3.0,2.8,2.8,3.1,1.7,2.9,Slovenia2011
964,6.7,8.0,6.8,7.6,8.0,5.1,85.9,7.9,8.1,6.5,7.9,4.5,8.8,Solomon Islands2011
965,10.0,9.8,9.5,9.3,8.4,8.2,113.4,9.8,9.4,9.7,9.7,10.0,9.7,Somalia2011
966,4.5,5.9,5.9,5.3,8.2,4.1,67.6,5.5,5.5,4.6,8.4,6.7,3.0,South Africa2011
967,1.7,3.6,3.7,2.2,2.3,4.5,38.8,3.7,2.2,2.6,3.3,3.0,6.0,South Korea2011
968,4.9,5.6,6.0,4.5,4.7,1.9,43.1,2.1,2.4,2.6,3.3,2.9,2.2,Spain2011
969,8.0,9.5,9.4,5.3,8.4,6.9,93.1,8.5,6.1,8.6,7.0,8.6,6.8,Sri Lanka2011
970,9.6,9.9,9.9,6.4,9.1,8.2,108.7,9.4,9.0,9.7,8.5,9.6,9.5,Sudan2011
971,5.8,5.8,6.1,6.1,7.5,7.0,71.1,6.1,4.9,5.6,6.0,3.5,6.7,Suriname2011
972,6.6,7.0,3.9,7.8,6.5,5.9,82.5,8.5,7.5,8.2,9.2,4.6,6.9,Swaziland2011
973,2.3,1.8,1.3,1.9,2.2,2.0,22.8,0.9,1.5,1.6,2.8,2.9,1.6,Sweden2011
974,1.4,1.0,3.5,2.4,2.8,2.1,23.2,1.0,1.6,2.0,2.1,1.9,1.4,Switzerland2011
975,7.5,7.9,8.7,5.8,7.4,6.3,85.9,8.3,5.8,8.6,5.6,8.5,5.5,Syria2011
976,7.4,8.6,7.2,7.4,6.8,6.0,88.3,8.9,6.9,8.5,7.7,5.9,7.0,Tajikistan2011
977,5.5,6.0,6.1,7.4,6.3,5.8,81.3,6.5,8.6,6.2,8.1,7.4,7.4,Tanzania2011
978,7.6,8.5,8.0,4.0,7.2,4.4,78.3,8.4,5.0,7.3,6.4,6.6,4.9,Thailand2011
979,8.3,8.3,7.1,7.9,7.3,5.8,94.9,8.8,8.7,6.8,8.5,8.0,9.3,Timor-Leste2011
980,7.3,7.8,5.4,8.0,7.9,7.0,89.4,8.0,8.5,7.7,8.1,6.5,7.1,Togo2011
981,5.5,5.6,4.7,4.5,6.9,7.7,63.7,5.5,4.9,5.1,5.3,3.2,4.8,Trinidad and Tobago2011
982,7.0,6.8,5.6,5.0,6.6,5.2,70.1,7.2,5.3,7.7,5.5,3.4,4.8,Tunisia2011
983,7.4,7.5,8.3,5.5,7.4,4.5,74.9,5.9,5.7,5.2,5.9,6.0,5.6,Turkey2011
984,7.5,7.7,6.6,6.0,7.1,5.1,79.7,8.4,6.7,8.7,6.5,4.2,5.2,Turkmenistan2011
985,8.6,8.6,8.0,7.5,8.4,6.6,96.3,7.7,8.3,7.5,8.8,8.0,8.2,Uganda2011
986,4.0,8.0,6.5,6.0,5.9,6.3,69.0,7.4,4.1,5.5,5.3,3.1,6.8,Ukraine2011
987,3.0,3.6,4.6,4.2,5.4,3.0,50.4,6.5,3.3,5.7,4.1,2.8,4.1,United Arab Emirates2011
988,2.7,3.6,4.4,3.3,4.2,2.1,34.1,1.4,2.2,2.0,2.9,3.3,1.9,United Kingdom2011
989,8.5,8.7,7.4,6.8,8.2,6.3,88.3,8.4,6.0,9.0,7.3,5.7,6.0,Uzbekistan2011
990,7.0,7.3,7.0,6.1,7.3,6.4,78.2,7.5,5.8,7.4,6.0,4.8,5.5,Venezuela2011
991,9.3,9.3,8.6,7.7,8.3,6.9,100.3,8.6,8.7,7.7,8.7,8.4,8.2,Yemen2011
992,5.3,5.8,5.7,7.7,7.3,6.8,83.8,7.6,7.8,6.1,8.9,7.6,7.3,Zambia2011
993,9.0,9.6,9.0,9.0,9.2,9.3,107.9,9.3,9.0,9.2,9.3,8.2,7.8,Zimbabwe2011
994,9.7,9.4,9.7,8.3,8.2,7.2,109.3,10.0,8.9,9.2,9.5,9.2,10.0,Afghanistan2010
995,5.4,6.0,4.9,6.1,5.7,7.1,67.1,6.8,5.6,5.3,5.9,2.8,5.5,Albania2010
996,7.5,6.8,8.2,5.1,7.1,6.1,81.3,7.5,6.5,7.6,6.7,6.5,5.7,Algeria2010
997,5.9,6.8,5.9,5.0,9.1,5.6,83.7,8.1,8.0,7.3,8.4,6.9,6.7,Angola2010
998,4.6,4.0,4.5,5.5,6.1,7.3,60.9,5.3,4.6,4.7,4.7,3.4,6.2,Antigua and Barbuda2010
999,2.4,3.2,4.5,5.1,5.8,3.8,45.8,3.6,3.7,3.8,4.6,2.2,3.1,Argentina2010
1000,5.1,7.0,6.0,5.8,6.5,7.0,74.1,6.6,5.3,6.4,5.7,6.9,5.8,Armenia2010
1001,1.4,1.5,3.4,3.2,4.2,1.2,27.3,1.5,1.8,2.0,3.5,2.5,1.1,Australia2010
1002,1.1,1.9,3.8,2.7,4.7,1.2,27.2,1.4,1.4,1.6,2.7,2.3,2.4,Austria2010
1003,7.3,7.9,7.9,5.9,7.3,5.7,84.4,8.0,5.5,7.2,6.2,8.1,7.4,Azerbaijan2010
1004,4.7,6.1,6.5,4.0,6.0,3.5,58.8,6.7,3.1,5.4,4.5,2.6,5.7,Bahrain2010
1005,8.1,8.9,8.9,7.9,8.8,8.4,96.1,8.0,8.3,7.4,8.4,6.7,6.3,Bangladesh2010
1006,4.5,4.5,4.9,5.4,6.7,6.5,55.4,4.1,3.1,2.8,4.0,3.2,5.7,Barbados2010
1007,6.2,7.8,6.4,6.7,6.7,4.8,78.7,8.7,6.2,7.9,6.7,3.7,6.9,Belarus2010
1008,1.8,3.0,4.4,3.7,4.7,1.3,32.0,2.3,2.1,1.5,2.6,1.8,2.8,Belgium2010
1009,5.7,4.6,4.9,6.2,7.1,6.7,68.7,6.2,5.8,3.8,6.5,5.1,6.1,Belize2010
1010,5.3,4.1,4.2,7.4,7.4,6.7,76.8,6.4,8.4,5.5,7.7,6.7,7.0,Benin2010
1011,5.8,7.7,7.7,7.5,8.5,7.1,87.3,6.9,7.3,7.9,7.0,7.3,6.6,Bhutan2010
1012,6.5,8.3,7.7,6.8,8.7,6.7,84.9,7.1,7.5,6.6,7.6,4.7,6.7,Bolivia2010
1013,7.2,9.2,8.7,5.7,7.1,5.6,83.5,8.0,5.4,5.9,5.3,7.1,8.3,Bosnia and Herzegovina2010
1014,4.0,2.9,4.1,6.1,7.7,5.9,68.6,5.3,6.4,4.8,9.0,6.6,5.8,Botswana2010
1015,6.7,5.1,6.2,4.0,8.8,4.8,67.4,6.2,6.0,5.4,6.3,3.7,4.2,Brazil2010
1016,5.9,7.4,6.6,3.7,7.8,3.8,67.6,7.7,3.5,6.9,5.4,4.2,4.7,Brunei Darussalam2010
1017,5.1,4.6,4.5,5.3,6.1,5.8,61.2,6.0,5.0,4.6,4.5,3.9,5.8,Bulgaria2010
1018,7.3,7.6,5.9,8.0,8.8,6.6,90.7,7.7,8.8,6.6,9.3,6.2,7.9,Burkina Faso2010
1019,7.1,7.9,7.8,8.2,8.4,6.5,96.7,7.6,9.0,7.7,9.4,8.4,8.7,Burundi2010
1020,6.4,7.7,6.9,7.7,7.1,7.9,88.7,8.7,8.3,7.7,8.0,5.3,7.0,Cambodia2010
1021,7.8,8.7,7.5,7.0,8.7,8.1,95.4,9.0,8.0,7.8,8.2,7.6,7.0,Cameroon2010
1022,1.2,2.4,3.1,2.5,4.5,2.1,27.9,1.5,1.5,1.9,3.2,2.5,1.5,Canada2010
1023,5.5,6.1,4.4,7.0,6.0,8.2,77.2,7.2,7.4,6.0,7.7,4.1,7.6,Cape Verde2010
1024,9.7,9.1,8.9,8.4,9.2,6.1,106.4,9.0,9.2,8.8,9.1,9.3,9.6,Central African Republic2010
1025,9.9,9.8,9.8,8.5,9.3,8.3,113.3,9.9,9.6,9.6,9.4,9.5,9.7,Chad2010
1026,2.3,1.5,3.4,4.6,4.5,2.5,38.0,1.8,4.0,3.4,4.1,2.6,3.3,Chile2010
1027,5.8,7.2,8.0,4.3,9.0,5.9,83.0,8.3,7.0,9.0,8.8,6.6,3.1,China2010
1028,7.7,8.0,7.2,4.6,8.3,8.3,88.2,7.7,5.8,6.9,6.7,9.0,8.0,Colombia2010
1029,7.5,8.0,5.6,7.6,6.1,6.4,85.1,8.2,8.5,6.8,7.5,3.9,9.0,Comoros2010
1030,2.5,3.2,3.9,5.4,6.5,4.5,52.0,3.9,4.1,3.3,5.5,4.6,4.6,Costa Rica2010
1031,8.2,8.5,8.9,8.0,7.9,8.2,101.2,9.0,8.3,8.3,8.4,8.0,9.5,Cote d'Ivoire2010
1032,4.4,4.3,5.2,6.2,5.3,4.6,59.0,4.8,3.7,4.5,4.7,5.9,5.4,Croatia2010
1033,7.3,7.1,5.5,6.3,6.6,7.2,79.4,7.0,5.0,7.5,6.7,5.7,7.5,Cuba2010
1034,5.3,7.9,7.6,4.3,7.6,5.0,68.0,5.2,3.4,3.6,4.8,4.5,8.8,Cyprus2010
1035,2.1,3.3,3.4,4.4,4.1,4.3,41.5,3.4,3.6,3.3,3.3,2.8,3.5,Czech Republic2010
1036,1.5,1.0,3.0,3.1,2.0,1.8,22.9,1.1,1.3,1.3,2.8,1.7,2.3,Denmark2010
1037,6.0,7.1,5.9,6.4,6.5,5.5,81.9,7.2,7.3,6.6,7.9,6.8,8.7,Djibouti2010
1038,5.6,6.8,5.8,5.9,7.8,8.3,76.8,5.6,6.9,6.5,6.5,5.1,6.0,Dominican Republic2010
1039,6.6,7.8,6.4,6.7,8.0,7.5,81.7,7.4,7.0,5.8,6.3,6.1,6.1,Ecuador2010
1040,6.5,8.1,8.2,6.8,7.4,6.0,87.6,8.4,6.1,8.2,7.4,6.7,7.8,Egypt2010
1041,6.7,4.5,5.9,6.6,7.9,7.1,78.1,6.8,7.0,6.7,8.1,5.7,5.1,El Salvador2010
1042,8.4,8.4,6.8,4.7,8.8,7.4,88.5,9.6,8.4,9.4,8.4,2.3,5.9,Equatorial Guinea2010
1043,7.6,7.9,6.1,8.6,6.2,7.1,93.3,8.8,8.6,8.4,8.7,7.2,8.1,Eritrea2010
1044,2.6,5.5,5.0,5.0,5.2,4.1,50.7,4.5,3.3,3.3,4.5,4.2,3.5,Estonia2010
1045,7.8,9.0,8.6,8.0,8.5,7.5,98.8,7.7,8.1,8.7,9.2,7.8,7.9,Ethiopia2010
1046,6.8,8.2,7.4,6.7,7.5,6.6,80.5,8.9,5.5,6.7,5.9,4.2,6.1,Fiji2010
1047,1.0,1.0,1.2,3.0,1.7,2.2,19.3,0.7,1.2,1.5,2.3,1.7,1.8,Finland2010
1048,1.6,2.0,5.6,3.6,5.3,1.8,34.9,1.8,1.5,2.7,3.7,3.1,2.2,France2010
1049,5.7,7.2,3.0,5.9,7.9,6.4,75.3,7.8,6.6,6.4,7.0,5.9,5.5,Gabon2010
