0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5
54.9498834839,52.8753087672,51.1380667354,49.3325320281,46.9184137928,45.3068756213,43.4216715508,41.5238404985,40.0795270324,37.4266006599,36.114017538
55.856140857,54.1660808642,52.4535251368,50.2071399868,47.9381121036,45.9226634508,43.7842173735,41.9801813322,40.4138738858,38.506007846,36.9787989531
56.956920481,55.3380135412,52.9869884667,50.8856071748,48.8427858818,46.3243494429,44.4806731611,42.8781097876,40.3080899556,39.5253671784,36.9887978218
57.4497103003,55.705566999,53.5173712365,51.1503159644,48.4069238905,47.0488654099,44.9606034824,43.3191061508,40.801452244,38.7247472706,37.4052082724
58.8321099208,56.8873170248,54.5077654281,51.6066552426,50.0395166146,47.2302160971,45.2070756711,43.7034158234,41.390490568,39.4962393203,37.0603819266
59.6183095493,57.2950208247,55.1990201645,52.5626045944,50.1663673821,47.2941159886,45.9486898985,44.0760900042,41.7720112472,40.3657436384,38.5500359593
59.5639522222,58.1208930131,55.8032835834,53.6355180009,51.4678527889,48.0571847103,46.7923767519,44.4406056029,42.6589521541,40.6176419644,38.9813300957
60.7699099434,58.9804962745,55.7468370095,54.0289282106,52.5371745389,49.7968097939,47.4109976105,44.4429410331,42.8688273605,41.4493509151,38.6405587799
61.1696006208,59.6051056576,57.5608319493,54.3149599861,51.6346402313,50.6612668942,47.2243492395,46.0263090915,43.4519388379,41.75768579,39.6177191994
61.423377478,60.1893886651,57.9847508175,54.9664720099,52.0068060736,50.2769027106,48.8756629354,45.8690822219,44.9640992526,41.9121447813,39.8784346467
62.3687145894,60.3224090524,58.6598102312,56.3982357914,53.5334475134,50.6242465762,49.1920083126,46.5766653236,43.9063693502,43.3056714238,40.973668932
62.9099570355,61.0823807395,60.2213733462,57.7578781203,53.9882807099,51.5406189971,49.6665587758,47.570110838,44.2857643527,43.0122289327,40.0581914055
63.2346036991,61.6177831142,59.8543123928,56.557219453,54.2633465815,52.7009706696,49.3791616898,47.5945975952,45.7171887357,43.6899413997,41.8317896184
63.4746844496,61.6295476218,60.6728442732,57.8294004413,54.7911362163,52.4035116489,50.0463807158,48.2266616521,46.3471857831,43.8772012066,42.6855523282
63.0963393185,62.6763514382,60.6471845471,57.2903815798,56.11260428,53.2218674314,50.9625208081,48.5800796539,46.8809522577,43.9088512942,42.6965934259
63.8819642236,62.1307912659,60.9883237817,58.7782916683,56.6973473773,53.9318496923,51.6058858647,50.0297607948,47.3988803488,45.0394203543,43.0936715629
63.874287587,62.4237859321,60.8961970393,60.1340603053,57.0004420747,54.8287793755,52.0884456788,49.4415379124,47.0424306916,45.2464784257,43.9845469247
63.7417402893,63.2993545357,61.6699619157,59.3567234925,57.0168358245,54.8276360976,52.2198525788,49.8158304386,47.3955392623,46.7660905469,44.2723350349
64.1111357757,63.2415212101,61.7538318489,60.0092701485,57.2667116634,55.0194850009,52.7216476203,50.491600927,48.1627406695,45.9967389679,44.8680085424
63.5679660151,63.1907305457,61.8920577831,60.1209166619,58.1781299374,55.8740929018,53.8357931825,51.1793773214,49.1218215182,46.480062119,44.639995351
63.8816548449,63.4281506189,61.9207715024,60.7647111729,58.0601405577,55.6201629647,53.9114868594,51.984031523,49.5373548034,47.7128700523,46.0754793623
63.7757019012,63.2017240956,62.6744749478,61.3203399047,59.1851559921,56.6367733814,54.3284381418,52.5332289343,49.8909928872,48.2279373475,46.5396355156
63.9169303035,63.4314313167,62.4313399782,61.4785004793,59.8081327804,56.752410611,55.8277815154,52.4412912936,50.9554772626,48.2704784665,46.5123748732
63.2870564072,63.0912821717,62.8180786644,61.3355734158,59.6578312027,57.8119311676,54.7822353633,52.9674630739,51.9992284143,48.7096776754,47.1164605685
63.3555416041,63.1172732526,63.6602315935,62.1053335434,59.1338394757,57.1724836071,56.3506889921,54.417975603,51.766608965,49.3053396053,47.0565713811
63.0765626094,63.0497049583,63.4791931613,62.3147662122,60.2039747296,59.0664332354,56.1781657259,54.0395652156,51.7566808773,49.4396576764,46.9019113543
62.8044031979,62.5782195532,63.2488228894,62.7455761091,61.2074283035,59.3937658368,55.628979447,53.933414961,52.2177452046,49.3454828961,48.0165627601
62.9228901907,63.4414690536,63.5391334058,62.4513146428,60.7813627857,58.9507056047,56.8654029008,54.6077423826,52.3517810386,50.2671212958,48.7513077087
62.8514435739,62.8410178395,63.5686469005,62.9381102194,61.2162434749,59.0364178462,57.8672986343,54.9648729199,53.1481966662,51.0944961454,49.1451286717
